"";"geo";"time";"nace_r2";"B11__CP_MEUR";"B11__CP_MNAC";"B1G__CLV15_MNAC";"B1G__CP_MEUR";"B1G__CP_MNAC";"B1GQ__CLV15_MNAC";"B1GQ__CP_MEUR";"B1GQ__CP_MNAC";"D1__CP_MEUR";"D1__CP_MNAC";"D1_D4_MD5__I16";"D11__CP_MEUR";"D11__CP_MNAC";"D12__CP_MEUR";"D12__CP_MNAC";"EMP_DC__THS_HW";"EMP_DC__THS_PER";"P6__CLV15_MNAC";"P6__CP_MEUR";"P6__CP_MNAC";"P61__CLV15_MNAC";"P61__CP_MEUR";"P61__CP_MNAC";"P62__CLV15_MNAC";"P62__CP_MEUR";"P62__CP_MNAC";"P7__CLV15_MNAC";"P7__CP_MEUR";"P7__CP_MNAC";"SAL_DC__THS_HW";"SAL_DC__THS_PER";"nulc_aper_oecd";"nulc";"nulc_eur";"nulc_va";"nulc_aper";"nulc_aper_va";"nulc_hw";"nulc_hw_va";"nulc_hw_va_eur";"rulc_aper";"rulc_hw_va";"emp_ind";"lp_ind";"d1_per_ind";"lp_hw_ind";"d1_hw_ind";"d1net_hw_ind";"gdp_ind";"exp_ind";"exp_goods_ind";"exp_serv_ind";"tbalance_gdp";"nulc_aper_rel15";"nulc_aper_rel_bis";"nulc_aper_rel_imf";"nulc_rel_imf";"nulc_eur_rel_imf";"rulc_aper_imf";"gdp_ind_rel_imf";"exp_ind_rel_imf";"exp_goods_ind_rel_imf";"exp_serv_ind_rel_imf";"XPERF";"XGSVD";"XMKT";"eci";"nulc_eo"
"1";"AT";1995-01-01;"TOTAL";-418,9;-402,9;52803,7;40649,9;39098;59723,7;45186,6;43461,5;23266,1;22377,9;NA;19175,6;18443,6;4090,5;3934,3;1583910;3577,15;17826,7;15304,9;14720,6;11932,5;10754,4;10343,8;6006;4550,5;4376,8;19412,3;15723,8;15123,5;1271473;3088,35;NA;87,9259847304134;91,4158501618236;88,5372759489725;87,604785599533;88,2137678027058;88,8008129164262;89,4181780253141;92,9672700188472;109,149383387649;111,408460353975;87,2907805572027;84,0137970927222;73,6015088171852;78,9357256130487;70,0970013749997;NA;73,3338367661929;45,024394833233;42,1465513206891;53,3528765115427;-0,00927027369050769;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2";"AT";1995-04-01;"TOTAL";-689;-654,8;53203,3;41628,9;39566,4;60190,1;46282,5;43989,4;23639,9;22468,6;NA;19476;18511,1;4163,9;3957,6;1590204;3584,55;17851,7;15507,5;14739,1;11922,7;10887,7;10348,3;6046,9;4619,8;4390,9;19685,9;16196,4;15394;1276412;3091,75;NA;87,5982772630259;92,1648217810725;88,2284447869955;87,3626480681078;87,9910447760486;88,4777093579532;89,1141951874854;93,7597653085922;108,381280414892;110,553953395807;87,4713577698226;84,4950918192714;73,8185558353991;79,2372919222435;70,1087764403218;NA;73,906522341061;45,0875366301349;42,1119369311695;53,7162019609803;-0,0148854042110145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3";"AT";1995-07-01;"TOTAL";-332,4;-319,2;53322,1;41505,9;39860,2;60330,8;46172,2;44341,6;23469,3;22538,7;NA;19310,4;18544,8;4158,9;3994;1595404;3587,5;18168,3;15651,4;15030,9;12108;10965;10530,2;6186;4686,5;4500,7;19524,2;15983,8;15350,1;1276832;3094,02;NA;87,6666469622001;91,286313653847;88,3065260107675;87,4385889096706;88,0767275497032;88,8070934626359;89,455288417858;93,1488062960701;107,865441653494;110,352990395682;87,5433446316103;84,6229643143679;73,9945353766723;79,1636497450465;70,30437601298;NA;74,0792857638396;45,8871643461004;42,7664314595352;54,9518638195809;-0,00719865769390369;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";"AT";1995-10-01;"TOTAL";-806,2;-773;53796,4;42019,2;40288,9;60925,1;46725,6;44801,5;23614,6;22642,2;NA;19404,4;18605,4;4210,1;4036,8;1606929;3600,35;17906,8;15479,3;14841,9;11914,5;10837,2;10391;6120,5;4642,1;4450,9;19730,3;16285,6;15614,9;1280897;3096,31;NA;87,2101410581988;90,9554988929053;87,9299021998817;87,2302719522958;87,9501235345717;88,7004475332255;89,4325002322982;93,2733002970395;107,552964076193;110,267982836254;87,8569145210922;85,1515561048085;74,2793488737678;79,3701065325558;70,403081318588;NA;74,8090178331881;45,2267011505067;42,082973870551;54,3700101047115;-0,0172538865886187;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5";"AT";1996-01-01;"TOTAL";-983,8;-950,2;53775,1;41656,5;40233,9;61160,3;46565,2;44974,9;23478,2;22676,4;NA;19259,8;18602,1;4218,4;4074,3;1608126;3595,06;18174;15643,1;15108,9;11937;10817,7;10448,2;6396,4;4825,5;4660,7;20166,1;16627;16059,1;1278206;3078,87;87,3901460162743;87,00598328596;90,0823709576664;88,0975973889358;87,3904270525905;88,4867883854422;88,7451613633203;89,8585876828967;93,0358387282189;107,749366064277;110,792242008708;87,7278262163949;85,606062927218;74,8129290508513;79,6172062850052;70,6578650243158;NA;75,0978163906688;45,901560675794;42,1624456832236;56,8209023174212;-0,0211273399162644;103,109906456009;103,158160097689;103,088470124367;103,657282621223;106,207336219591;105,097521195472;94,1079970165287;92,2574533974792;NA;NA;1,09544355423094;80652083814,5142;73625047591,9195;2,03268;87,0510079467673
"6";"AT";1996-04-01;"TOTAL";-945,4;-923;54305,6;41682,3;40696,2;61724,4;46602,7;45500,1;23267,7;22717,2;NA;19056;18605,1;4211,7;4112,1;1623038;3597,14;18252,9;15597,5;15228,5;12030,1;10811,5;10555,7;6374,9;4786,1;4672,8;20164,4;16542,9;16151,6;1282746;3083,62;86,6640575591643;86,3659475011465;88,458831047507;87,3939496468624;86,6640498713697;87,6955248049324;88,5945288777944;89,6490492923755;91,8214913906734;106,59454185966;110,265734822539;87,7785830545368;86,3456764489751;74,8320855402604;79,61329340561;70,5344665237334;NA;75,7904663323136;46,1008361868164;42,4912823836599;56,6299121667388;-0,0202856697018248;102,774265853726;102,793943213314;102,595521856362;103,234004149264;104,214339148279;104,606871427867;94,0873935211001;92,0672045580028;NA;NA;1,09812412341393;81002553085,545;73764478312,0859;2,03268;86,3782518173671
"7";"AT";1996-07-01;"TOTAL";-1051,8;-1026,4;54432,7;41975,1;40960,7;61873,8;46959,4;45824,6;23423,7;22857,6;NA;19155,1;18692,2;4268,6;4165,4;1635285;3602,01;18467;15797,8;15416,1;12305,4;11079,6;10811,9;6289,3;4718,2;4604,2;20394,9;16849,7;16442,5;1299253;3093,53;86,8280449740273;86,6898909563554;88,83688570954;87,7287484034081;86,8278385321196;87,8682734556074;88,4595088268015;89,5195644553991;91,73663997681;106,296400382567;109,591388350834;87,8974223823015;86,4376467921498;75,0533700435438;79,2083081503593;70,0687151097531;NA;75,9739123547949;46,6415825354841;43,4636641627159;55,8695048691384;-0,0223984497409688;102,474310383019;102,479293105789;102,242482654754;103,090145605482;104,308450394013;104,10465490865;93,8564866838767;91,4815161776853;NA;NA;1,09245441982601;81952411169,2457;75016778441,2442;2,03268;86,7082778997251
"8";"AT";1996-10-01;"TOTAL";-482,6;-476,5;54558,8;41764,7;41233;61969,2;46725,9;46131,1;23228;22932,3;NA;18980,4;18738,8;4247,6;4193,6;1642145;3610,66;19287,3;16338,9;16130,9;12939,4;11518,6;11371,9;6464,2;4820,4;4759;20502,8;16821,5;16607,4;1300766;3098,28;87,0530130761196;86,8393056729863;87,9590530462329;87,812023903205;87,0526958023897;88,0277285219024;88,8801973399336;89,8757680767391;91,0346690426384;106,026827107599;109,464943130032;88,1085025024585;86,3635239525188;75,1832079197221;78,9990353691285;70,2159363172428;NA;76,091052586018;48,7133911754287;45,7030032398009;57,4231875367823;-0,0103292572689574;102,782167948673;102,794178871071;102,575972638692;103,324401360245;103,570104711908;104,07414484703;93,4063219428955;92,0980927453465;NA;NA;1,10948899130171;85592820080,4136;77146164361,6596;2,03268;86,7659546403424
"9";"AT";1997-01-01;"TOTAL";-701,4;-699,8;54806,1;41504,8;41407,6;62357,8;46587,6;46478,5;23000,2;22946,4;NA;18786,3;18742,3;4213,9;4204;1660397;3618,19;19716,5;16546,7;16508;13505,2;11886,7;11858,9;6274,8;4660;4649,1;21130;17248,1;17207,7;1312891;3107,29;86,4925191061354;86,351203047605;86,5536615911657;87,4695401023376;86,4923954487964;87,612485677896;88,5376526314673;89,6842982253177;89,8945715250302;105,212676281011;109,095153351628;88,2922520174623;86,7242346365226;75,0112968262225;78,6205804282763;69,6102417783758;NA;76,5682087060732;49,7974095446403;47,7014544224739;55,7406975582131;-0,0150564239379498;101,401475705501;101,404755046291;101,623662780505;102,317174400939;100,606528861967;102,673493733247;94,5062819689188;92,8302580390572;NA;NA;1,0999839137467;87497617506,3979;79544451889,6361;1,91867;86,3735603814542
"10";"AT";1997-04-01;"TOTAL";-350;-350,9;55009;41574,5;41673,1;62563;46691,3;46802;23034,1;23088,7;NA;18815,4;18860;4218,7;4228,7;1645488;3621,48;20638,7;17275;17315,9;14303,8;12547,3;12577;6368,2;4727,7;4738,9;21620,4;17625;17666,8;1305048;3111,09;86,7161112901945;86,6017229707076;86,3969278079569;87,6873433984064;86,7161523820568;87,8031316952425;88,5260545085652;89,6357897078812;89,4238196048416;105,100459487257;108,638801111146;88,3725356701001;86,9305714614128;75,3842827743625;79,593984693998;70,4628571163667;NA;76,8201707128548;52,126584148757;50,5221739602659;56,5703943058285;-0,00749754284004957;102,439074719465;102,40775704437;102,526774211005;103,237080731722;100,710919364421;103,294897954066;93,6809207612121;94,0447850066829;NA;NA;1,12059830460039;91589938911,2585;81733069321,3209;1,91867;86,6213380436092
"11";"AT";1997-07-01;"TOTAL";-486,1;-490,6;55724,5;41912,9;42304,8;63307,9;47048,8;47488,7;23039,4;23254,8;NA;18822,3;18998,3;4217,1;4256,5;1645661;3629,3;21101,9;17578,4;17742,8;14529,8;12655;12773,4;6625;4923,4;4969,4;22280,2;18064,5;18233,4;1302347;3119,38;86,2688388633222;86,1984226047065;85,4000007636649;87,1841645783991;86,2688194552706;87,2552913631543;88,3058191864636;89,3156525785478;88,4883570711506;104,273257981771;107,955696637036;88,5633618596525;87,7760632701346;75,7248159934026;80,5331954453195;71,1169541893365;NA;77,7348222667126;53,2964753617551;51,3204241675548;58,8516161986298;-0,0103308787143047;101,936183614275;101,885059812901;101,962652425819;102,653991648116;98,8187286106409;103,116437219416;94,1751380355919;92,8719404050157;NA;NA;1,11945933233216;93645807258,3615;83652710334,0769;1,91867;86,2268780047313
"12";"AT";1997-10-01;"TOTAL";-88,1;-88,9;56373,8;42485;42853,5;63960,7;47656,5;48069,8;23287,5;23489,5;NA;19046,7;19211,9;4240,8;4277,6;1640949;3642,07;21893,4;18261,3;18419,7;15220,2;13275,8;13390,9;6699,4;4985,5;5028,8;22567,9;18349,4;18508,5;1300767;3129,52;86,2732858304053;86,1797404402292;85,4386302604073;87,049773219707;86,2731569170279;87,1440577786838;88,140822105066;89,0306449271863;88,2650181460589;104,080182345754;107,406551788512;88,874979563052;88,3702288150035;76,2412384565362;81,5972505989897;71,9219602111881;NA;78,5363856099243;55,2955446516688;53,7589725884058;59,5125309526189;-0,00184939400621596;102,082074743488;102,112630457067;102,159097592981;102,777247396798;99,7037392591802;103,179136959365;94,2225817626678;94,928307004314;NA;NA;1,13898789634201;97158212831,0432;85302234679,6463;1,91867;86,1120139947507
"13";"AT";1998-01-01;"TOTAL";-429,8;-434,5;56902,2;42738,6;43204,9;64495;47928;48450,8;23459,5;23715,5;NA;19214,2;19423,8;4245,4;4291,7;1638777;3650,06;22154,4;18439,2;18640,3;15345,4;13387;13533,1;6847,5;5052,1;5107,3;23226,4;18869;19074,8;1296917;3135,99;86,3922862292565;86,2880899641751;85,3566421333965;87,071175894671;86,3925197984982;87,1764784183612;88,3964603393366;89,1986720653746;88,2358055835911;104,268397128476;107,654910808663;89,0699541480294;88,9133766313906;76,8159697406015;82,387929374828;72,8295046157633;NA;79,1924445778746;55,9547450113245;54,2011890749216;60,8281421766215;-0,00896786017981127;102,456701259771;102,545229432916;102,544991327061;103,131129597994;99,6141593945562;103,881364491243;94,4029272544771;94,6247116709058;NA;NA;1,11814785033249;98316544525,6185;87928036078,9344;1,84365;86,2914323772042
"14";"AT";1998-04-01;"TOTAL";144,4;145,7;57492,1;43296,7;43699;65130;48543;48994,1;23737,1;23957,7;NA;19465,1;19646;4272;4311,7;1637348;3664;22635,3;18850,6;19025,8;15632,8;13654,7;13781,5;7050;5195,9;5244,2;23034,8;18706,2;18880;1298812;3148,06;86,421653823756;86,3194494195276;85,5246289425224;87,0578889899927;86,4213560379733;87,160592368286;88,2225699683649;88,9772820500361;88,157988527693;104,162125135065;107,242465815844;89,4101225728836;89,4471841301728;77,3029419699942;83,2717104708139;73,4659473677023;NA;79,9721515676715;57,1693406165291;55,2163090287926;62,6270028981645;0,00297382746085753;101,59425619341;101,702133086592;101,731565536322;102,285399717505;99,3001196047913;103,366942613496;95,1063982808365;95,8378825989134;NA;NA;1,13235418413097;100450628752,656;88709548797,0023;1,84365;86,3451580840888
"15";"AT";1998-07-01;"TOTAL";-42,6;-42,8;57828,8;43687,8;43985;65518,2;48991;49324,2;24008,9;24172,2;NA;19690,9;19824,8;4318;4347,4;1645984;3668,83;22497;18739,4;18866,8;15548;13582,3;13674,7;6994,3;5157,1;5192,2;23077,2;18781,9;18909,7;1304111;3154,8;86,6073697361985;86,5762636040803;85,9913808111799;87,3259221692166;86,6073093532314;87,3571615486682;88,5903121997242;89,3574020824562;88,7537307674719;104,305669568028;107,617476233049;89,5279858076072;89,8618652202717;77,8284261185179;83,3285354967652;73,8225213832045;NA;80,4488165337174;56,8200401960679;54,9167885970311;62,1322051589549;-0,000867728214547828;101,441557572555;101,554062333337;101,607576132568;102,166688346003;99,7841911088673;103,353365579443;95,0710019521012;95,6062360859661;NA;NA;1,12384066321669;99836706209,1044;88835285531,8017;1,84365;86,6174313794493
"16";"AT";1998-10-01;"TOTAL";-45,9;-45,9;58048,1;44130,2;44160,6;65767,7;49495,3;49529,3;24384,2;24401;NA;20001,3;20015,1;4382,9;4385,9;1648677;3674,54;22495,8;18818,1;18831,1;15494,6;13570;13579,3;7055,8;5248,2;5251,8;23048,3;18864;18877;1309806;3163,43;86,9926708148577;87,0641948605055;87,0042514781172;87,8194671573977;86,9929963477086;87,7475754763572;88,8473612950448;89,6180941344656;89,5563924016899;104,733644242115;107,893810050173;89,6673230892369;90,0638970353046;78,3507751251173;83,5092293410239;74,1972660159899;NA;80,7551738470313;56,8170093898166;54,7281754949549;62,6785258225346;-0,000926724181444115;100,982811954007;101,09054220755;101,244914209982;101,859231471594;100,102226257215;103,459207064663;95,2630682870921;96,0975989442578;NA;NA;1,11679320799354;99831225550,2835;89390967670,4098;1,84365;86,9956636706113
"17";"AT";1999-01-01;"TOTAL";13,6;13,6;58294,4;44526,3;44526,3;66291,9;50098,6;50098,6;24631,9;24631,9;NA;20196,5;20196,5;4435,3;4435,3;1662963;3711,27;22910,8;19188,9;19188,9;15941,5;13922,7;13922,7;6995,8;5266,2;5266,2;23369,4;19175,3;19175,3;1319580;3191,48;87,2191028937372;87,193088972988;87,193088972988;88,2759211542466;87,2192682155121;88,302349504628;89,0851401631747;90,1914610379554;90,1914610379554;104,640251986647;108,205830057139;90,5636205243084;89,8832931069382;78,3970438438168;83,4517178517855;74,3446021424478;NA;81,3988311762463;57,8651632183879;56,3066622986604;62,1455300531885;0,000271464671667472;101,673978754589;101,803850001067;101,80878302373;102,260823050638;99,4693383454084;103,671901767794;95,1312765329165;97,4976897803799;NA;NA;1,12324205827022;101673170692,154;90517595867,7414;1,80792;87,1905694664863
"18";"AT";1999-04-01;"TOTAL";210,5;210,5;58998,6;44863,5;44863,5;67073,7;50490,3;50490,3;24818;24818;NA;20347;20347;4471;4471;1671160;3718,71;23198,1;19453,9;19453,9;16113,4;14074,3;14074,3;7116,7;5379,6;5379,6;23432,7;19243,4;19243,4;1323935;3202,63;86,7252253712461;86,8278672426975;86,8278672426975;87,8812561514458;86,7250639612573;87,7771301141891;88,8560174724026;89,9340034826309;89,9340034826309;104,457686543466;108,322481763158;90,7451738299695;90,7613636669735;78,714350084449;84,0217326402644;74,65989421717;NA;82,358791687464;58,5907887483844;56,9138269474788;63,2195165284209;0,00416911763249575;100,091365825919;100,219938513367;100,256649712351;100,790586242345;97,0440702629272;102,652156789136;95,8885769098332;95,7361089314336;NA;NA;1,10645321292798;102948180509,579;93043410518,1455;1,80792;86,8537178111006
"19";"AT";1999-07-01;"TOTAL";182,6;182,6;59877,6;45647,9;45647,9;67983,5;51293,7;51293,7;25031,9;25031,9;NA;20525,4;20525,4;4506,4;4506,4;1668593;3720,31;23897,5;20080,6;20080,6;16643,9;14569,3;14569,3;7278,3;5511,3;5511,3;24078,7;19898;19898;1323826;3209,32;86,1591176556866;86,4042118256327;86,4042118256327;87,337471075401;86,159063752368;87,0896001742851;88,293913351211;89,2475752322965;89,2475752322965;103,536129265585;107,247278315466;90,784217551617;91,9529041367911;79,2272704599045;85,2924330624658;75,3095690281738;NA;83,4759214816643;60,3572436585115;58,78759568627;64,6550518005263;0,00355989137067515;99,6826802924264;99,7944731900333;99,8152894087167;100,411744393168;96,2304499505956;102,022488082595;96,0458465547386;95,9731881922049;NA;NA;1,11859951620433;106051791063,146;94807649678,7741;1,80792;86,4536878715136
"20";"AT";1999-10-01;"TOTAL";393,5;393,5;60144,5;45822,2;45822,2;68379,5;51592,7;51592,7;25318,3;25318,3;NA;20775,2;20775,2;4543,1;4543,1;1676046;3728,03;24783,2;20890,7;20890,7;17421;15326,8;15326,8;7358,6;5563,9;5563,9;24622,5;20497,2;20497,2;1327513;3217,25;86,6058177006572;86,8866870579001;86,8866870579001;87,9447269295537;86,6059596285167;87,6605055613909;88,9358236401792;90,0188080691875;90,0188080691875;104,072719726753;108,173600313235;90,9726035085664;92,296999420853;79,9362247238211;85,4077710581585;75,9596600398141;NA;83,962163950892;62,5942312391514;61,5323754919526;65,3683778051678;0,00762704801260643;100,154725156428;100,279071921012;100,308940024887;100,875786136019;96,0108722355507;102,726285990242;95,5539090771154;97,0183958669626;NA;NA;1,13089965622946;109982421938,339;97252149058,9466;1,80792;86,8157469525192
"21";"AT";2000-01-01;"TOTAL";541,9;541,9;61042,7;46928,5;46928,5;69146,3;52630,7;52630,7;25572,4;25572,4;NA;21002,4;21002,4;4570;4570;1678618;3745,43;25879,9;21938,8;21938,8;18064,7;16023,8;16023,8;7835;5915;5915;25457,4;21396,9;21396,9;1329589;3232,14;86,5085127773527;86,7854980790424;86,7854980790424;87,5203279154637;86,508470225094;87,240879319483;88,8296528327125;89,5817827019517;89,5817827019517;103,048077412036;106,708708192446;91,3972039814835;92,8984186460933;80,3665316978162;86,2331938067319;76,6022152389562;NA;84,9037061867601;65,3641355856433;63,8059757505009;69,6003642137757;0,0102962719477415;99,5803605756285;99,7736471802343;99,7051047899751;100,212399977936;94,5133285313209;101,426216059926;95,5143849246158;97,5699594996637;NA;NA;1,14726667363205;114849473298,115;100107042187,952;1,79399;86,7900441967904
"22";"AT";2000-04-01;"TOTAL";803,6;803,6;61490,8;47225,9;47225,9;69573,3;52932,7;52932,7;25716,4;25716,4;NA;21140,1;21140,1;4576,3;4576,3;1689758;3753,43;26896,9;22953;22953;18915,1;16910,5;16910,5;7980,1;6042,5;6042,5;26114,7;22149,4;22149,4;1338611;3243,89;86,3324282911423;86,7385557065181;86,7385557065181;87,3717855162104;86,3325044012745;86,9626950034934;88,7684527819095;89,4164935265159;89,4164935265159;102,883174724092;106,55812081219;91,5924225897213;93,2728704851265;80,526338924636;86,193693881387;76,5143752092924;NA;85,4280130917101;67,932743883612;66,8096570614679;70,889325649311;0,0151815418446442;99,4131767244519;99,5753513983035;99,5360596026706;100,143649422665;93,5706154214398;101,528710793629;95,1741942492083;98,2893166115613;NA;NA;1,16000854368435;119362651609,276;102898079724,623;1,79399;86,76264107273
"23";"AT";2000-07-01;"TOTAL";904,4;904,4;61820,2;47732;47732;69911,3;53484;53484;25896,1;25896,1;NA;21279,2;21279,2;4617;4617;1692857;3751,96;27631,1;23634,6;23634,6;19372,3;17351,2;17351,2;8266,4;6283,4;6283,4;26791,4;22730,2;22730,2;1345103;3246,49;86,4123085884749;86,9223787674988;86,9223787674988;87,5135174112003;86,4123237876227;86,9999187819879;88,6895961769116;89,2927450504304;89,2927450504304;102,411951879347;105,825428070111;91,5565511704576;93,7627287975978;81,0240961901008;86,4538832441493;76,6771700171907;NA;85,8430382295863;69,7870921750265;68,4245242949746;73,432603795374;0,0169097300127141;98,6074880897157;98,7786361753931;98,7014043518159;99,3936138461196;92,5296340450303;100,532696486714;95,3545322047419;98,7257510756101;NA;NA;1,15259856452996;122620909934,982;106386485033,484;1,79399;86,9590376657689
"24";"AT";2000-10-01;"TOTAL";633,8;633,8;62888,6;48859,4;48859,4;71024,2;54662,4;54662,4;26132;26132;NA;21483,3;21483,3;4648,7;4648,7;1708516;3768,21;28729,5;24672,6;24672,6;20058,5;18014,7;18014,7;8692,2;6657,9;6657,9;28243,2;24038,8;24038,8;1351668;3251,37;86,0753407584842;86,3397757424426;86,3397757424426;86,8104294649236;86,0755033281727;86,5446419603977;88,4781995266452;88,9605020142515;88,9605020142515;101,402505794615;104,800955345009;91,9530889684405;94,8445352707846;81,6394662248949;87,0251341405511;76,9998485192661;NA;87,2095514720193;72,5612901637077;70,84823797746;77,2150971051667;0,0115948073996019;97,6490112389128;97,8092214839638;97,7562713213693;98,1012528296452;90,7634532318295;99,2840113615989;96,5374212197437;99,3687053495801;NA;NA;1,15511654006033;127495190439,065;110374309446,219;1,79399;86,2773073159804
"25";"AT";2001-01-01;"TOTAL";538,3;538,3;62628,5;48705;48705;70731,7;54503;54503;26065,4;26065,4;NA;21405,3;21405,3;4660,1;4660,1;1699722;3782,06;28580,9;24543,4;24543,4;20058,4;18014,4;18014,4;8526,2;6528,9;6528,9;28186,9;24005;24005;1343050;3260,47;86,2867257977531;86,4758650580495;86,4758650580495;86,9487946463574;86,2865434757674;86,758363001964;88,7272398826368;89,2124738672035;89,2124738672035;101,528558943807;104,971072117747;92,2910611839521;94,1080429193834;81,2041241865052;87,1151325194391;77,2964353737524;NA;86,8503951027034;72,1859753229229;70,8478847694037;75,7404754766426;0,00987652055850137;98,2541196633165;98,3864068552671;98,2062086358121;98,4477946056952;92,5956070675413;100,235320069905;95,0775496501411;99,2150801536453;NA;NA;1,16774975915718;126835567632,73;108615366124,566;1,73102;86,4908851597598
"26";"AT";2001-04-01;"TOTAL";712,7;712,7;62473,6;49019,3;49019,3;70591,3;54865,2;54865,2;26440,9;26440,9;NA;21717,4;21717,4;4723,5;4723,5;1687027;3783,68;28659,6;24623,7;24623,7;19984,1;17947,7;17947,7;8702,1;6675,9;6675,9;28098,9;23910,9;23910,9;1340725;3264,05;87,6452852489974;87,8961132717579;87,8961132717579;88,4200758331356;87,6450148278557;88,1674046615402;89,6661120507228;90,2006175700256;90,2006175700256;102,242837432927;105,223825290723;92,3305929521202;93,8810288682298;82,2836090533741;87,5964583908685;78,5459468881367;NA;86,6780000454317;72,3847456995701;70,585451183556;77,3030414071088;0,0129900191742671;99,4909378060741;99,622265417804;99,5224703863289;99,7823650610154;93,0610216161306;101,134232862034;94,783683473717;100,265725934181;NA;NA;1,17561976334025;127184967398,68;108185462140,678;1,73102;87,9261743070648
"27";"AT";2001-07-01;"TOTAL";1389,6;1389,6;62644,4;49290,4;49290,4;70696,3;55105,5;55105,5;26444,7;26444,7;NA;21708,4;21708,4;4736,3;4736,3;1685502;3776,34;28757,3;24667,7;24667,7;20099,2;17981,8;17981,8;8676,6;6685,9;6685,9;27455,6;23278,2;23278,2;1342602;3266,25;87,29890613966;87,7781810391542;87,7781810391542;88,1916712334753;87,2987839618609;87,7099403991814;89,3397847067291;89,7606227892163;89,7606227892163;101,545666213211;104,409004900499;92,1514798790621;94,2034170197366;82,2400040594107;87,8061254345027;78,4474097597145;NA;86,8069279728785;72,6315038418626;70,9919936563833;77,0765182051368;0,0252170835941966;98,4789844898155;98,6043820698545;98,5197420142736;99,0484638655123;92,7253632404456;100,350727931998;94,9855510972937;101,755927283789;NA;NA;1,19972332336274;127618702743,764;106373444825,644;1,73102;87,7898167121743
"28";"AT";2001-10-01;"TOTAL";1154,3;1154,3;62853,4;50029,1;50029,1;71068,5;55985,2;55985,2;26613,9;26613,9;NA;21858,4;21858,4;4755,5;4755,5;1686375;3785,64;28738,3;24644,5;24644,5;20100,6;17963;17963;8653,6;6681,5;6681,5;27692,8;23490,1;23490,1;1338719;3269,08;87,5365987317228;87,8771551347871;87,8771551347871;88,460813166652;87,536605856946;88,1179261981191;89,7464046346469;90,3424694567058;90,3424694567058;100,750005806927;103,97914320886;92,3784215111384;94,4667332530787;82,6945471627149;88,222710137219;79,1783317234153;NA;87,2639467785515;72,5835160762172;70,9969385691718;76,8722031602207;0,0206179490293863;98,0078076044951;98,1498016454363;98,1231535977225;98,4792943651666;92,3607666716322;99,5789347402445;95,436402804485;101,990135805549;NA;NA;1,2079604703638;127534429293,555;105578313547,914;1,73102;87,8224443138685
"29";"AT";2002-01-01;"TOTAL";1897,5;1897,5;63550,7;49978;49978;71612;55846,1;55846,1;26666,7;26666,7;NA;21899,9;21899,9;4766,8;4766,8;1691369;3779,26;29615,6;25447,8;25447,8;20715,8;18504,5;18504,5;8915,9;6943,3;6943,3;27919,5;23550,3;23550,3;1336170;3256,65;87,2296699442318;87,3832291524446;87,3832291524446;87,6637649290983;87,2295687037462;87,5095358436416;89,6770021168249;89,9648935778171;89,9648935778171;101,416388253102;104,596315336484;92,2227346710688;95,3498671074958;83,1748621957909;88,6349160244453;79,4867631391334;NA;87,9313022887163;74,7992880130981;73,1698745316682;79,2022829985454;0,0339773054877601;97,2842141165285;97,544083882673;97,4658493113962;97,5429986583309;91,3442418892508;100,411401026304;96,1914075455759;104,258857068498;100,398759199011;114,996331502657;1,23731430528909;131427702933,156;106220143395,537;1,72614;87,4170389446202
"30";"AT";2002-04-01;"TOTAL";2082,7;2082,7;63532;50297;50297;72085,6;56596;56596;26850,2;26850,2;NA;22066,5;22066,5;4783,7;4783,7;1680431;3775,15;29939,8;25798,5;25798,5;21086,2;18872,2;18872,2;8846,1;6926,3;6926,3;27942,1;23715,9;23715,9;1330252;3256,01;87,1748973991682;87,4064787759903;87,4064787759903;88,2929809540496;87,1750205032539;88,059099366399;89,5172497819203;90,4251517155126;90,4251517155126;100,67144430079;104,424495947387;92,1224411110867;96,0849492896657;83,7636698180502;89,8018397359502;80,3897832956297;NA;88,5128286357522;75,6181108353218;74,4781571722869;78,5822312535394;0,0367994204537423;97,3050475314841;97,5803125069507;97,5155655040224;97,6792272210959;92,0739221735864;99,8233504317549;96,3380958725388;102,947815495737;99,6422216240184;112,251509647499;1,22619422149104;132866462410,365;108356784008,329;1,72614;87,4377477461342
