"";"geo";"time";"nace0";"B1G__CLV15_MNAC";"B1G__CP_MEUR";"B1G__CP_MNAC";"B1G__PYP_MNAC";"cpi10";"D1__CP_MEUR";"D1__CP_MNAC";"EMP_DC__THS_HW";"EMP_DC__THS_PER";"nac_usd";"nulc_va";"nulc_va_eur";"rulc_va";"emp_ind";"lp_ind";"va_ind";"nulc_va_rel_ecfin15";"nulc_va_eur_rel_ecfin15";"nulc_va_rel_tuku16";"nulc_va_eur_rel_tuku16"
"1";"AT";1990;"manu";32904,5574311461;25652,6543112926;26930;NA;65,718;17319,5900738181;18182;1290;740;1,213;101,329025325696;96,4282208744814;118,840547192231;120,915032679739;53,5712824742542;64,7757337106995;112,517875513538;106,228937462739;122,466868783881;108,05301077836
"2";"AT";1990;"manu_ex26_27";29359,6588469244;22432,0221454374;23549;NA;0;15163,9288518926;15919;1149;659;0;97,6561944739754;92,9330274344382;116,362990611552;120,036429872495;55,9427327704803;67,1516591907951;NA;NA;134,154644203523;118,341607341872
"3";"AT";1991;"manu";33790,0967490436;26995,5406714009;28278;27654,7498733536;67,911;18672,9180116204;19560;1289;744;1,183;106,151877737158;101,238418960774;121,75295291488;121,56862745098;54,7172432682403;66,5190016202137;113,488899440212;106,917051850218;122,357773981493;108,878875531749
"4";"AT";1991;"manu_ex26_27";30053,2388914794;23590,3106843125;24711;24105,3115210018;0;16330,2114267269;17106;1147;663;0;102,516129893244;97,7709592106104;119,159784284496;120,765027322404;56,9188140300441;68,7380213149713;NA;NA;132,783693018824;118,136030920436
"5";"AT";1992;"manu";33601,5289648795;27843,7716662815;28800;28120,1928223469;70,642;19555,4156074262;20227;1223;722;1,255;110,387704079894;106,618019263728;123,622729850306;117,97385620915;56,0698702459874;66,1477881006583;116,469759521868;108,877097641373;123,305200869206;110,8314132683
"6";"AT";1992;"manu_ex26_27";29821,0623837307;24343,9642554503;25180;24520,09499626;0;17085,2476696711;17672;1089;643;0;106,732728093625;103,087858877111;120,809625608083;117,12204007286;58,2358241087452;68,2069852494046;NA;NA;132,954848474794;118,257506456024
"7";"AT";1993;"manu";32877,470346128;28410,1844577284;28122;28179,406566831;73,207;20507,0170794193;20299;1193;696;1,183;113,220355588482;114,268545007564;127,053836201597;113,725490196078;56,9110848501178;64,7224102217026;113,643106359062;110,913761572997;117,84814113347;112,391820824823
"8";"AT";1993;"manu_ex26_27";29027,5246349672;24687,4218616567;24437;24509,9608090164;0;17895,5269000854;17714;1062;620;0;109,911125873889;110,928678579687;124,778658689254;112,932604735883;58,7890442949393;66,3919990216072;NA;NA;129,668807154436;121,580090808214
"9";"AT";1994;"manu";34046,3822457527;29776,7255149222;29345;29121,8378857976;75,369;20948,7305590584;20645;1158;678;1,207;111,196772542711;112,722169625624;123,834061226641;110,78431372549;60,4991100349615;67,0235238622613;114,104205169086;111,69755772702;116,58444868323;113,618020065444
"10";"AT";1994;"manu_ex26_27";30020,0852611427;25827,466162253;25453;25272,5932628383;0;18278,0084068937;18013;1031;604;0;108,070994055685;109,553511716139;121,820010574204;110,018214936248;62,4098401269252;68,6621920522092;NA;NA;127,469690459869;122,69508076615
"11";"AT";1995;"manu";35991,4433122405;33025,2431192661;31623;31021,4723072215;77,06;21845,5565749235;20918;1132;673;1,366;106,578391491055;111,195304956098;116,433092712313;109,967320261438;64,4305602650657;70,8525605529235;112,027383245856;112,098860018567;120,801093090599;115,834007298767
"12";"AT";1995;"manu_ex26_27";31868,6904071455;28806,0993883792;27583;27020,3688589457;0;19080,1376146789;18270;1009;600;0;103,254585755478;107,727513903788;114,016737349939;109,289617486339;66,6946586517004;72,8903373242628;NA;NA;130,618662149279;123,921582500476
"13";"AT";1996;"manu";36321,6973872681;32954,0836418052;32186;31913,1696529366;78,494;21381,3499251792;20883;1122;657;1,3;105,432624735301;107,842906595411;114,2050279243;107,352941176471;66,6052519422477;71,5026969380012;107,319426850295;106,553503005982;114,502986995654;108,716774694299
"14";"AT";1996;"manu_ex26_27";32153,2579476288;28689,6904780657;28021;27829,2989965659;0;18642,5139796802;18208;999;585;0;101,99344912709;104,325108429875;111,853653970204;106,55737704918;69,015590133725;73,5412026015103;NA;NA;122,379702310115;115,050216163052
"15";"AT";1997;"manu";37326,0031548601;33451,8518518519;33600;33075,9525011473;79,519;21023,8915343915;21117;1116;653;1,129;103,745435279171;103,186817467291;110,624745689944;106,699346405229;68,8661836396513;73,4797678377325;105,457440310336;102,839566387756;112,933924061929;104,444874700783
"16";"AT";1997;"manu_ex26_27";33084,3210062992;29105,102292769;29234;28832,4051151363;0;18442,3245149912;18524;998;585;0;100,843419762751;100,300427867843;109,07320912891;106,55737704918;71,0140770848923;75,6707378773442;NA;NA;120,619571599156;110,33603378515
"17";"AT";1998;"manu";38382,3994705637;34554,5250200696;34806;34550,9433962264;80,253;21896,6443671394;22056;1121;655;1,113;105,376288409244;104,512453414236;111,540344123811;107,02614379085;70,5989968733899;75,5593839086117;106,90354890986;102,962489005059;112,239171129966;105,080871247992
"18";"AT";1998;"manu_ex26_27";33728,6908716013;29774,3136205512;29991;29803,3787289349;0;19218,1375434841;19358;1003;587;0;103,370357686682;102,522966553779;111,106917794528;106,921675774135;72,1505209361828;77,1445460647346;NA;NA;117,413166351411;111,0460509193
"19";"AT";1999;"manu";40078,4677170779;36512,0632388816;36471;36344,0318115195;80,709;22665,4907112028;22640;1119;656;1,067;103,588985305006;103,60402212115;109,266767148792;107,18954248366;73,6062985745221;78,8982546811871;104,587797897992;100,884671541452;108,679215204333;104,00158313815
"20";"AT";1999;"manu_ex26_27";35243,7134643832;31451,3717395384;31416;31338,133298268;0;19864,3404015763;19842;1002;588;0;101,400197789794;101,414916884943;108,71916754718;107,103825136612;75,2631555469053;80,6097185092538;NA;NA;113,223310631122;108,826077848755
"21";"AT";2000;"manu";42669,4515801498;38924,8505846687;38908;38828,7690927996;82,602;23545,192724123;23535;1116;655;0,924;101,145230235572;101,089904835153;106,471810289871;107,02614379085;78,4844230753876;83,9988514940832;102,7165838575;96,114034518354;107,3125088898;99,1563022637513
"22";"AT";2000;"manu_ex26_27";37713,6301738644;33689,5842355998;33675;33617,666502126;0;20533,8891294933;20525;996;585;0;98,0211619463093;97,9675453791065;104,917304120917;106,55737704918;80,9506908063188;86,2589328264053;NA;NA;109,376433211583;101,056143149367
"23";"AT";2001;"manu";43835,2380468878;40419,9028584189;40447;39971,0185804624;84,791;23893,9816882537;23910;1112;656;0,895;100,024058569375;99,8591250001698;104,052520294831;107,18954248366;80,5058128105431;86,2938124243729;100,06250938394;94,7635258852115;104,252195438274;97,4670947450744
"24";"AT";2001;"manu_ex26_27";38597,7924178937;35017,5245645377;35041;34464,4801807841;0;20847,0243412238;20861;995;586;0;97,3436609778245;97,183147220692;102,477894263689;106,739526411658;82,7071274639062;88,2811961636595;NA;NA;106,936735148031;99,7073616711064
"25";"AT";2002;"manu";43243,4894203398;40124,9915397631;40193;39900,9904933929;86,326;23840,5922165821;23881;1075;641;0,944;101,269821234287;100,999426445762;104,583080133177;104,738562091503;81,2775138212813;85,1288992801329;101,065040614674;96,199929534621;104,967397893855;99,0206750968027
"26";"AT";2002;"manu_ex26_27";38022,5280389083;34820,9813874789;34880;34518,7463206761;0;20861,641285956;20897;963;574;0;98,9869567286626;98,7226572867835;103,128577603719;104,553734061931;83,1777529586448;86,9654466270712;NA;NA;107,278959285672;100,900007175113
"27";"AT";2003;"manu";43531,0292459159;40459,8452970297;40467;40460,256143394;87,496;24245,7125176803;24250;1077;638;1,131;102,155339840652;102,037219302465;105,479989124516;104,248366013072;82,2026779912539;85,6949486248692;102,52674748767;101,557652713253;106,343399881945;105,104367511638
"28";"AT";2003;"manu_ex26_27";38392,7744723346;35252,7660891089;35259;35219,6458958408;0;21306,2323196605;21310;967;572;0;99,9698338960531;99,854240422421;104,036329192517;104,189435336976;84,2813641387414;87,8122773904556;NA;NA;108,516842841306;106,75286799494
"29";"AT";2004;"manu";44849,9619241021;41984,6008521585;42015;41693,0966398622;89,3;24134,5252833829;24152;1069;630;1,243;98,7504963090805;98,5823760208969;101,183121887562;102,941176470588;85,7687811480958;88,2913923583339;100,612826724164;100,612923992692;103,919300441323;104,010733692194
"30";"AT";2004;"manu_ex26_27";39525,9440089611;36670,4485891149;36697;36299,675628189;0;21143,6908111585;21159;957;565;0;96,4157327088027;96,2515872981538;99,2512849472032;102,914389799636;87,8439569843037;90,4040723062506;NA;NA;104,974297958511;104,616426729897
"31";"AT";2005;"manu";46853,3644044748;44296,5469013745;44229;43891,7675958188;91,353;24895,9633469978;24858;1055;624;1,246;97,291224090073;97,3443508323309;98,9278125438706;101,960784313725;90,4615242629763;92,2352796406817;99,8492227917837;99,1828964862152;103,897837970415;103,226223506381
"32";"AT";2005;"manu_ex26_27";41455,9236124029;38641,9242826139;38583;38488,8474380131;0;21761,1831846315;21728;944;559;0;94,3991699878871;94,4507174981606;96,9382825309557;101,821493624772;93,122124364718;94,8183379232739;NA;NA;103,749243282616;102,589931281309
"33";"AT";2006;"manu";50567,4204848331;47751,2073908888;47736;47735,0232806351;92,67;25829,2258681109;25821;1056;625;1,256;93,6376537431483;93,5757224871571;95,2108353734065;102,124183006536;97,476177936381;99,5467503435263;98,5231240754235;97,732171071241;101,943780719758;100,815053195625
"34";"AT";2006;"manu_ex26_27";44798,9881789854;41535,2277795476;41522;41694,3879256055;0;22572,188595094;22565;945;560;0;90,7198140113904;90,659812593153;93,5467351914643;102,00364298725;100,451925419825;102,464623379056;NA;NA;100,869730163262;99,2525772144012
"35";"AT";2007;"manu";54504,4241111091;51570,8077344035;51552;51452,5590671227;94,679;27222,9281284203;27213;1077;640;1,371;91,5572905337292;91,500966282491;92,915944460993;104,575163398693;102,602865624808;107,297114378884;96,0931725046252;96,9167785651853;98,708349569604;99,2856039650428
"36";"AT";2007;"manu_ex26_27";48185,4670554023;45055,4315943086;45039;44660,7623163449;0;23928,7267420649;23920;966;574;0;89,4087701337733;89,3537676101888;91,4205852810617;104,553734061931;105,41011031223;110,210206410236;NA;NA;97,6791742496574;97,7331775690803
"37";"AT";2008;"manu";55097,2145486193;51207,745444656;51166;52112,6798554963;97,724;28497,2314386728;28474;1078;645;1,472;94,769175628484;94,7535794536368;97,9549431710121;105,392156862745;102,914753483793;108,464078426547;94,5218330403647;95,6067763011889;96,1086906250676;97,2441162079582
"38";"AT";2008;"manu_ex26_27";47834,432958789;44113,9624694044;44078;44710,8881097658;0;24798,2159369051;24778;962;576;0;93,2954872182031;93,2801335684382;96,7644715955971;104,918032786885;104,278850221856;109,407318265554;NA;NA;95,2468853157084;95,9927801425582
"39";"AT";2009;"manu";46983,5907747539;47069,1783768282;47130;43631,2874484741;98,219;27578,3639231431;27614;1001;621;1,393;107,778312880466;107,533775021718;103,131473674586;101,470588235294;91,1511839806014;92,4916425685515;99,2653948229169;101,657421104179;101,322502211297;104,247374765467
"40";"AT";2009;"manu_ex26_27";40222,6985798555;40209,0428735303;40261;37064,0143164301;0;23917,0949240034;23948;892;554;0;107,234137624525;106,990834443221;102,389695905688;100,910746812386;91,1673911252201;91,9976952338287;NA;NA;101,025186785489;103,955233210105
"41";"AT";2010;"manu";50797,6607074865;48806,8137587689;48759;50955,9552530046;100;27728,1639888361;27701;1007;612;1,327;100;100;100;100;100;100;99,9999999999999;99,9999999999999;99,9999999999999;100
"42";"AT";2010;"manu_ex26_27";43721,4198438583;41826,9759372407;41786;43763,0528652587;0;24298,8044052199;24275;902;549;0;100;100;100;100;100;100;NA;NA;100;100
"43";"AT";2011;"manu";54471,0861603177;51431,025862069;51468;52285;103,287;29221,9920977011;29243;1023;621;1,391;98,4473781947187;98,2802794840035;100,010126076608;101,470588235294;105,677405969793;107,231485469349;99,3097125155379;99,1032756055454;98,3286381372919;98,3925523455642
"44";"AT";2011;"manu_ex26_27";47140,7851827213;44355,1127873563;44387;45054;0;25646,5625;25665;916;556;0;98,057197137551;97,8907606969011;99,5306950196053;101,275045537341;106,463345094757;107,820801225291;NA;NA;97,4983596147605;97,5619938935614
"45";"AT";2012;"manu";55581,6566460573;53284,7213574097;53235;52517,3427943005;105,854;30842,7801992528;30814;1030;627;1,286;101,663453101048;101,658718548855;101,884979550934;102,450980392157;106,80009903214;109,417748518222;98,841477937724;97,6575091609898;97,4007771776587;96,1062940038062
"46";"AT";2012;"manu_ex26_27";47601,0636822954;45530,4856787049;45488;44820,3907821306;0;27093,2814445828;27068;922;561;0;102,417584505626;102,412814832902;102,430875987529;102,185792349727;106,544708012484;108,87355408926;NA;NA;97,5016471563214;96,1994707185259
"47";"AT";2013;"manu";55726,4683698076;53426,9768842708;53431;53373,697775112;107,971;31516,6267600331;31519;1023;625;1,328;103,719204007752;103,609793199472;103,833733644788;102,124183006536;107,421005352858;109,702824094013;98,8856970271895;99,863378093976;97,6575629518327;98,404325059998
"48";"AT";2013;"manu_ex26_27";48072,1295896967;45982,5374595286;45986;45938,1547725675;0;27732,9116783375;27735;918;561;0;103,912986552199;103,803371327534;103,818343853632;102,185792349727;107,599087382947;109,950980003339;NA;NA;97,3329923375338;98,0819088089702
"49";"AT";2014;"manu";56972,4742806375;55189,7636432066;55169;54625,6808001496;109,705;32307,1546857358;32295;1022;625;1,329;103,948559072002;103,885809719825;103,038498095153;102,124183006536;109,822865932443;112,155704587871;99,7847840281676;101,412503389146;98,0050209095641;99,9592470128533
"50";"AT";2014;"manu_ex26_27";49356,0823951412;47693,9435453519;47676;47214,234617753;0;28454,7053067369;28444;917;561;0;103,79704934888;103,73439145672;102,69810268402;102,185792349727;110,472938641207;112,887647682545;NA;NA;97,2538591729283;99,2016622937838
"51";"AT";2015;"manu";57459;57484,8940964398;57459;55640,1246571334;110,689;33014,8715637675;33000;1021;628;1,11;105,318373205304;105,262613299392;101,091634685465;102,614379084967;110,231604474;113,113476486392;100,374028130162;98,4855851366131;99,0632347279324;97,5416594889596
"52";"AT";2015;"manu_ex26_27";49787;49809,4366831906;49787;48092,2491577992;0;29094,1054529067;29081;916;563;0;105,203066027642;105,147367170122;100,546032876573;102,550091074681;111,041584524491;113,873246060635;NA;NA;98,3802850755267;96,862031670924
"53";"AT";2016;"manu";60078,1127590521;60688,4822477189;60683;60078,1127590521;111,675;33997,071099467;33994;1022;631;1,107;103,761025199491;103,668740199712;98,6040083743232;103,104575163399;114,708244036966;118,269447691708;98,2752312568475;97,2193920585519;97,3181537044634;96,8294227097806
"54";"AT";2016;"manu_ex26_27";51758,0746889926;52249,7199385672;52245;51758,0746889926;0;29886,6997922125;29884;916;565;0;103,990970986719;103,898481473282;98,4612977416965;102,914389799636;115,029108110345;118,381504703725;NA;NA;97,1222340059416;96,6320598188149
"55";"AT";2017;"manu";62919,1312530597;62479,2617509073;62518;63552,622851891;114;34854,3896609719;34876;1033;639;1,129;101,646450381529;101,483950248628;98,1930919789834;104,411764705882;118,628644650363;123,862261326114;96,0455856407703;95,9626516440334;94,5706105364135;94,8580921576429
"56";"AT";2017;"manu_ex26_27";54012,0070788376;53588,7740107993;53622;54520,1367475517;0;30609,0218642117;30628;925;571;0;102,132353810737;101,96907687381;98,3212047593635;104,007285974499;118,776984426587;123,536717864447;NA;NA;95,5970023404931;95,6451786280973
"57";"AT";2018;"manu";66131,034449622;65296;65296;65709,4262012783;116,278;37021;37021;1060;657;1,181;102,657597236362;102,557028376975;99,7977869972521;107,352941176471;121,268402292854;130,185196579093;94,9513703517048;96,5709634810596;93,3636053430354;95,6692083846594
"58";"AT";2018;"manu_ex26_27";56587,9070367934;55872;55872;56179,3000341182;0;32425;32425;947;586;0;103,202774239281;103,101671295414;99,8981230306612;106,739526411658;121,256241536706;129,428337960855;NA;NA;93,3624265889941;95,5637386962452
"59";"AU";1990;"manu";85096,096273033;34248,3280980053;55841;NA;59,781;22398,397989634;36520;2329;1257;0,781;70,9170792942754;62,7432158335021;104,263082414156;129,055441478439;61,1884465565042;78,9670198372955;NA;NA;NA;NA
"60";"AU";1990;"manu_ex26_27";83638,9115871975;32234,802889901;52558;NA;0;20966,2988848751;34185;2180;1177;0;68,5077210917684;60,6115589290656;104,196074502916;128,774617067834;63,4291018684371;81,680583040646;NA;NA;NA;NA
"61";"AU";1991;"manu";83222,5336705484;32830,9021949645;52226;54611,5474884575;61,681;22877,1530019367;36392;2203;1206;0,779;72,2594580395101;65,5270320635802;111,089276357922;123,819301848049;62,3718597111608;77,228401244004;NA;NA;NA;NA
"62";"AU";1991;"manu_ex26_27";81204,2231788062;30752,0182375726;48919;51028,0619491584;0;21409,2987411233;34057;2047;1123;0;70,2975327173041;63,7478996567989;111,527873772873;122,866520787746;64,5439458397858;79,302900632472;NA;NA;NA;NA
"63";"AU";1992;"manu";80753,4830049193;30165,5188352207;53276;50676,5561850158;62,305;20474,7977813728;36161;2087;1148;0,735;73,9961081660646;60,4390755065033;108,208605458219;117,864476386037;63,5791097739437;74,9371848259624;NA;NA;NA;NA
"64";"AU";1992;"manu_ex26_27";78069,2032128655;28106,7714351745;49640;47030,403130153;0;19147,5964871736;33817;1952;1075;0;72,6051855970512;59,3029877276212;109,133456026703;117,614879649891;64,8228221769153;76,2412842890415;NA;NA;NA;NA
"65";"AU";1993;"manu";82478,4102720881;33229,9914602904;57224;54413,9970456517;63,398;21982,4081981213;37855;2111;1153;0,68;75,842506705828;63,5322799864545;105,462489002663;118,377823408624;64,6555844605655;76,5378735965421;NA;NA;NA;NA
"66";"AU";1993;"manu_ex26_27";78951,9557176063;30782,3398804441;53009;50201,2947555754;0;20531,2382578992;35356;1972;1078;0;75,0606882379356;62,8773608394202;106,848423248207;117,943107221007;65,3733565010551;77,1033679520103;NA;NA;NA;NA
"67";"AU";1994;"manu";86158,3182235069;37945,2307692308;61661;59777,1415059688;64,646;23932,9230769231;38891;2133;1146;0,732;74,5901716923114;66,2152444044512;100,552187925317;117,659137577002;67,9528479661971;79,9527348760389;NA;NA;NA;NA
"68";"AU";1994;"manu_ex26_27";83220,3282915398;35260,9230769231;57299;55874,8208617521;0;22439,3846153846;36464;2003;1078;0;73,4424561250515;65,196393461107;101,946394107621;117,943107221007;68,907630470824;81,2718004896589;NA;NA;NA;NA
"69";"AU";1995;"manu";87987,3848975849;36865,8830275229;65075;62970,0097684794;67,638;23065,0412844037;40714;2197;1174;0,741;76,4633060820796;62,4875188518488;99,7430338488483;120,533880903491;67,740341357865;81,6500623759071;NA;NA;NA;NA
"70";"AU";1995;"manu_ex26_27";84572,145070817;34433,2729357798;60781;58229,7551559332;0;21541,119266055;38024;2059;1103;0;75,3603253116144;61,5861383698999;100,21773063153;120,678336980306;68,4397612556302;82,5919657165866;NA;NA;NA;NA
"71";"AU";1996;"manu";90036,0910480531;41568,6232968418;67407;66590,2121283853;69,407;26767,6600771836;43406;2138;1146;0,783;79,6641348497235;70,8684985053644;102,659169241659;117,659137577002;71,011237598528;83,5512097411839;NA;NA;NA;NA
"72";"AU";1996;"manu_ex26_27";86108,0401768469;38765,8076711034;62862;61884,829639906;0;24866,4322280854;40323;2004;1076;0;78,491285231555;69,8251420241953;102,758852397699;117,724288840263;71,4312229644174;84,0918992447627;NA;NA;NA;NA
"73";"AU";1997;"manu";91497,8296323059;44939,8306878307;68497;68501,354626037;69,563;28796,8677248677;43892;2122;1134;0,744;79,2691657642998;75,022911369402;102,156686512618;116,427104722793;72,9277484731716;84,9076660868343;NA;NA;NA;NA
"74";"AU";1997;"manu_ex26_27";87171,6395056634;41818,1798941799;63739;63638,4661798219;0;26823,3650793651;40884;1989;1065;0;78,6122949189799;74,4012274809136;102,754946626235;116,520787746171;73,0604358377913;85,13059536898;NA;NA;NA;NA
"75";"AU";1998;"manu";94428,8805758595;41226,9636963696;73481;70691,2399867559;70,161;26017,2937293729;46372;2124;1141;0,629;81,1485372036345;65,677518184301;100,608285375713;117,145790554415;74,8021816529998;87,627607049356;NA;NA;NA;NA
"76";"AU";1998;"manu_ex26_27";90164,4804717352;38674,7194719472;68932;65927,3343185722;0;24301,0231023102;43313;1990;1072;0;80,518391434387;65,1675100973449;100,658855940839;117,286652078775;75,0753475719673;88,053361703664;NA;NA;NA;NA
"77";"AU";1999;"manu";96908,3451821795;44954,5271157816;74283;75410,4260148582;71,202;28550,5395008444;47177;2043;1094;0,645;80,4449623221544;70,2283712409624;101,249727716848;112,320328542094;80,0643022572925;89,9284873403265;NA;NA;NA;NA
"78";"AU";1999;"manu_ex26_27";92533,3080340509;42226,9844248452;69776;70743,0016346929;0;26699,2963032464;44118;1916;1028;0;79,9153189967822;69,7659931503296;101,289482193894;112,472647702407;80,3455126052361;90,3667253371802;NA;NA;NA;NA
"79";"AU";2000;"manu";98192,1000528057;48302,3451710697;76653;75267,0345831461;74,376;30204,640537029;47933;1986;1072;0,582;80,6654892830236;73,3257607914264;99,6915693749285;110,06160164271;82,7897994870936;91,1197793122837;NA;NA;NA;NA
"80";"AU";2000;"manu_ex26_27";94121,1235335321;45491,9077522737;72193;70973,3138823809;0;28305,3897791252;44919;1860;1007;0;79,9936080749912;72,7150138514608;99,6757687459481;110,175054704595;83,4284710243874;91,9173635903261;NA;NA;NA;NA
"81";"AU";2001;"manu";100275,834912871;44870,9691826708;77580;78279,6535509748;77,653;28814,4729790085;49819;1936;1041;0,518;82,0972157803279;68,4973623937193;102,376012253451;106,878850102669;87,0644026788921;93,0534324319576;NA;NA;NA;NA
"82";"AU";2001;"manu_ex26_27";96165,6599624678;42148,5194283162;72873;73761,2050200088;0;26955,5493523895;46605;1816;978;0;81,2315621639056;67,7751090394744;102,452006299751;107,002188183807;87,7683257366189;93,9140290704741;NA;NA;NA;NA
"83";"AU";2002;"manu";103029,848864679;45820,0338409476;79646;79710,6868456084;79,969;29057,0558375635;50508;1871;1010;0,544;81,007796436968;67,2276607406456;101,099540262096;103,696098562628;92,2012388893731;95,6090875546887;NA;NA;NA;NA
"84";"AU";2002;"manu_ex26_27";98929,4355746381;43079,3231810491;74882;74967,3507304405;0;27167,7834179357;47224;1752;949;0;80,010972342361;66,4004051554071;101,027577381528;103,82932166302;93,0499129334365;96,6130934068175;NA;NA;NA;NA
"85";"AU";2003;"manu";107001,347155443;50183,5961810467;87067;82716,1195464402;82,154;31353,2920792079;54397;1898;1023;0,652;84,0069878844775;69,8479006209768;99,6034420309388;105,030800821355;94,5384939462487;99,2945372761935;NA;NA;NA;NA
"86";"AU";2003;"manu_ex26_27";102182,786037136;46955,297029703;81466;77344,5369377446;0;29305,4172560113;50844;1779;961;0;83,4015802942159;69,3445323862065;99,9811024241838;105,142231947484;94,9097881966199;99,7902696465555;NA;NA;NA;NA
"87";"AU";2004;"manu";108363,679942192;55558,5071147198;93771;88175,5302372084;84,079;33187,2184259185;56013;1830;990;0,737;85,4151284725059;73,003984358921;95,2298860235103;101,642710472279;98,9335556822774;100,558747562068;NA;NA;NA;NA
"88";"AU";2004;"manu_ex26_27";103713,825133436;52152,8667899349;88023;82686,6325141088;0;31019,2925476324;52354;1714;930;0;84,6107463463633;72,3164820252516;95,2814387771269;101,750547045952;99,5429153007718;101,285460864024;NA;NA;NA;NA
"89";"AU";2005;"manu";107296,724382313;58546,3129973475;95337;92847,7248781255;86,342;36486,0509605337;59414;1860;1009;0,764;91,5023057248908;81,0587404701737;99,3528405912927;103,593429158111;96,1148218212219;99,568639853812;NA;NA;NA;NA
"90";"AU";2005;"manu_ex26_27";102624,69961714;55087,0958926131;89704;87098,6478685696;0;34075,1000723415;55488;1742;948;0;90,6273918825669;80,2836844372479;99,0927466303239;103,719912472648;96,627382182827;100,221836224639;NA;NA;NA;NA
"91";"AU";2006;"manu";106608,457574831;59080,7542210895;98515;94725,4501786738;89,412;36436,7800254858;60757;1853;1011;0,753;94,1747272911147;81,4718888847236;98,3211474285928;103,798767967146;95,3093641129902;98,9299457066048;NA;NA;NA;NA
"92";"AU";2006;"manu_ex26_27";101704,135148972;55589,8231920994;92694;88899,3368403449;0;34003,1435170436;56699;1736;950;0;93,4435001363626;80,8392939283581;97,9892378286413;103,938730853392;95,5590135796906;99,3228259307506;NA;NA;NA;NA
"93";"AU";2007;"manu";108811,479391901;61735,8299890551;100845;100550,773701691;91,493;38860,9128055454;63479;1828;1006;0,839;96,4017840695132;85,1329606743527;100,352612864519;103,285420944559;97,7623881227247;100,974294098009;NA;NA;NA;NA
"94";"AU";2007;"manu_ex26_27";103952,830864053;58234,129879606;95125;94743,4800954601;0;36330,7508208683;59346;1711;945;0;95,6901952987707;84,5045526067982;99,9427709865451;103,391684901532;98,1886218325433;101,51887049426;NA;NA;NA;NA
"95";"AU";2008;"manu";113140,838553681;62933,8829208594;108261;104857,391221125;95,473;39321,9778351917;67643;1831;1008;0,855;98,7945931238508;82,8467384150802;99,6101982700275;103,490759753593;101,450438555757;104,991829634706;NA;NA;NA;NA
"96";"AU";2008;"manu_ex26_27";108005,066631172;59508,1860212129;102368;98833,1138064554;0;36816,5046233342;63333;1715;947;0;98,28748912511;82,4214933585997;99,110677752577;103,610503282276;101,800708933148;105,47622687056;NA;NA;NA;NA
"97";"AU";2009;"manu";107335,539979434;60315,7348723831;106357;102706,087759815;97,164;37974,5784341841;66962;1800;991;0,791;103,08953501853;84,3351983022952;100,372632846879;101,745379876797;97,8960026140063;99,6046597438195;NA;NA;NA;NA
"98";"AU";2009;"manu_ex26_27";101784,139197285;56636,3485804416;99869;96471,7590233905;0;35453,2234012045;62516;1685;931;0;102,94929661919;84,2204724650326;100,280175463178;101,859956236324;97,5859016931976;99,4009567575131;NA;NA;NA;NA
"99";"AU";2010;"manu";107761,56482588;72070,479746549;103965;106779,140929297;100;45206,869578336;65213;1762;974;0,919;100;100;100;100;100;100;NA;NA;NA;NA
"100";"AU";2010;"manu_ex26_27";102397,5447697;67842,539035981;97866;100470,863920987;0;42349,4221920495;61091;1648;914;0;100;100;100;100;100;100;NA;NA;NA;NA
"101";"AU";2011;"manu";107487,962202273;77210,2068965517;104144;103701,036713932;103,304;49746,5517241379;67100;1705;944;1,032;103,155502838129;110,322122149972;102,716743999279;96,9199178644764;102,916001065557;99,7461037021419;NA;NA;NA;NA
"102";"AU";2011;"manu_ex26_27";101449,744726648;72680,3793103448;98034;96960,1443056864;0;46339,1724137931;62504;1593;886;0;103,268807508864;110,44329854271;102,137610199886;96,9365426695842;102,205410982093;99,0743918272806;NA;NA;NA;NA
"103";"AU";2012;"manu";108463,085739696;85000,7036114571;105414;105088,787338048;105,125;57682,3318804483;71535;1684;927;1,036;108,984901332218;126,771114296956;108,186548747869;95,1745379876797;105,754118433307;100,650993621844;NA;NA;NA;NA
"104";"AU";2012;"manu_ex26_27";101740,993248391;79728,7795765878;98876;98315,4423797466;0;53754,595267746;66664;1574;871;0;109,826641993266;127,750226084421;108,007791008761;95,2954048140044;104,264021151325;99,3588210315141;NA;NA;NA;NA
"105";"AU";2013;"manu";104972,522164476;73880,9728183119;101365;102021,562229962;107,7;51523,1684361117;70690;1632;901;0,968;111,278704057559;117,000140901866;111,179043989827;92,5051334702259;105,304252281551;97,4118391228718;NA;NA;NA;NA
"106";"AU";2013;"manu_ex26_27";98349,6370336565;69229,3833295685;94983;95580,1432722266;0;48203,2075897899;66135;1523;844;0;112,712194550678;118,507334853276;111,542424295443;92,3413566739606;104,012842974586;96,0468703178894;NA;NA;NA;NA
"107";"AU";2014;"manu";103841,189516689;69084,7677832141;101638;100272,547123016;110,38;48686,5517500941;71628;1600;892;0,903;113,983734070554;111,7631970903;112,351711535246;91,5811088295688;105,220380426454;96,3619911092369;NA;NA;NA;NA
"108";"AU";2014;"manu_ex26_27";97353,3239514419;64788,295822356;95317;94020,7920209751;0;45589,0952201731;67071;1504;840;0;115,477216394561;113,227584624977;112,72468244468;91,9037199124727;103,44944152963;95,0738849944079;NA;NA;NA;NA
