"";"geo";"time";"EMP_DC__THS_PER";"SAL_DC__THS_PER";"B1GQ__CP_MNAC";"B1GQ__CP_MEUR";"B1GQ__CP_PPS";"B1GQ__CLV15_MNAC";"gdp_ind_rel_ameco15";"gdp_ind_rel_ameco24";"gdp_ind_rel_ameco37";"B1GQA__CLV15_MNAC";"B1G__CP_MNAC";"B1G__CP_MEUR";"B1G__CP_PPS";"B1G__CLV15_MNAC";"D1__CP_MNAC";"D1__CP_MEUR";"D1__CP_PPS";"D1_aper__CP_MNAC";"HWCDW_0_1_0";"HWCDW_99_0_0";"nulc_aper";"nulc_aper_eur";"nulc_aper_rel_ameco15";"nulc_aper_usd_rel_ameco15";"rulc_aper";"rulc_aper_rel_ameco15";"P7__CLV15_MNAC";"P61__CLV15_MNAC";"P6__CLV15_MNAC";"exp_ind_rel_ameco15";"exp_ind_rel_ameco24";"exp_ind_rel_ameco37";"P62__CLV15_MNAC";"P7__CP_MNAC";"P7__CP_MEUR";"P61__CP_MNAC";"P61__CP_MEUR";"P6__CP_MNAC";"P6__CP_MEUR";"P62__CP_MNAC";"P62__CP_MEUR";"exp_perf_ameco";"B11__CP_MNAC"
"1";"BE";72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2";"BE";1960;3529,071;2624,917;14966,4;11432,4;9703,8;96491,5;96,8006745;103,1643992;NA;23468,1075;NA;NA;NA;NA;6219,4;4750,8;4032,5;2369,36;NA;1,80988;14,4708757;11,0538264;132,8092658;106,5791862;93,2965205;86,7125641;23202,5;15169,4;21496,5;NA;NA;NA;7580,4;5025,9;3839,1;3823,6;2920,7;4938,1;3772;1163,6;888,8;128,6363698;10,15
"3";"BE";1961;3553,023;2665,577;15893,8;12014,1;10528;101291;97,1542912;103,6612431;NA;24530,5906;NA;NA;NA;NA;6524,7;4932;4322;2447,76;NA;1,85027;14,3379861;10,8380868;125,1822119;98,6311545;91,3760645;83,7132377;24872,5;16927,2;23466,7;NA;NA;NA;7538,2;5526,6;4177,6;4242,3;3206,7;5420,5;4097,4;1204,6;910,6;132,1522732;-0,45
"4";"BE";1962;3598,786;2727,384;16991;12813,9;11524,7;106539,4;97,7949259;103,8322891;NA;25827,2965;NA;NA;NA;NA;7169;5406,5;4862,6;2628,52;NA;1,98232;14,8268388;11,1817551;123,6734874;97,066647;92,9693222;84,7145216;26913,6;18895,2;25841,9;NA;NA;NA;7790,9;6027,4;4545,6;4701,3;3545,5;6030;4547,6;1368,9;1032,4;135,0120981;129,94
"5";"BE";1963;3603,373;2774,685;18277,6;13784,2;12527;111231,4;97,8294263;103,7380956;NA;26845,6585;NA;NA;NA;NA;7887,7;5948,6;5406;2842,74;NA;2,14387;15,378355;11,5976845;122,2905323;95,9812178;93,5876626;84,6340803;29241,4;20723,1;27970,9;NA;NA;NA;7889,2;6813;5138,1;5247,6;3957,5;6664,9;5026,4;1430,5;1078,8;135,1746055;-43,19
"6";"BE";1964;3625,592;2847,117;20457,2;15427,9;13987,8;118959,4;98,1318717;104,0859013;NA;28787,4756;NA;NA;NA;NA;8893,8;6707,3;6081,2;3123,79;NA;2,35583;15,8983997;11,9898795;121,2007036;95,1258524;92,44992;84,0222905;31830,7;22544;30608,3;NA;NA;NA;8899,9;7653,7;5772,1;5917,1;4462,4;7599,8;5731,5;1738,5;1311,1;133,9262477;104,81
"7";"BE";1965;3621,413;2873,985;22295,6;16814,4;15143,6;123225,4;97,0797134;102,6370399;NA;29922,1168;NA;NA;NA;NA;9842,9;7423,1;6685,5;3424,84;NA;2,58286;16,8077282;12,6756554;122,4048109;96,0709107;92,8945319;84,3688394;33922,4;24175,7;32467,2;NA;NA;NA;8913,9;8170,5;6161,9;6393,7;4821,8;8171,8;6162,8;1819;1371,8;132,12809;136,58
"8";"BE";1966;3627,019;2895,643;23939;18053,8;16241,5;127054;96,7453588;101,6118342;NA;30913,047;NA;NA;NA;NA;10788,7;8136,4;7319,6;3725,84;NA;2,80987;17,7614115;13,3948817;123,4262871;96,8726288;94,2670422;85,1959832;37287,7;25884,6;34961,7;NA;NA;NA;9896,6;9266,2;6988,2;7079,6;5339,2;9125,8;6882,3;2128,7;1605,3;132,6490893;50,34
"9";"BE";1967;3613,871;2885,325;25659;19441,7;17387,9;131969,5;97,33849;102,0817208;NA;32108,2403;NA;NA;NA;NA;11552,9;8753,6;7828,9;4004,03;NA;3,03383;18,3099807;13,8733516;124,5070984;98,0352236;94,1718318;85,8459343;37878,1;26669;36455,1;133,2819108;137,7325857;NA;10963,4;9461,5;7168,9;7292,2;5525,2;9562,1;7245,2;2433,3;1843,7;131,6053758;319,5
"10";"BE";1968;3605,411;2882,464;27435,8;21513,8;18663,8;137475,5;96,1008245;100,7759512;NA;33442,7469;NA;NA;NA;NA;12276,3;9626,4;8351,2;4258,96;NA;3,33966;18,651962;14,6259108;123,1412063;99,2264261;93,4613877;85,6046867;42314,5;30268,7;40903,8;133,6099752;138,5926814;NA;11609,2;10628,3;8334,2;8263,5;6479,8;10746,4;8426,8;2624,9;2058,3;132,2149733;330,41
"11";"BE";1969;3656,984;2946,315;30431,9;24019,5;20957,9;146580,8;96,311052;101,2129674;NA;35864,88;NA;NA;NA;NA;13613;10744,6;9375;4620,34;NA;3,64678;19,2491584;15,1931082;121,2747851;98,4135272;92,7170817;85,5639456;48867,9;35395,2;47171,6;137,2282765;143,3236214;NA;12409,3;12661,2;9993,3;10144,4;8006,9;12965;10233,1;2885;2277,1;133,0524081;456,52
"12";"BE";1970;3711,207;3026,511;33836,4;26705,4;23860,1;155657,1;97,062824;102,4146556;NA;38183,5925;30036,1;23706;21180,3;NA;15283,6;12062,6;10777,4;5049,9;NA;3,98564;20,1057709;15,8685071;116,8346435;94,2081157;92,4922648;84,0017764;52292,2;38553,7;51524,9;136,34082;141,9274651;NA;13771;14241,6;11240,2;11700,2;9234,4;14973,5;11817,8;3357,3;2649,7;128,3988179;921,57
"13";"BE";1971;3734,955;3071,462;36817,8;29198,6;26498,4;161498,9;97,0374177;102,3341137;NA;39491,6794;32793,4;26007;23601,9;NA;17414,4;13810,6;12533,4;5669,75;NA;4,49643;21,896304;17,3649936;117,5205372;94,4683293;96,0466963;86,5236495;54198;40626,4;53846,1;133,5625574;139,4488638;NA;13777,6;15207,2;12060,1;12448,4;9872,2;15968;12663,5;3619,7;2870,7;126,6014993;995,07
"14";"BE";1972;3727,107;3081,371;40867,2;33398,3;29634,2;169986,7;97,9505311;103,085793;NA;41852,1416;36897,2;30153,8;26755,4;NA;20027,1;16367;14522,4;6499,43;NA;5,31158;23,7970588;19,4478856;119,9164891;99,0277537;98,9835078;89,0665386;59384,2;46407,3;59799,6;137,5831579;143,4216463;NA;12945,7;16692,6;13641,8;14357;11733,1;18049,5;14750,7;3702,3;3025,7;129,2329487;1529,81
"15";"BE";1973;3758,907;3125,709;46435,1;39187,3;34314,4;180393,8;98,3906088;103,556082;NA;44667,2497;42031;35470,6;31059,9;NA;23141,3;19529,3;17100,9;7403,54;NA;6,24796;25,7614876;21,7405077;119,6330019;99,290139;100,0797818;89,8140579;70421,7;53033,2;68245,2;141,3797144;146,8436581;NA;14642,9;21254,1;17936,7;17836,2;15052,2;22328,2;18843,1;4476,7;3777,9;134,7516384;1287,36
"16";"BE";1974;3819,143;3193,748;54130,2;47560,6;40602,2;187969,7;100,2923604;105,7807571;NA;46110,6685;49001;43053,9;36754,9;NA;27979,4;24583,7;20986,9;8760,69;NA;7,69744;29,7240356;26,1165275;121,5982901;102,5582046;103,2181185;91,1682789;73531,8;53816,4;70774;135,1666568;140,457336;NA;17345,2;28267,7;24837;22748;19987,1;28812,2;25315,3;6141,2;5395,9;137,5863822;998,54
"17";"BE";1975;3765,736;3146,856;60124,3;53224,9;45390,7;185475,4;99,6798754;104,9250537;NA;45108,9074;54782,4;48496,1;41357,9;NA;32120,3;28434,5;24249,2;10207,11;NA;9,03583;34,606512;30,6353713;122,9987992;104,5474614;106,7564456;91,6190808;66853,3;48654,8;64910,1;129,0009755;133,380544;NA;17192,1;27418;24271,7;21402,6;18946,6;27643,9;24471,7;6468,2;5726;132,4397342;678,3
"18";"BE";1976;3748,205;3136,844;68336,8;63863,5;52661,3;195959,8;100,8674506;106,1518127;NA;47704,3854;62011,4;57952,1;47786,9;NA;37012,1;34589,3;28522,1;11799,15;NA;11,02678;37,6875828;35,2205655;123,9738206;110,1330512;108,0714216;93,909496;75133,5;55554;73262,1;133,3689416;138,0075935;NA;18237,1;32823,1;30674,5;25950,9;24252,2;33239,7;31063,9;7483,5;6993,7;132,9450975;1000,76
"19";"BE";1977;3734,038;3125,913;73921,2;72939,7;57092;197186,8;98,651008;103,6101142;NA;47944,6835;66970,8;66081,7;51724;NA;40170,3;39637;31025;12850,74;NA;12,68012;40,6368867;40,0973504;123,897018;116,224809;108,4000567;94,3917049;78718;54960,2;74829,9;129,7023065;134,4044726;NA;21884,5;35672,6;35199;26410;26059,4;35088,6;34622,7;9240,2;9117,5;131,9026335;225,59
"20";"BE";1978;3740,765;3129,489;79108;79658,3;62542,6;202790,7;98,262164;102,9800204;NA;49288,8544;71768,4;72267,7;56740;NA;43127,1;43427,1;34096,2;13780,86;NA;13,87674;42,4502473;42,7455675;120,7536315;116,6485324;108,8198027;95,2857751;80818,5;57666,7;76540,2;126,5287746;130,5272469;NA;19734,6;37111,4;37369,6;27825,5;28019,1;36339,2;36592;8923,8;8985,9;128,8862616;-179,8
"21";"BE";1979;3776,641;3162,487;85006,3;85375,9;70101,9;207538,1;96,9620596;101,6441651;NA;50528,6044;77111;77446,2;63590,9;NA;46159,2;46359,9;38066;14595,87;NA;14,65932;44,3536206;44,5464274;117,1795226;112,9721278;108,2868407;95,5430122;88056,5;61611,7;81895,1;127,3974853;131,3349341;NA;21278,8;43986,9;44178,1;32648;32789,9;42415,3;42599,6;10184,5;10228,7;127,427194;-896,43
"22";"BE";1980;3771,304;3160,622;91938,2;91353,7;81471,5;216761,3;100,0705123;104,7771923;NA;51929,9495;83494;82963,2;73988,7;197744,8;50973,4;50649,3;45170,3;16127,63;NA;16,0251;46,8567124;46,5588229;111,1013067;106,0822396;110,4734044;96,9099439;85583;60566,2;81391,3;123,9986461;126,2683153;NA;22365,7;48670,6;48361,2;35338,7;35114,1;46077,3;45784,4;11238,1;11166,6;123,7689858;-1876,52
"23";"BE";1981;3700,982;3087,909;96392,5;94163,7;89869,1;216155,9;99,5445983;103,7113922;NA;51067,995;87335,1;85315,8;81424,7;197204,2;53307,6;52075;49700;17263,32;NA;16,86417;49,3589205;48,2176628;107,2853358;100,7364417;110,6852233;97,4424081;83926,8;61582,9;84151,7;122,4377719;124,1043885;NA;25409,9;54132,5;52880,9;39466,2;38553,7;52113,7;50908,8;13394,1;13084,4;129,7261947;-1026,71
"24";"BE";1982;3653,034;3034,98;104307,8;94109,1;97970,5;217442;99,3145953;103,7555749;NA;51252,9329;94373,2;85145,8;88639,5;198735,3;56233,4;50735,2;52816,9;18528,44;NA;16,71682;51,9805214;46,8980988;105,1603771;91,2682319;108,3595219;96,5611248;85063,8;63444,6;86490,1;124,7749413;127,4269277;NA;24984,3;62399,1;56298;46475,7;41931,5;60606,3;54680,5;14789,8;13343,7;132,2025302;-690,41
"25";"BE";1983;3605,086;2980,052;110505;98106,4;103127,2;218120,1;97,7274232;101,8409225;NA;51338,4033;100045,4;88820,4;93366;199599,5;58676,4;52093;54758,9;19689,72;NA;17,48055;54,343921;48,2465852;104,963284;90,8589679;107,2666586;97,2487809;84015,6;64943;88761,9;124,9090716;128,0003156;NA;25419,9;66303,5;58864,3;51106,9;45372,8;66740,8;59252,6;16386,2;14547,7;133,2715419;1637,33
"26";"BE";1984;3604,087;2972,063;119389,9;105984,9;112036,3;223499,7;97,723528;101,1826244;NA;52606,3718;108463;96284,9;101782,5;205224,2;62852,6;55795,6;58981,3;21147,8;NA;18,77335;56,9475319;50,5535119;106,2513024;92,132447;106,6066954;98,2945703;89386,3;69824,3;94506,5;123,4732756;125,5470775;NA;25880,5;76192,7;67637,8;59493,7;52813,8;76901,8;68267,4;18055,8;16028,5;132,8054367;1965,03
"27";"BE";1985;3621,069;2984,047;126978,3;114047,4;119319;227191,5;96,8618189;99,8710829;NA;53666,3612;115469,8;103710,9;108504,7;208594,2;66154,1;59417,3;62163,7;22169,25;NA;19,91164;59,0047603;52,9959929;106,2296142;93,301915;105,5722476;98,1859634;89750,3;70003,5;94820,8;118,3333483;120,4581945;NA;26231;77993,4;70050,9;61211;54977,6;79303,4;71227,5;18811,2;16895,6;127,5064434;2502,24
"28";"BE";1986;3644,044;3002,023;132908,8;122415,2;125035,9;231332,7;96,1283433;99,0384677;NA;55580,2114;121185,8;111617,8;114007,4;211884;68922;63480,4;64839,4;22958,52;NA;21,14587;60,3923531;55,624162;105,0677586;95,5684602;105,1151117;98,6043466;93868,9;71670,9;97416,4;120,7513034;122,2564873;NA;27663;73158,3;67382,2;58056,9;53473,1;76134,2;70123,1;19023,4;17521,4;124,4000309;4123,79
"29";"BE";1987;3671,015;3021,997;138264,5;129587,5;130804,7;236668,7;95,8351541;98,5873354;NA;57112,7841;125058,1;117209,9;118310,8;214617,4;70719;66281;66903,5;23401,43;NA;21,93284;60,6148521;56,8108797;102,5047533;95,4728253;103,7550299;97,20337;100207,8;74466;102254,2;122,907858;123,8165317;NA;29295,2;74733,8;70043,8;57672,2;54052,9;77245,3;72397,7;20978,5;19662;123,0070539;3922,96
"30";"BE";1988;3741,938;3084,913;147935,6;137414,6;143376,2;247847,1;96,3311754;99,0607022;NA;60243,86;133687,5;124179,7;129567,2;224468,4;73694,5;68453,4;71423,2;23888,69;NA;22,18974;60,227716;55,9443693;99,8514783;91,9976459;100,9037724;95,9472928;110649,6;81718,6;112104,2;127,2289646;126,8308794;NA;31037,6;84345,3;78346,7;65659,4;60989,8;87885,7;81635,4;23809,9;22116,5;125,1973344;5054,84
"31";"BE";1989;3799,875;3132,85;160411,1;149167,3;156735,4;256445,3;96,0197937;98,7079545;NA;62616,1441;144283,8;134170,4;140977,5;231408,5;79045,1;73504,6;77233,8;25231,06;NA;23,46253;62,4311646;58,055143;100,4823688;92,4027936;99,80716;96,0929387;121375,4;88118,6;121242,6;127,1324226;126,5094781;NA;35123,2;98444,6;91544,3;76203,5;70862,1;101968,1;94820,8;27593,7;25659,5;125,2472182;5218,08
"32";"BE";1990;3840,83;3165,806;170096,8;161734,2;168980,7;264491;95,8816422;98,5878727;NA;64489,7022;153469,3;145924,2;152462,3;238915,4;85197,6;81008,9;84638,5;26911,81;NA;25,58872;65,260198;62,0517719;99,9829602;94,4174122;101,4759528;97,3139386;127284,8;92298,6;126788,1;124,5452379;123,8758886;NA;35924,3;101810;96804,7;77763,5;73940,4;104802,9;99650,4;29121,3;27689,6;123,5681054;5016,74
"33";"BE";1991;3853,816;3170,8;178197,6;170248,9;180322,6;269339,3;95,6212128;98,5349558;NA;65705,2633;161117,8;153931;163039,2;243377,2;91678;87588,7;92771,3;28913,22;NA;27,62352;69,0842393;66,0026882;101,0224009;95,9780263;104,4183975;99,7175109;130924,2;94410,1;130662;121,8544868;121,1702878;NA;38923,4;103997;99358,1;82857,9;79162;107327,8;102540,3;25436,8;24302,2;122,233449;3928,52
"34";"BE";1992;3848,822;3162,81;187121;181482,6;188206,7;273462;95,7758201;98,5053822;NA;67313,9669;168943,7;163853,1;169924;246044,9;96275,4;93374,4;96834;30439,82;NA;29,5226;71,542529;69,386786;100,2249117;96,8502589;104,5535539;99,284431;136314,4;98433,7;135453,2;122,2605007;121,0344638;NA;39123,7;105274,9;102102,8;84951,5;82391,7;110043,8;106728;26085;25299;122,5635999;5402,74
"35";"BE";1993;3823,849;3127,856;192721,4;192095,7;187359,9;270831,6;95,0148908;97,3747072;NA;67199,8028;173649,7;173085,9;168818,8;242234,2;99612,3;99288,9;96841,1;31846,82;NA;31,74343;75,0859694;74,8421844;102,6440122;102,5305033;105,5184075;100,6787794;135822,5;97588,6;134854;121,0073362;119,3005781;NA;38898,4;101959,3;101628,2;82411,4;82143,9;108131,6;107780,6;27080,4;26992,5;125,2983289;6842,28
"36";"BE";1994;3807,866;3110,879;203106,9;206607;196858,4;279571,3;95,4647301;97,8899493;NA;69310,0407;182455,4;185599,7;176842,3;249258,4;103472,6;105255,8;100289,4;33261,54;NA;33,83474;75,6524139;76,9561311;103,7067556;105,8745539;104,1335583;101,6767544;145711;104851,3;146084,2;120,3710975;119,1045365;NA;43599,8;111317,5;113235,8;89458,9;91000,5;118665,1;120710,1;31053,5;31588,7;125,1421808;8304,36
"37";"BE";1995;3868,8;3170,5;210489,1;220251,4;190564,8;286238,4;95,4430214;97,8591578;98,9898994;70982,6431;189742,8;198542,9;171782,3;256275,6;106504,8;111444,4;96423,4;33592,43;NA;35,15041;75,8195439;79,3359813;102,2877741;108,2716947;103,1049348;101,5183136;152489;116725,4;153376,6;116,3023254;115,3332192;118,3425202;35854,2;118430;123922,7;100837,4;105514,1;126534,2;132402,7;25696,8;26888,6;121,7486279;8104,2
"38";"BE";1996;3879;3174,6;214287,1;219965,1;195736,5;290020,9;94,9701318;97,120299;98,1950252;71699,2272;192228,5;197322;175587,5;258623,6;108639,5;111518,1;99234,7;34221,48;NA;35,12825;76,4329444;78,4581979;101,7111872;104,9096709;103,4460373;102,3836266;160958,4;123116,4;161007,3;116,0346056;114,6394954;117,5534474;36934,4;124330,2;127624,6;104384,1;107150;131127,4;134601,9;26743,3;27451,9;121,8208179;6797,2
"39";"BE";1997;3905,4;3199,7;224101,5;223032,8;202156,9;301023,3;95,6520392;97,7464162;98,825871;74394,7097;200615,9;199659,2;180971,1;268055,3;112863,5;112325,3;101811,6;35273,15;NA;35,10494;76,4189423;76,0545057;101,0269149;100,1561797;102,6493897;102,0985213;174160,7;135040,6;176287,8;113,9158644;112,5011568;115,3359191;40158,9;136483,1;135832,2;115779,9;115227,8;145187,7;144495,3;29407,8;29267,6;121,3187007;8704,6
"40";"BE";1998;3973,9;3269;232623,8;231015,7;206873,6;306928,8;94,4714747;96,6142277;97,6861251;76149,8308;208114,5;206675,9;185077,4;273061,5;116876,5;116068,6;103938,9;35752,98;NA;35,50583;77,3006116;76,7662532;102,0036822;100,9270966;101,9920746;102,6520076;182970;139763,5;183582,2;111,0648326;110,6625826;113,3954699;42833;140818,3;139844,9;118388,7;117570,3;149284,8;148252,8;30896,1;30682,5;115,1070962;8466,5
"41";"BE";1999;4028,7;3323,7;242307,6;242307,6;217383,7;317802,5;94,8172677;97,0514603;98,1448372;78426,9708;216177,4;216177,4;193941,3;282145,1;122964,3;122964,3;110316,1;36996,21;NA;36,99621;78,3170291;78,3170291;101,6241739;100,3178034;102,7179817;102,6607303;189142,1;145448,3;192484,6;110,4866465;110,4443472;113,2364611;46193,4;146855,2;146855,2;123164,9;123164,9;156441,2;156441,2;33276,3;33276,3;111,7526868;9586
"42";"BE";2000;4109,7;3407,8;256376,4;256376,4;236591,3;329614,2;94,5947853;96,8613991;97,9561216;80588,8732;228625,4;228625,4;210981,9;292263,2;128563,6;128563,6;118642,1;37726,28;NA;37,72628;78,548789;78,548789;100,2673856;97,7567502;100,9874398;100,7086379;213759,9;163804,2;216346,8;110,2529464;110,7144559;113,4714961;51538,1;178650,1;178650,1;145794;145794;185994,4;185994,4;40200,4;40200,4;112,2009264;7344,3
"43";"BE";2001;4166;3470,2;264334,9;264334,9;245138,2;333238,7;93,5903182;96,1493467;97,2143426;81496,8124;236804,2;236804,2;219606,9;296706,7;135709,6;135709,6;125854;39107,14;NA;39,10714;81,6415534;81,6415534;101,9781087;100,0047884;102,9229402;102,7849498;212145;162008,5;217169,3;106,7068239;108,9994947;111,6461214;54493,7;179654,9;179654,9;145998,2;145998,2;189295,4;189295,4;43297,2;43297,2;110,4267886;9640,5
"44";"BE";2002;4175,5;3486,5;273255,9;273255,9;256455,4;338926,7;94,298669;96,7760215;97,7955776;83267,7686;244560,7;244560,7;229524,4;301551,7;141984,8;141984,8;133255,2;40724,16;NA;40,72416;83,781137;83,781137;102,3826088;100,5379851;103,9160153;103,901199;214385,2;170663,9;224658,1;108,3664008;110,8834216;113,4690467;52892,2;178310;178310;151322,1;151322,1;193550,7;193550,7;42228,6;42228,6;112,8165323;15240,7
"45";"BE";2003;4171,6;3482,9;281200,2;281200,2;263494,1;342444,7;94,4849064;96,6354887;97,5650949;83986,1974;251865,8;251865,8;236006,7;304911,3;144668,6;144668,6;135559,3;41536,82;NA;41,53682;84,4961349;84,4961349;100,9661464;100,5489087;102,8991216;102,6909246;217514,1;175040,5;228287,1;109,086438;111,0803813;113,3563392;51947,7;179065,6;179065,6;152124;152124;194130,8;194130,8;42006,8;42006,8;110,8697741;15065,2
"46";"BE";2004;4212,8;3521,1;296819,7;296819,7;272975,2;354674,1;95,7170861;97,6158925;98,4647007;86542,5163;264845,4;264845,4;243569,5;314582,9;148850,7;148850,7;136893,1;42273,92;NA;42,27392;83,8504213;83,8504213;99,1406001;98,4704835;100,1940663;100,6871009;231232;188069,9;242425,8;107,5673106;109,1376203;111,1424447;52813,1;195937;195937;165746,3;165746,3;210463,8;210463,8;44717,5;44717,5;109,3771756;14526,8
"47";"BE";2005;4273,2;3578,7;310037,6;310037,6;284683,7;362908,7;96,2689656;97,8794363;98,6279073;88158,1564;276828,7;276828,7;254190,6;322277,3;153985,4;153985,4;141393;43028,31;NA;43,02831;84,6060564;84,6060564;98,7312033;98,2128096;99,0340331;99,9901194;246092,3;198118,3;255786,1;107,6288557;109,0700624;110,8061823;56052,7;217789,7;217789,7;182738,1;182738,1;230304,7;230304,7;47566,6;47566,6;108,5169661;12515
"48";"BE";2006;4321,4;3622,3;325151,5;325151,5;295600,2;372171,4;95,6782837;97,3352521;97,968031;89974,5274;290022,6;290022,6;263664;330173,8;161393,2;161393,2;146725;44555,45;NA;44,55545;86,3920239;86,3920239;99,9281672;99,3564241;98,8851059;100,8733119;258746;210886,5;270367,5;104,1110334;105,8575556;107,3088757;57645,8;236588,4;236588,4;200445,5;200445,5;249732,6;249732,6;49287,1;49287,1;105,6218777;13144,2
"49";"BE";2007;4393,4;3687,8;343618,9;343618,9;308645,8;385855,7;96,3943845;98,1717239;98,6694242;93401,2903;306588,9;306588,9;275384,7;342487,1;170105,6;170105,6;152792,5;46126,58;NA;46,12658;87,7038053;87,7038053;99,7453635;99,2213277;98,4841439;101,0074124;273182,3;220189,9;285064,8;104,2687036;105,5787255;106,7680635;63181,2;254850,6;254850,6;213033,2;213033,2;269059,8;269059,8;56026,6;56026,6;105,1826997;14209,2
"50";"BE";2008;4471,6;3756;351743,1;351743,1;314798,4;387580,2;96,3888026;98,177673;98,5239123;91988,6697;313984;313984;281005,2;345186;179628,2;179628,2;160761,3;47824,33;NA;47,82433;92,1386107;92,1386107;101,347955;102,7616323;101,5260887;102,8268478;283576,9;217942,5;290217,7;105,0772553;105,8580266;106,8013631;71117,9;282125,5;282125,5;218325,3;218325,3;284492;284492;66166,7;66166,7;106,5156446;2366,5
"51";"BE";2009;4464,2;3742,3;346472,8;346472,8;307715,8;379748,2;98,8995649;100,3997058;100,6686806;92062,5689;309511,7;309511,7;274889,3;338208,5;180905,7;180905,7;160669,3;48340,78;NA;48,34078;94,8970978;94,8970978;99,6535523;102,6454336;104,0110568;101,666887;252783,6;187543,7;257494,8;106,2303576;106,5572517;107,2672798;69371,2;230654;230654;174947,4;174947,4;238491,1;238491,1;63543,7;63543,7;105,4009008;7837,1
"52";"BE";2010;4492,9;3765,4;363140,1;363140,1;328487,7;390625,3;99,2463695;100,5912998;100,9108856;93565,7746;324347;324347;293396,4;347963,3;184711,1;184711,1;167085,1;49054,84;NA;49,05484;94,2192452;94,2192452;99,4590042;101,7419803;101,3504731;100,4355769;277273,2;209179,7;284374,9;106,1716088;106,1317864;106,7392202;74516,9;269259,7;269259,7;204664,6;204664,6;275442;275442;70777,4;70777,4;105,4591794;6182,3
"53";"BE";2011;4553;3818,1;375967,8;375967,8;336725,8;397244,5;98,8689786;100,1652819;100,4342375;94122,6628;336110,2;336110,2;301028,4;354868,7;193170,9;193170,9;173008,5;50593,46;NA;50,59346;96,8334761;96,8334761;101,6001924;103,9050627;102,3134582;101,8938119;292869,9;222577,4;297545,1;104,0888722;104,3715048;104,8461207;74146,2;303768,3;303768,3;231427,5;231427,5;303396,1;303396,1;71968,6;71968,6;104,972486;-372,2
"54";"BE";2012;4572,4;3829,3;386174,7;386174,7;346823,2;400181;99,8904444;100,5919016;100,8225103;94841,5404;345068,6;345068,6;309905,9;357666,9;199806;199806;179445,6;52178,2;NA;52,1782;99,5561848;99,5561848;102,221851;103,5890345;103,1670215;101,92667;290893,6;215398,8;296096,5;101,2865267;101,1642696;101,5761645;80314,3;310258,7;310258,7;230862,4;230862,4;310501,8;310501,8;79639,4;79639,4;104,2605734;243,1
"55";"BE";2013;4559;3809,1;392880;392880;351679,4;402018,8;100,0977774;100,2491246;100,4697578;95535,7582;350968,6;350968,6;314163,2;359142,9;203605,8;203605,8;182254;53452,47;NA;53,45247;101,2237356;101,2237356;102,4360851;104,376122;103,5783056;102,2970233;290271,5;215528,1;297140,7;100,157816;99,5382986;99,7332419;81278,9;308514,9;308514,9;229638;229638;311649,5;311649,5;82011,5;82011,5;102,2085839;3134,6
"56";"BE";2014;4577,1;3821;403003,3;403003,3;360895,4;408364,8;99,9378217;100,0078999;100,141827;97258,2476;360582,4;360582,4;322906,8;365183,7;206201,2;206201,2;184656,2;53965,24;NA;53,96524;101,0061022;101,0061022;101,5562845;102,9227384;102,3498733;101,5359321;306318,5;222651,5;312582,4;101,5778259;100,7311544;100,8019958;89808;318300,9;318300,9;230822,6;230822,6;321600,7;321600,7;90778,1;90778,1;102,9762887;3299,8
"57";"BE";2015;4617,3;3851,1;416701,4;416701,4;374439,7;416701,4;100;100;100;1e+05;373301,6;373301,6;335441,5;373301,6;208127,9;208127,9;187019,7;54043,75;NA;54,04375;100;100;100;100;100;100;318306,8;225961;324215,7;100;100;100;98254,7;318306,8;318306,8;225961;225961;324215,7;324215,7;98254,7;98254,7;100;5908,9
"58";"BE";2016;4675,2;3896,8;430085,3;430085,3;382482,1;421979,7;99,3515541;99,4151108;99,3689246;101968,2358;384032,7;384032,7;341526,7;376817,6;211813,2;211813,2;188369;54355,68;NA;54,35568;100,5645467;100,5645467;99,4559702;101,1520966;98,6692576;98,5997208;342025,7;246495,3;344323,1;103,6086789;103,9284131;103,5997101;97827,8;336479;336479;243154,1;243154,1;341615,1;341615,1;98461;98461;103,1473875;5136,1
"59";"BE";2017;4748,5;3957,3;445050,1;445050,1;394082,9;428814;98,3643748;98,4712354;98,2795091;103210,9002;397034,3;397034,3;351565,9;382707,4;219220,5;219220,5;194115,3;55396,48;NA;55,39648;102,437987;102,437987;100,4993755;103,1985425;98,7008945;99,0547518;359876,4;261504,6;363161;103,6640533;104,2146751;103,7236276;101686,7;365579,4;365579,4;266108,4;266108,4;370203,4;370203,4;104095;104095;103,5093086;4624
"60";"BE";2018;4818,1;4013,7;460050,8;460050,8;407025,7;436502,4;98,5060606;98,4584573;98,0493315;104377,768;410200,8;410200,8;362921,4;389597,9;226486,8;226486,8;200382,1;56428,43;NA;56,42843;104,0108202;104,0108202;99,8266888;102,8308601;98,6868682;98,5130213;366990,8;265995,4;367073,4;101,4415406;101,8921043;101,2651092;101118,6;383752,1;383752,1;276850,2;276850,2;382208,5;382208,5;105358,3;105358,3;100,8262914;-1543,6
