"";"geo";"time";"EMP_DC__THS_PER";"SAL_DC__THS_PER";"B1GQ__CP_MNAC";"B1GQ__CP_MEUR";"B1GQ__CP_PPS";"B1GQ__CLV15_MNAC";"gdp_ind_rel_ameco15";"gdp_ind_rel_ameco24";"gdp_ind_rel_ameco37";"B1GQA__CLV15_MNAC";"B1G__CP_MNAC";"B1G__CP_MEUR";"B1G__CP_PPS";"B1G__CLV15_MNAC";"D1__CP_MNAC";"D1__CP_MEUR";"D1__CP_PPS";"D1_aper__CP_MNAC";"HWCDW_0_1_0";"HWCDW_99_0_0";"nulc_aper";"nulc_aper_eur";"nulc_aper_rel_ameco15";"nulc_aper_usd_rel_ameco15";"rulc_aper";"rulc_aper_rel_ameco15";"P7__CLV15_MNAC";"P61__CLV15_MNAC";"P6__CLV15_MNAC";"exp_ind_rel_ameco15";"exp_ind_rel_ameco24";"exp_ind_rel_ameco37";"P62__CLV15_MNAC";"P7__CP_MNAC";"P7__CP_MEUR";"P61__CP_MNAC";"P61__CP_MEUR";"P6__CP_MNAC";"P6__CP_MEUR";"P62__CP_MNAC";"P62__CP_MEUR";"exp_perf_ameco";"B11__CP_MNAC"
"227";"IE";1984;1323,437;997,217;23813,6;25835;26604,9;56588,8;39,2411445;41,4160716;NA;22056,5431;NA;NA;NA;NA;11422,9;12392,5;12761,8;11454,75;NA;12,42709;76,1623393;82,6274228;151,9178118;150,8419648;180,9864854;169,9211554;19090,7;12698;17081,7;21,2628333;22,1310648;NA;3425,3;12864,2;13956,1;11052,6;11990,8;12542,6;13607,2;1475,2;1600,5;22,7850138;40,9
"228";"IE";1985;1288,522;979,119;25846,3;28462,7;28737,9;58342,9;39,3038459;41,2957784;NA;22799,3888;NA;NA;NA;NA;12243,8;13483,2;13613,6;12504,89;NA;13,77075;78,5172055;86,465452;150,7223587;151,8810241;177,237101;167,9796935;19710;13537,6;18205,6;21,6545375;22,5696754;NA;3643,5;13626,3;15005,7;12108,6;13334,3;13785,8;15181,3;1664,3;1832,7;23,4031976;527,3
"229";"IE";1986;1296,921;995,539;27412,5;29431,9;29661,4;58511,9;38,3695857;40,2870774;NA;23217,7958;NA;NA;NA;NA;13090;14054,4;14164;13148,69;NA;14,11734;82,8577501;88,9617833;153,0633437;157,406964;176,8597353;168,5435978;20943,6;14071,1;18773;21,9715651;22,7233114;NA;3561;13012,8;13971,4;11668,7;12528,3;13322,2;14303,6;1643,6;1764,7;22,7931047;521
"230";"IE";1987;1308,319;996,738;29321,5;29779,6;31744,7;61240,4;38,8614677;40,7506094;NA;24313,1224;NA;NA;NA;NA;13768,6;13983,7;14906,5;13813,68;NA;14,02951;83,9008893;85,2118001;150,5199884;148,0437474;175,233945;167,9628912;22237,3;16115,1;21348,7;24,0292383;24,6918668;NA;3850,4;13999,4;14218,2;13278,3;13485,7;15219,4;15457,2;1934;1964,2;24,2673554;1277
"231";"IE";1988;1308,079;986,909;31607,5;32092,1;34643,8;63853;38,7481123;40,6345816;NA;25329,8745;NA;NA;NA;NA;14588,7;14812,4;15990,1;14782,25;NA;15,00888;86,094305;87,414236;149,88102;144,9718011;173,926234;168,578465;23327,8;17524,2;23239,5;25,0139901;25,3893509;NA;4223,4;15624,1;15863,7;15344,8;15580;17502,6;17770,9;2143,6;2176,5;24,1500893;1839,9
"232";"IE";1989;1304,96;988,707;35289,1;35777,3;38875,5;67819,4;39,7958781;41,7163951;NA;27064,3005;NA;NA;NA;NA;15572,4;15787,8;17155;15750,26;NA;15,96814;86,1613121;87,3532123;142,885002;138,0483103;165,5865379;161,1003802;26467,7;19289,7;25636,1;25,7684206;26,072353;NA;4731,3;18820,3;19080,6;18249,4;18501,8;20715,5;21002;2443,4;2477,2;24,7210912;1850,5
"233";"IE";1990;1360,633;1025,743;37851,9;38827,9;43741,8;72999,5;41,7628927;43,7936295;NA;28599,5483;34590,3;35482,2;39972,6;75339,9;16837,5;17271,6;19457,4;16414,89;NA;16,83813;86,9842228;89,2270093;135,5606402;134,9976748;167,7537993;161,9674946;27813,9;20884,1;27874,1;26,3678674;26,6280046;NA;5299,6;19048,3;19539,5;17909,4;18371,2;20707,4;21241,3;2797,8;2869,9;25,8462671;1657,3
"234";"IE";1991;1356,157;1042,898;39277,4;40287,9;46722;74408,1;42,061565;44,2026975;NA;28868,7522;36039,9;36967,2;42870,9;76162,8;17894,8;18355,2;21286,5;17158,7;NA;17,60018;88,9109361;91,1985305;131,0941098;129,8731889;168,4353959;161,5816151;28481,5;21921,6;29463,7;26,9092001;27,1117175;NA;5834;19975,9;20489,8;18651,9;19131,8;21831,1;22392,8;3178,8;3260,6;27,0884721;1854,1
"235";"IE";1992;1360,887;1038,852;41732;43204,7;49635,3;76895,8;43,0158892;45,0723364;NA;29799,7302;37962,9;39302,7;45152,5;78282,3;19211,3;19889,3;22849,6;18492,82;NA;19,14543;93,0473034;96,3309747;131,9289758;134,0974031;171,4498664;163,9479967;30807,3;25358,3;33555,6;29,576535;29,6325566;NA;6050,7;21341,8;22094,9;20977,7;21718;24373,8;25234;3395,8;3515,6;29,5044724;3032,5
"236";"IE";1993;1381,375;1060,887;45073,8;44375,8;51235,3;78966,3;44,0064029;45,9040949;NA;30964,4419;41427,7;40786,2;47090,9;80640,5;20692;20371,6;23520,6;19504,43;NA;19,20239;97,0028627;95,5006832;134,6301802;134,3093589;169,9426281;163,8285407;33131,9;27764,4;36810,1;31,9252186;31,8008379;NA;6718,4;23995,4;23623,8;24733,1;24350,1;28561,9;28119,6;3828,6;3769,3;32,393038;4567,1
"237";"IE";1994;1424,187;1104,51;48475,9;48106,1;55151,6;83511,5;45,180975;47,1233716;NA;32469,2952;43888,1;43553,3;49931,9;84964,1;22014,4;21846,5;25046;19931,39;NA;19,77935;96,6361672;95,8989922;135,1025137;134,637218;166,4791622;164,8386986;38262,7;32043,3;42380,8;33,7375645;33,7401688;NA;7618,5;28372,4;28156;28501;28283,6;32944,3;32693;4442,9;4409;34,526498;4573,4
"238";"IE";1995;1482,03;1167,14;54758,7;52881,3;57258,1;91700,5;48,4615497;50,5235283;50,9025777;35364,9193;49450,8;47755,3;51707,9;93331,3;23965,7;23144;25059,5;20533,66;NA;19,82965;94,3480473;91,1132406;129,5913198;127,8800995;157,9979003;157,5185619;44541,1;38887;50836,6;37,3274148;37,3833799;37,9783307;8456,6;34269,7;33094,8;35204,6;33997,5;40258,6;38878,3;5054,1;4880,8;38,7021694;5988,9
"239";"IE";1996;1507,77;1197,53;60147,6;59701,5;63125;98467,7;51,0932078;53,0647214;53,4407867;38017,9031;53516,2;53119,3;56165,3;98937;26092,1;25898,6;27383,7;21788,26;NA;21,62668;94,8517144;94,1483192;128,3601939;129,1107249;155,2818885;155,9337724;50261,8;43386;57151,3;39,7796928;39,6502519;40,2575465;10009,1;38471,1;38185,8;39049,7;38760,1;45054,8;44720,6;6005,1;5960,6;40,8961613;6583,7
"240";"IE";1997;1537,72;1231,08;69400,7;73118,9;69584,3;109320,6;54,905923;56,943698;57,3442903;42332,5308;61844,9;65158,2;62008,5;109286,5;29079,3;30637,2;29156,2;23620,97;NA;24,88645;94,4614078;99,5221563;126,6004282;131,1006183;148,7963312;149,3530243;58627,4;50772;67180,4;41,9747951;41,8233454;42,4558715;12107;45210,9;47633,1;46203;48678,3;53525,2;56392,8;7322,2;7714,4;43,7086898;8314,3
"241";"IE";1998;1593,11;1289,67;80430,8;80565,7;77513;118903,7;57,9383975;60,091036;60,5058402;46461,8448;72754,1;72876,2;70114,8;119025,5;32744,1;32799;31556,2;25389,5;NA;25,4321;96,713212;96,8754575;129,2777204;126,848131;142,9745845;145,0748587;74911,6;58806,2;82477,6;48,7201541;49,1008935;49,8207713;20170,3;59075,1;59174,2;54989;55081,2;67822,5;67936,3;12833,6;12855,1;49,4854308;8747,5
"242";"IE";1999;1697,76;1384,07;92790,5;92790,5;84836,7;131424,2;62,1883919;64,4363797;64,8850808;51344,654;82670,8;82670,8;75584,4;128993,6;36865,7;36865,7;33705,7;26635,72;NA;26,63572;97,8243213;97,8243213;128,1474709;124,0446408;138,5537861;139,0862295;84362,5;66955,3;95485,8;53,7694738;54,2647089;55,092453;25005,9;68118,4;68118,4;64195;64195;80226,8;80226,8;16031,8;16031,8;53,1838506;12108,4
"243";"IE";2000;1772,04;1456,66;108495,3;108495,3;95473,2;143782,7;65,4862019;67,8516915;68,3165227;56294,007;96721,8;96721,8;85112,8;139522,8;41923,4;41923,4;36891,5;28780,47;NA;28,78047;100,8431078;100,8431078;129,9695855;123,102777;133,6416566;133,6621834;102657,8;78589,7;115717,2;58,1348486;59,113959;60,0003679;34120,5;87409,3;87409,3;80068,1;80068,1;102408,1;102408,1;22340;22340;57,9447978;14998,8
"244";"IE";2001;1821,94;1505,29;122089,2;122089,2;104231,3;151411,5;67,5473525;70,2572231;70,7186206;60094,6646;108813,8;108813,8;92897,7;144838;46894,8;46894,8;40035,6;31153,35;NA;31,15335;106,5764543;106,5764543;134,1218397;128,1049151;132,1730907;131,8180879;116107,3;87832,4;131927;64,1913638;67,1003292;68,0446843;41648,6;97202,9;97202,9;86730,5;86730,5;116258,7;116258,7;29528,1;29528,1;65,0501977;19055,7
"245";"IE";2002;1849,26;1532,81;135997,6;135997,6;113508,1;160343,8;70,8240016;73,5272315;73,9761471;64839,3275;120604,6;120604,6;100660,7;153662,1;50203,8;50203,8;41901,8;32752,79;NA;32,75279;107,392837;107,392837;132,6425799;127,0292023;126,6182922;126,6277112;122305,6;94282,8;140470,4;67,1352289;70,4931394;71,4480505;43283,6;99645,5;99645,5;90780,7;90780,7;123009,4;123009,4;32228,7;32228,7;67,8159615;23363,9
"246";"IE";2003;1884,74;1566,8;145576,4;145576,4;119042,3;165176,7;72,0829851;74,4782618;74,8892286;66018,9694;128986,9;128986,9;105476,5;155655,6;54672,1;54672,1;44707,1;34894,14;NA;34,89414;113,1973851;113,1973851;136,7636615;134,5000943;128,4382029;128,286903;119348,9;87713,8;138085,5;65,2047318;68,0820494;68,9098136;48973,4;95630,8;95630,8;79618,7;79618,7;117685,2;117685,2;38066,5;38066,5;64,7522864;22054,4
"247";"IE";2004;1946,14;1615,38;156260,3;156260,3;128798;176389,7;75,2443284;77,3849367;77,7708221;67302,0459;137429,2;137429,2;113276,4;163748,2;59393,8;59393,8;48955,5;36767,67;NA;36,76767;115,3316091;115,3316091;137,5066863;134,6183741;130,1885823;130,7728525;121621,3;93850,2;147089,2;64,7306753;67,150667;67,899834;51679,5;103306,5;103306,5;84696,6;84696,6;125751,1;125751,1;41054,4;41054,4;63,9454779;22444,6
"248";"IE";2005;2037,01;1702,44;170306,8;170306,8;137843,3;186513,7;78,1079395;79,9338803;80,2840214;72175,4841;149522,7;149522,7;121021;173722,9;66160;66160;53548,7;38861,84;NA;38,86184;120,6666336;120,6666336;141,8618438;139,2121854;132,1496231;133,4169166;137095,3;97532,1;155149,5;64,5833931;66,8323753;67,4970083;56171,3;116912;116912;89919,3;89919,3;135441,1;135441,1;45521,8;45521,8;63,318233;18529
"249";"IE";2006;2128,25;1794,98;184916,2;184916,2;150243,1;195816,7;79,6025642;81,5508772;81,8542717;75183,6361;162578,1;162578,1;132093,5;181697,7;72845,1;72845,1;59186,1;40582,69;NA;40,58269;125,3993001;125,3993001;145,565868;142,7386614;132,7913432;135,0549143;149847,6;100236,6;164538;62,5985613;65,0047508;65,5751412;63207,7;131266,7;131266,7;93354,2;93354,2;146148;146148;52793,8;52793,8;62,4129346;14881,2
"250";"IE";2007;2218,6;1857,48;197069,4;197069,4;162444,2;206214,8;81,474535;83,6592912;83,9067701;79535,6661;175065,9;175065,9;144306,7;195904,9;79781,7;79781,7;65764;42951,55;NA;42,95155;131,3770158;131,3770158;149,4549666;146,6758629;137,4738225;140,1181034;163860,3;109034,8;179184,2;65,2420828;67,1549632;67,6389425;68972,8;142993,7;142993,7;99786,6;99786,6;159304,6;159304,6;59518;59518;65,2680638;16310,9
"251";"IE";2008;2196,67;1828,12;187283;187283;153856,2;196968;77,502374;79,6318204;79,7948161;76676,0362;167335;167335;137468,5;191507,2;81820,7;81820,7;67217,1;44756,74;NA;44,75674;141,9086845;141,9086845;156,159795;158,8825482;149,2472275;150,5205927;159295,2;102579,7;172369,1;61,9268198;63,1572269;63,5310975;68797,2;141784,8;141784,8;96164,4;96164,4;157941,9;157941,9;61777,5;61777,5;62,6129383;16157,1
"252";"IE";2009;2013,43;1660,82;169519,7;169519,7;142009,5;186930,9;76,9269412;78,5845937;78,7100697;71946,7735;152335,9;152335,9;127614,3;179301;74396,9;74396,9;62323,5;44795,28;NA;44,79528;137,1731011;137,1731011;144,3713605;151,1337311;151,2620132;147,7258503;156582,9;109049,9;180381,7;73,6517701;74,3730543;74,7216879;70218,7;135675,7;135675,7;97273,3;97273,3;158596,2;158596,2;61322,9;61322,9;73,2846222;22920,5
"253";"IE";2010;1923,01;1591,74;167391,4;167391,4;149113;190076,9;76,3074652;77,8513874;78,003156;70761,9981;152323,7;152323,7;135690,7;182525,2;69644,7;69644,7;62039,8;43753,8;NA;43,7538;125,8488594;125,8488594;132,9388823;137,7050997;142,904361;141,563829;157473;111757,2;191171,8;70,8944201;70,9797341;71,2688403;78316,7;145099,1;145099,1;103254,5;103254,5;172819,8;172819,8;69565,2;69565,2;70,2881402;27720,6
"254";"IE";2011;1885,77;1568,36;171823,5;171823,5;153962,4;192511,3;75,872458;77,494815;77,6208606;73131,2363;155292,9;155292,9;139150,1;185471,6;68563,8;68563,8;61436,6;43716,88;NA;43,71688;121,7483045;121,7483045;127,530747;132,2066379;136,4069771;135,6952116;161633,9;111047;197114,9;68,5696377;68,8816694;69,1106357;85103,8;145237,7;145237,7;100577,9;100577,9;177294,2;177294,2;76716,3;76716,3;69,1989941;32056,5
"255";"IE";2012;1877,95;1561,5;175218,5;175218,5;157184,3;192261,6;75,8992707;76,7848364;76,8952091;71620,26;158292;158292;141999,9;181024,6;69254,2;69254,2;62126,2;44351,04;NA;44,35104;123,1619408;123,1619408;126,4470391;129,1157152;135,1416627;133,6172067;159993,4;108608,1;195494,2;66,7753429;66,6632294;66,8638443;85937,1;152838;152838;101868,5;101868,5;183371,9;183371,9;81503,4;81503,4;68,2565685;30533,9
"256";"IE";2013;1933,23;1603,63;179285,6;179285,6;159482,1;194520;76,52543;76,898688;77,0079238;72307,5223;163957;163957;145846,7;183379,7;70187,9;70187,9;62435,1;43768,15;NA;43,76815;123,6684269;123,6684269;125,0782116;128,9547348;134,1768436;132,6402236;161729,2;108227,3;201339;67,9403722;67,189225;67,2935047;92094,4;152958,2;152958,2;98732,7;98732,7;186651,2;186651,2;87918,5;87918,5;68,7690436;33693
"257";"IE";2014;1984,01;1649,9;195469,9;195469,9;171022,8;211694,2;81,8054112;82,0463716;82,1173511;76905,623;178907,4;178907,4;156531,7;197422,8;72959,7;72959,7;63834,7;44220,66;NA;44,22066;117,8261007;117,8261007;118,5464262;121,0306365;127,6058298;126,8727725;185445,6;125874,1;230720,3;75,264514;74,3467243;74,3892607;103762,8;179717,9;179717,9;114460,3;114460,3;214831,1;214831,1;100370,8;100370,8;75,6365006;35113,1
"258";"IE";2015;2053,49;1714,86;263506,8;263506,8;233950,4;263506,8;100;100;100;1e+05;244655,5;244655,5;217213,5;244655,5;77401;77401;68719,3;45135,47;NA;45,13547;100;100;100;100;100;100;245445,3;200326,9;321083,7;100;100;100;120756,8;245445,3;245445,3;200326,9;200326,9;321083,7;321083,7;120756,8;120756,8;100;75638,4
"259";"IE";2016;2130,13;1784,09;269724,8;269724,8;235860,3;268159,2;99,8436052;99,9701729;99,9412551;101517,403;250333,8;250333,8;218903,8;247829,4;82455,3;82455,3;72102,9;46217,01;NA;46,21701;104,3750317;104,3750317;103,2112431;105,7873094;103,7691744;103,8645575;292092,1;201857,3;335862,6;101,6826445;102,3416968;102,1593819;134005,3;286532;286532;193159,8;193159,8;328827,9;328827,9;135668,1;135668,1;101,2106475;42295,9
"260";"IE";2017;2189,97;1851,24;298528,3;298528,3;258094,8;293128,2;106,5022765;106,7260212;106,6000678;108618,2433;275428,1;275428,1;238123,3;264943,1;88264,2;88264,2;76309,4;47678,39;NA;47,67839;101,2706328;101,2706328;99,2018022;103,0567788;99,4387342;99,9428673;295537,6;209761,4;368221,8;105,63009;106,9468733;106,6621149;157827,6;294747,2;294747,2;197824;197824;360343,8;360343,8;162519,8;162519,8;106,1401357;65596,6
"261";"IE";2018;2251,53;1912,64;327441,4;327441,4;280260,8;317957;113,7860211;113,4424909;113,172544;116873,924;306661,8;306661,8;262475,3;292070,7;93824,1;93824,1;80305,2;49054,78;NA;49,05478;98,757936;98,757936;94,5624562;98,5843828;95,8974092;95,8344117;302827,8;227763,3;404323,5;112,7048961;113,9064802;113,5068156;175649,7;307985,3;307985,3;211757,1;211757,1;401053,3;401053,3;189296,2;189296,2;112,6720073;93068
"262";"IE";2019;2318,23;1983,84;356357,4;356357,4;291788,8;334801,5;118,0286261;117,4848054;117,0974806;123614,0598;334041,3;334041,3;273516,2;307782,9;100973,7;100973,7;82678,3;50898,13;NA;50,89813;100,1964282;100,1964282;93,7401674;97,6581323;94,1355965;93,664144;430995,1;244114,6;452228;123,2053566;125,6557774;125,1130162;205634,9;443633;443633;225944;225944;456152,6;456152,6;230208,6;230208,6;123,8319455;12519,6
"263";"IE";2020;2252,62;1919,48;375249,7;375249,7;309113,6;356956;134,5367157;131,3060727;130,7930585;131295,0181;356186,1;356186,1;293409,9;332530,2;101312,9;101312,9;83457;52781,43;NA;52,78143;94,6968919;94,6968919;83,7598224;87,4411528;90,080353;86,8321901;423544,7;281961,7;504372,3;154,0536614;158,1321669;157,143065;221326,6;428237;428237;242695,4;242695,4;498853,7;498853,7;256158,4;256158,4;152,0269581;70616,7
"264";"IE";2021;2388,72;2052,72;434069,7;434069,7;362209,7;410946,4;146,1354888;142,9406526;142,3657683;147911,0039;408411,2;408411,2;340799;381479,5;111193,6;111193,6;92785,6;54168,92;NA;54,16892;89,5182616;89,5182616;79,846534;82,7945032;84,7495217;84,0635263;391750,3;333913,9;580547,9;161,4767394;167,7264623;166,4535433;247787,2;406573,3;406573,3;280740,6;280740,6;580522,1;580522,1;299781,5;299781,5;157,263102;173948,8
"265";"IE";2022;2546,85;2191,4;506282,4;506282,4;425864,4;449711;154,8752947;152,2953042;151,5374586;162742,3831;481997,8;481997,8;405437,2;422483,4;121903,5;121903,5;102540,4;55628,16;NA;55,62816;89,5665475;89,5665475;77,1917008;80,0250849;79,5584854;80,0146142;454041,7;408888,5;661374,2;172,3921507;179,1094871;177,5401997;262489,4;492003,1;492003,1;354428,5;354428,5;694051,3;694051,3;339622,9;339622,9;165,206641;202048,2
"266";"IE";2023;2684,21;2315,12;504619,7;504619,7;421560,3;435325,7;149,3634835;145,4373905;144,757579;156818,6118;479857,3;479857,3;400873,7;414338,7;132235,6;132235,6;110469,9;57118,25;NA;57,11825;100,1286627;100,1286627;81,1835044;84,6259978;86,3790716;86,7077431;455884,8;359142,1;629882,5;165,0148501;168,6003119;167,1679568;271031,5;507709,5;507709,5;309192,8;309192,8;676877,2;676877,2;367684,5;367684,5;159,3191866;169167,7
"267";"IE";2024;2726,52;2354,477;524047,9;524047,9;440338,7;440739,9;150,2098804;145,2504704;144,49799;158430,3479;497335,7;497335,7;417893,4;NA;140434,2;140434,2;118001,9;59645,61;NA;59,64561;104,9025693;104,9025693;81,78833;85,0448359;88,2261808;87,6020064;469413,7;360004,1;645628;168,3917945;170,5526176;169,0850183;282956,9;529840,4;529840,4;310554,7;310554,7;702478,4;702478,4;391923,7;391923,7;161,0353904;172638
"268";"IE";2025;2766,796;2392,149;553271,3;553271,3;466016,8;456574,7;153,5958507;148,0466285;147,1674302;163721,4245;524989,7;524989,7;442195,4;NA;148579,4;148579,4;125147,5;62111,27;NA;62,11127;107,0081941;107,0081941;81,7038176;84,9764102;88,3061072;87,5679471;490810;380164,3;678901,5;172,7149686;174,7129108;173,1561841;296538,8;560619,2;560619,2;330241,4;330241,4;746727,7;746727,7;416486,4;416486,4;164,7656584;186108,6
"269";"EL";72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"270";"EL";1960;3662,304;1232,886;382,5;4113,2;5114,5;37650,7;85,0573605;95,7732384;NA;21249,8798;NA;NA;NA;NA;97,1;1044,18;1298,4;78,76;NA;0,84694;1,5074411;16,210809;14,2056811;150,9782975;148,3893611;134,8506301;2327,67;857,07;1744,46;NA;NA;NA;780,7;56,2;603,8;26,58;285,87;37,9;407,8;11,64;125,19;56,5649464;-17,67
"271";"EL";1961;3676,913;1283,735;437,6;4656,8;5983,9;42622,1;91,8197533;103,6324049;NA;24056,596;NA;NA;NA;NA;105,76;1125,44;1446,2;82,38;NA;0,87669;1,3984665;14,8820886;12,5844598;131,7139893;136,210118;122,8413847;2625,29;988,78;1958,95;NA;NA;NA;832,16;62,3;663;30,85;328,25;41,9;445,8;11,42;121,57;60,3171921;-19,58
"272";"EL";1962;3640,122;1313,427;459,6;4879,3;6250,5;42777,6;88,3071098;99,1541302;NA;24150,5127;NA;NA;NA;NA;115,34;1224,62;1568,8;87,82;NA;0,93238;1,4704668;15,6121669;12,6413926;131,8641635;136,8753272;122,7114046;2902,7;841,66;1818,38;NA;NA;NA;901,3;68,4;726,4;26,8;284,55;38,5;409,1;12,03;127,77;51,3146579;-29,13
"273";"EL";1963;3589,156;1333,983;519,7;5517,8;7278,3;47844,5;94,6700304;106,0447104;NA;27079,6816;NA;NA;NA;NA;126,17;1339,53;1766,9;94,58;NA;1,00416;1,3961191;14,8228057;11,4860635;119,8127614;128,5268084;114,5795956;3380,31;826,9;2061,41;NA;NA;NA;1237,03;80,1;850,7;30,13;319,89;46,9;497,6;17,04;180,87;53,9832857;-32,41
"274";"EL";1964;3542,518;1344,682;588;6242,6;8314,1;52346,5;97,5097567;109,2761561;NA;29619,409;NA;NA;NA;NA;144,1;1529,95;2037,6;107,16;NA;1,13778;1,4270629;15,1513414;11,3534081;118,4290145;127,0490118;114,1126273;4030,94;880,28;1950,83;NA;NA;NA;1005,34;98,8;1049,4;31,73;336,84;45,2;480;13,85;147,01;47,443275;-54,08
"275";"EL";1965;3517,738;1381,106;677,9;7196,8;9625,1;57983,2;103,4048092;115,3203599;NA;32784,1264;NA;NA;NA;NA;166,06;1763,05;2357,9;120,23;NA;1,27655;1,435361;15,2394437;10,9269103;113,9801552;122,7805368;110,2954299;4707,13;995,04;2262,82;NA;NA;NA;1210,13;116,3;1234,8;35,08;372,44;51,9;551,1;17,2;182,67;50,6326925;-63,79
"276";"EL";1966;3486,033;1402,504;756,6;8033,4;10662,1;61748,9;106,504749;117,6746248;NA;34926,0772;NA;NA;NA;NA;189,87;2015,86;2675,5;135,38;NA;1,43733;1,5039005;15,967137;10,9805531;114,5397106;122,7315902;110,0135521;4769,25;1365,04;2988,05;NA;NA;NA;1511,54;119,5;1268,6;49,4;524,45;71,1;754,9;22,26;236,37;62,5438312;-46,82
"277";"EL";1967;3444,265;1430,994;816,9;8713,7;11612,6;65249,8;109,4753558;120,6171509;NA;36906,0457;NA;NA;NA;NA;212,13;2262,8;3015,6;148,24;NA;1,58128;1,5397723;16,4246042;11,0114099;115,3670286;122,9906211;111,1768289;5024,86;1442,43;3118,82;60,1739747;65,479495;NA;1547,83;125,2;1335,4;51,21;546,27;73,7;786,6;23,11;246,52;62,6206565;-51,28
"278";"EL";1968;3402,93;1459,003;888,7;9810,4;12827,4;69950,2;111,2908398;122,4790362;NA;39534,452;NA;NA;NA;NA;237,49;2621,74;3428;162,78;NA;1,79694;1,5581947;17,2015427;10,880484;117,3032894;122,6502164;111,6799369;5589,64;1360,79;3054,2;52,513116;57,3823906;NA;1603,32;139,9;1544,5;47,24;521,49;70,8;782,1;24,11;266,15;55,0790284;-68,91
"279";"EL";1969;3392,65;1488,935;1023;11367,1;15071,6;78039;116,8027704;128,751158;NA;44134,1248;NA;NA;NA;NA;265,63;2951,61;3913,5;178,4;NA;1,98236;1,5261501;16,958219;10,2660161;110,8900995;116,4241987;107,1683476;6375,56;1578,83;3350,34;51,467156;56,5507985;NA;1613,12;160,2;1779,6;55,26;614,05;79,1;879,3;24,51;272,29;52,7532831;-81,79
"280";"EL";1970;3389,295;1527,884;1156,7;12852,2;17601,1;85008,3;120,9102064;133,9273773;NA;48033,2666;NA;NA;NA;NA;296,55;3295,11;4512,7;194,09;NA;2,15665;1,5227506;16,919837;9,4312557;100,2227519;111,9127632;101,393408;6784,9;1734,7;3795,23;53,6670062;58,6503906;NA;1918,31;177,1;1968,3;62,28;691,97;91,4;1016,1;29,86;331,75;52,6408818;-85,7
"281";"EL";1971;3399,467;1588,711;1284,1;13920,7;20317,9;91675,3;126,1843668;139,6598033;NA;51670,7744;NA;NA;NA;NA;333,04;3610,38;5269,5;209,63;NA;2,27252;1,5296137;16,5819628;8,7197399;90,5560207;109,2011995;97,7593381;7319,77;1786,47;4494,15;60,1487617;65,8224606;NA;2592,13;194,9;2112,4;64,1;694,87;105,2;1139,9;40,46;438,6;59,1907226;-90,41
"282";"EL";1972;3416,456;1634,992;1486,4;15050,4;23780,9;100988,8;133,153838;146,9808139;NA;56790,9638;NA;NA;NA;NA;385,92;3907,56;6174,3;236,04;NA;2,38996;1,5712809;15,9097017;8,4067671;80,6917457;106,7544499;95,2643076;8365,82;2272,28;5544,62;69,0843791;75,5198424;NA;3116,31;240,5;2435,6;84,96;860,25;135,6;1373,4;50,33;509,61;66,7194233;-105,96
"283";"EL";1973;3450,649;1684,519;1941,9;17907,2;28047,6;109160,2;136,2014188;150,2987198;NA;61494,6364;NA;NA;NA;NA;466,01;4297,3;6730,8;276,64;NA;2,55105;1,7207832;15,8681116;8,4648246;73,9755677;96,7303809;86,0353422;11180,36;3143,7;7175,4;80,9728243;88,093721;NA;3789,68;390,3;3599,4;153,58;1416,25;226;2083,8;74,02;682,61;79,3979168;-159,92
"284";"EL";1974;3454,112;1725,03;2231;21246,2;29798,7;102131,5;124,8605071;138,1531845;NA;57441,9869;NA;NA;NA;NA;569,29;5421,51;7603,9;330,02;NA;3,14285;2,196273;20,9155701;9,4733414;83,1276532;100,542166;87,8648395;9512,1;3845,79;7182,98;74,8576187;81,5871104;NA;2956,93;474,2;4516,3;244,28;2326,34;317,2;3020,3;80,45;766,12;78,0561474;-146,98
"285";"EL";1975;3457,575;1765,661;2684,4;22871,3;35911,2;108635,7;134,0071125;147,7526642;NA;60753,0032;NA;NA;NA;NA;701,03;5972,76;9378,1;397,03;NA;3,38273;2,4865395;21,1853334;9,2999172;73,5442314;100,6274812;85,621533;9652,68;4049,13;7924,36;86,1332429;93,179102;NA;3493,94;569;4848,1;285,71;2434,21;379,5;3233,5;101,66;866,15;90,3505071;-177,44
"286";"EL";1976;3499,018;1815,669;3339,1;27830,1;42135,8;116078,1;136,9357685;150,9292142;NA;64727,481;NA;NA;NA;NA;888,11;7401,98;11206,9;489,14;NA;4,07672;2,9013237;24,1811272;10,0277556;76,9101978;100,8585317;86,8422876;10577,69;4440,29;9059,36;89,9179323;97,3863283;NA;4220,45;695,2;5794,1;343,15;2859,98;469,3;3911,3;133,98;1116,67;92,129527;-209,53
