"";"geo";"time";"B1GQ__CLV15_MNAC";"P6__CLV15_MNAC";"P61__CLV15_MNAC";"P62__CLV15_MNAC";"B11__CP_MEUR";"B1GQ__CP_MEUR";"P6__CP_MEUR";"P61__CP_MEUR";"P62__CP_MEUR";"B11__CP_MNAC";"B1GQ__CP_MNAC";"P6__CP_MNAC";"P61__CP_MNAC";"P62__CP_MNAC";"D1__CP_MEUR";"D1__CP_MNAC";"XPERF";"XSHA";"XGSVD";"XMKT";"eci";"nulc_eo";"gdp_ind";"exp_ind";"exp_goods_ind";"exp_serv_ind";"tbalance_gdp";"eci_rel_ecfin15";"nulc_eo_rel_ecfin15";"gdp_ind_rel_ecfin15";"exp_ind_rel_ecfin15";"exp_goods_ind_rel_ecfin15";"exp_serv_ind_rel_ecfin15";"tbalance_gdp_rel_ecfin15";"eci_rel_ecfin17";"nulc_eo_rel_ecfin17";"gdp_ind_rel_ecfin17";"exp_ind_rel_ecfin17";"exp_goods_ind_rel_ecfin17";"exp_serv_ind_rel_ecfin17";"tbalance_gdp_rel_ecfin17"
"114";"EL";1996;156152,8;21010,3;10602,4;9514,6;-10252,5;114908,2;16416,9;10188,2;6228,7;-9193,3;103036,6;14720,8;9135,6;5585,2;33048,4;29634,1;1,1247148642;0,3504191948;23313509110,4763;20728372898,4344;0,029853;50,9635800662278;72,2551962423344;44,0271828872702;54,9751630733493;33,371329963909;-0,089223635096655;1,68790879138627;63,7326957124346;89,5530320624573;82,0142695777601;101,744815756449;64,1459546672691;NA;NA;NA;NA;NA;NA;NA;NA
"115";"EL";1997;163155;25864,2;11732,6;13649,3;-8629,6;126353,8;20497,5;11293,4;9204;-7834,5;114712,2;18608,9;10252,9;8356;37188;33761,7;1,2612252496;0,3721366601;28699507495,6179;22755259224,3338;0,151935;55,5709333636332;75,4952619672403;54,1985532635391;60,835433324;47,8732993585;-0,068297007641733;8,72978519423468;68,6601434171345;91,2226192035067;92,2656305419198;103,013610385304;83,0287863976461;NA;NA;NA;NA;NA;NA;NA;NA
"116";"EL";1998;169509,8;27031,9;12037,7;14586;-12486,4;129057,3;21031,9;11180,4;9851,5;-12119,3;125262,6;20413,5;10851,7;9561,9;38593,5;37458,7;1,2384432095;0,3597027905;29995214105,6284;24220096550,2876;0,179631;59,3446665201592;78,4357620484478;56,6454741288987;62,4174262929202;51,1586634071403;-0,0967511451941761;10,6810673453073;73,3310003909444;92,5240665683033;90,6497699147466;99,5179880593489;82,9867680746627;NA;NA;NA;NA;NA;NA;NA;NA
"117";"EL";1999;174718,1;33639,8;13173,1;20636,8;-12406,7;139945,1;26947,9;12452,1;14495,8;-11861;133788,7;25762,5;11904,3;13858,1;42616,4;40741,7;1,4809175216;0,4276443192;37327490981,7852;25205651521,0251;0,146522;62,6209690425071;80,8457523822039;70,492359789779;68,304659386699;72,381126079835;-0,0886547219608233;8,80498953273787;76,7523432713544;92,836877692799;106,64030503666;102,895520326471;111,713587290878;NA;NA;NA;NA;NA;NA;NA;NA
"118";"EL";2000;181566,7;41102,1;15044,2;26629,1;-15697,2;142976;33911,6;14964,2;18947,4;-15507,4;141247,3;33501,6;14783,2;18718,3;44013,8;43481,6;1,6475641988;0,4064059831;45607829626,8834;27681974188,8915;0,159244;64,3121408310873;84,0147441453055;86,1296446862191;78,0066162668907;93,3984069474209;-0,109789001276485;9,57894723703088;77,7765368530635;93,5515681482626;115,883528043709;104,205201665385;130,096232900474;NA;NA;NA;NA;NA;NA;NA;NA
"119";"EL";2001;189068,3;41151,5;15187,5;26486;-16075,4;152193,8;34683,1;15222,4;19460,7;-16075,4;152193,8;34683,1;15222,4;19460,7;46906,2;46906,2;1,6204376507;0,4104906696;45662644996,0146;28179205151,7359;0,205573;66,6249208535528;87,4858927902962;86,2331626195486;78,7496500015556;92,896500685693;-0,105624539238786;12,4609381448832;78,9393184751182;95,4160469324924;111,723009941792;101,490019968455;124,228139615566;NA;NA;NA;NA;NA;NA;NA;NA
"120";"EL";2002;196485,2;38137,3;14129,1;24472,4;-16547,6;163460,8;32876,6;14388;18488,6;-16547,6;163460,8;32876,6;14388;18488,6;54048,1;54048,1;1,4515886609;0,3904330043;42318019780,7251;29152900488,6545;0,190595;73,8712698652236;90,9178489576513;79,9168922826752;73,2616743925583;85,8340377324079;-0,101232833804802;11,7047021802817;85,2966905390476;98,5491257700906;101,686638968358;92,7667789173033;111,228890784749;NA;NA;NA;NA;NA;NA;NA;NA
"121";"EL";2003;207870,6;37857,3;13838;24545,3;-19860;178904,9;33177,2;14067,2;19109,9;-19860;178904,9;33177,2;14067,2;19109,9;59461,5;59461,5;1,3562094839;0,4063799905;42007325380,791;30974068445,7673;0,221214;76,818497396424;96,1861138321683;79,3301509601603;71,7522736935984;86,089725828005;-0,111008697917162;13,9168855087291;86,9293803521821;103,643747066129;100,144188152518;89,8466547019597;112,512750657954;NA;NA;NA;NA;NA;NA;NA;NA
"122";"EL";2004;218390,9;44880,1;15364;30457,8;-16431,4;193715,8;40114,9;15907,4;24207,5;-16431,4;193715,8;40114,9;15907,4;24207,5;64137,9;64137,9;1,4551900819;0,4443939744;49799984780,2786;34222322842,885;0,210503;78,8682885544752;101,05407867832;94,0464615307243;79,6648311192691;106,827117669135;-0,0848221982925502;13,2371839362353;88,5274261428417;106,719820739565;110,288085350498;92,375815871095;130,3299853995;NA;NA;NA;NA;NA;NA;NA;NA
"123";"EL";2005;219699,4;46378,9;16641,8;30478,7;-16490,1;199242,3;42463;17720,7;24742,3;-16490,1;199242,3;42463;17720,7;24742,3;68270,7;68270,7;1,3845350183;0,4138042391;51463087518,211;37169942860,5372;0,233397;83,4503821759967;101,659549244862;97,1872040099578;86,2904313017868;106,900421937968;-0,0827640516095227;14,8955659951197;92,5352444697515;105,695179959843;108,479182031328;95,4450263709964;123,786798700756;NA;NA;NA;NA;NA;NA;NA;NA
"124";"EL";2006;232117,7;48796,5;18498,7;30769,7;-22880,3;217861,6;46130;20450,1;25680;-22880,3;217861,6;46130;20450,1;25680;73066,1;73066,1;1,3174876869;0,393309939;54145711737,0698;41097698503,3699;0,172724;84,5342840818921;107,405758749246;102,25329622893;95,9187588795902;107,921069891587;-0,105022179218366;11,4498716402665;93,0613164133724;108,221822946132;104,814869112922;97,5844690184964;114,657641012164;NA;NA;NA;NA;NA;NA;NA;NA
"125";"EL";2007;239716,7;53977,9;20646,7;33793,5;-29049,2;232694,6;52403,5;23383,7;29019,7;-29049,2;232694,6;52403,5;23383,7;29019,7;78440,9;78440,9;1,3186048985;0,4178521826;59895111607,8485;45423091992,3652;0,204131;87,8754598168731;110,921976429912;113,110944402069;107,056487156353;118,52668941788;-0,124838307377997;13,8536346339382;95,1161262795285;108,833972452652;108,972721835448;102,120211132173;119,891140806901;NA;NA;NA;NA;NA;NA;NA;NA
"126";"EL";2008;238913,2;55852,4;20650;35908,4;-30506,7;241990,4;56532,8;24680;31852,8;-30506,7;241990,4;56532,8;24680;31852,8;82947,4;82947,4;1,3128694821;0,4221734565;61975099653,1209;47205834622,0461;0,176237;93,2362974413366;110,550180021646;117,038968005834;107,073598191415;125,944450095225;-0,126065744756817;12,1664305108098;96,9521203510931;108,052475051512;112,281231344705;102,034591721066;125,187650119185;NA;NA;NA;NA;NA;NA;NA;NA
"127";"EL";2009;228638,2;45508,9;17903,2;27806,8;-23229,6;237534,2;45089,2;20226,7;24862,5;-23229,6;237534,2;45089,2;20226,7;24862,5;84874,5;84874,5;1,221442254;0,3978990618;50497715632,7018;41342695871,5797;0,246401;99,6895419865412;105,795720662672;95,364114900715;92,8309948252082;97,529049885484;-0,0977947596598721;17,0560700902725;99,0018330184123;108,449075154442;106,075075131223;104,70298496398;103,26480374743;NA;NA;NA;NA;NA;NA;NA;NA
"128";"EL";2010;216112,9;47721,2;19285,8;28511,3;-17035,9;224124;48854,8;20220,4;28634,4;-17035,9;224124;48854,8;20220,4;28634,4;80474;80474;1,1667472449;0,3446654602;52952534279,0375;45384751934,02;0,243817;100;100;100;100;100;-0,0760110474558726;16,9979390975213;99,9999999999999;99,9999999999999;99,9999999999999;99,9999999999999;99,9999999999999;NA;NA;NA;NA;NA;NA;NA;NA
"129";"EL";2011;194178,9;48026,1;20407,7;27650,8;-11902,5;203308,2;51822,8;23379,1;28443,8;-11902,5;203308,2;51822,8;23379,1;28443,8;74330,9;74330,9;1,0914340411;0,3218119695;53290858288,1085;48826457928,9722;0,052732;102,799841989567;89,8506752720453;100,638919390124;105,817233404889;96,9818984051937;-0,0585441216832376;3,7695509587648;102,224221166837;88,1568670642768;94,5593417464362;99,1313468403486;92,5610958313098;NA;NA;NA;NA;NA;NA;NA;NA
"130";"EL";2012;180418;48968,7;22153;26695,9;-8620,5;188380,6;54145,5;26581,1;27564,4;-8620,5;188380,6;54145,5;26581,1;27564,4;67853,3;67853,3;1,0913047538;0,3071207886;54336788793,0292;49790664435,2896;-0,02161;100,998747638586;83,483216411422;102,614142142276;114,866896887866;93,6327000171862;-0,0457610815551071;-1,63275458593934;98,6076841481806;82,6904311024421;94,4032278574889;106,140670798607;85,2492058213172;NA;NA;NA;NA;NA;NA;NA;NA
"131";"EL";2013;175878,7;49844;22386,9;27361,3;-4428,9;179884,4;54338;26323,3;28014,8;-4428,9;179884,4;54338;26323,3;28014,8;62263,1;62263,1;1,081914807;0,309117842;55308041679,68;51120514594,7609;-0,210378;95,0698255863901;81,3827864972429;104,448337426553;116,079706312416;95,9665115235012;-0,0246208120326165;-17,0923336450711;91,6773938601008;80,9447941200213;94,8152205236372;106,088293852768;85,3479126551913;NA;NA;NA;NA;NA;NA;NA;NA
"132";"EL";2014;176715,4;53954,8;22953,8;31087,2;-2756,3;177236;57576,2;26166,6;31409,5;-2756,3;177236;57576,2;26166,6;31409,5;62540,8;62540,8;1,1329938522;0,3218140542;59869479319,8539;52841839523,1268;-0,167862;95,0416505826121;81,7699452462116;113,062538242961;119,019174729594;109,034663449229;-0,0155515809429236;-13,9051216268021;91,1478227343868;80,326461611658;98,7384965377071;105,264827797087;91,5535063154104;NA;NA;NA;NA;NA;NA;NA;NA
"133";"EL";2015;176368,9;56662,3;24812,1;31850,2;-1804,9;176368,9;56662,3;24812,1;31850,2;-1804,9;176368,9;56662,3;24812,1;31850,2;61770,3;61770,3;1,1497642638;0,2973965365;62873783204,93;54684064536,3396;0,113201;94,0549714195737;81,6096123831571;118,736117281208;128,654761534393;111,710795368854;-0,0102336636447809;NA;89,3640472746735;78,7765097389817;98,681836348807;108,750331734467;87,8081127180521;NA;NA;NA;NA;NA;NA;NA;NA
"134";"EL";2016;175509,6;56427,4;26129,7;30297,7;-2520,2;174494,2;54594,8;24585,5;30009,3;-2520,2;174494,2;54594,8;24585,5;30009,3;62991,9;62991,9;1,1122015892;0,2909081577;62613132795,8425;56296568361,2463;0,106201;96,3847239061747;81,2119961372042;118,243883221713;135,486731170084;106,26558592558;-0,0144428869269007;NA;90,559248072069;76,8399658748516;95,5803298203593;111,500015261933;80,8208715620918;NA;NA;NA;NA;NA;NA;NA;NA
"135";"EL";2017;177426,5;61230,2;27646;33548,8;-2672,6;176903,4;61976,5;28080,2;33896,3;-2672,6;176903,4;61976,5;28080,2;33896,3;63853,4;63853,4;1,1371085332;0,3057700537;67942429452,9962;59750171132,5755;0,125884;96,6472291869534;82,09898622433;128,308173306623;143,348992522996;117,668433217707;-0,0151076802367846;NA;89,9769706142807;75,8082442240754;98,5335126933301;112,230090530566;84,7031761111366;NA;NA;NA;NA;NA;NA;NA;NA
"136";"EL";2018;180386,7;66812,9;30337;36436,3;-3886;179557,7;70014,8;32612,6;37402,2;-3886;179557,7;70014,8;32612,6;37402,2;65900;65900;1,1962935272;0,3295133714;74137120976,2517;61972349835,8874;NA;98,1079388597204;83,46873324082;140,006747525209;157,30226384179;127,795996675003;-0,0216420682599521;NA;89,5234931701781;75,9282263001667;104,466591172018;120,111363200798;88,3553746922116;NA;NA;NA;NA;NA;NA;NA;NA
"137";"EL";2019;183785,8;70077,6;30952,3;39124,8;-3051,6;183351,2;73542;33114,9;40427,1;-3051,6;183351,2;73542;33114,9;40427,1;67700,3;67700,3;1,2303179667;0,3338956314;77759040943,4823;63202394055,0602;NA;98,6756056175414;85,0415685505123;146,847941795261;160,492694106545;137,2255912568;-0,0166434689273918;NA;88,1567058451052;76,3210944088111;107,280574498551;120,797515087469;90,9818229513402;NA;NA;NA;NA;NA;NA;NA;NA
"138";"EL";2020;167237,7;54996,6;32259,3;22454,8;-12726,2;165405,9;52910,8;30110,1;22800,6;-12726,2;165405,9;52910,8;30110,1;22800,6;65920,9;65920,9;1,0594607239;0,2704696284;61005622163,0411;57581768520,9681;NA;105,756106049662;77,3844134246498;115,245635063661;167,269701023551;78,757545253987;-0,0769392143811073;NA;90,5877092279744;73,999020645969;95,0595119866648;136,964292367947;66,7606621774041;NA;NA;NA;NA;NA;NA;NA;NA
"139";"EL";2021;181343,2;68253,2;36720,5;30914,2;-14012,4;181674,6;74257,7;39121,9;35135,7;-14012,4;181674,6;74257,7;39121,9;35135,7;69421,7;69421,7;1,1879007869;0,3189110513;74389338251,6267;62622517864,3317;NA;99,2538412760678;83,9113259782271;143,024902978131;190,401746362609;108,427886487112;-0,0771291088572646;NA;84,5105863096746;75,7838999946177;105,931829389943;140,089553860079;82,315698358111;NA;NA;NA;NA;NA;NA;NA;NA
"140";"EL";2022;192067,3;71584,3;36868,1;33964,6;-19645,3;208030,2;101388;53614,2;47773,8;-19645,3;208030,2;101388;53614,2;47773,8;73145,7;73145,7;1,3100926531;0,3465230982;86700707562,068;66179065548,7132;NA;105,96569431053;88,8735933856794;150,005238761808;191,167076294476;119,126802355557;-0,0944348464790208;NA;87,2443940576014;77,6924092452186;103,542569157412;135,078621659793;76,1198868781235;NA;NA;NA;NA;NA;NA;NA;NA
"141";"ES";1995;716127;142531;93801;48998;-5271,3;470155,7;102621,4;71699,1;30922,3;-5164;460588;100533;70240;30293;224384,2;219818;1,1202195577;2,1313158287;158113128758,443;141144767270,345;1,26353;62,8678024504305;66,3711081082584;48,8794466335388;46,7120170113592;53,9014113945634;-0,0112117554083042;87,8027177309931;81,2124277811384;84,4509957918826;94,7479318321503;89,1910925335254;110,143548547692;NA;NA;NA;NA;NA;NA;NA;NA
"142";"ES";1996;735180;156744;103864;53025;-914;506362,6;116627,3;81689,3;34938;-883;489203;112675;78921;33754;240216,4;232076;1,1662970541;2,2310996414;173879957722,273;149087196185,691;1,19306;64,6534588520329;68,1369523269328;53,753639440735;51,723296498628;58,3314082043497;-0,00180497666612838;83,5926817157599;82,1080681900044;85,274826632756;99,4422781010418;93,8472326886159;114,486861751698;NA;NA;NA;NA;NA;NA;NA;NA
"143";"ES";1997;762400;179300;119949;59298;902,7;520831;133696,2;94602,9;39093,3;900;519268;133295;94319;38976;252473,7;251716;1,2117699055;2,2017562197;198902990223,303;164142540036,683;1,17464;67,6211841385181;70,6597193259523;61,4889727946447;59,7334754266535;65,2321705554272;0,00173320905582474;82,9247314071028;85,498612537118;86,0234895409808;102,367747928265;97,9230771623533;113,132970110568;NA;NA;NA;NA;NA;NA;NA;NA
"144";"ES";1998;795893;193907;128289;65841;-2531,9;553338,4;144432,1;100476;43956,1;-2544;555993;145125;100958;44167;268911,9;270202;1,2072255978;2,3928000656;215105783711,357;178181927301,124;1,09293;69,532502504065;73,7638719746722;66,4982835900232;63,8867170965156;72,4299528068381;-0,00457559717478457;77,6569394709704;87,2946903989975;87,2454099480365;103,593851813983;98,1366184679129;117,111705486011;NA;NA;NA;NA;NA;NA;NA;NA
"145";"ES";1999;831633;209557;137693;72270;-11518;595723;156982;107722;49260;-11518;595723;156982;107722;49260;290390;290390;1,2392140528;2,3869082133;232466711966,049;187592055988,163;1,05449;71,5161636854915;77,0762780196742;71,865279821123;68,5698207731802;79,5023266558859;-0,0193344893515946;75,3952579637555;88,3322470906353;88,6952486103612;106,938576957581;100,458877864054;124,159768468606;NA;NA;NA;NA;NA;NA;NA;NA
"146";"ES";2000;875260;231431;152266;79583;-19148;647851;185048;127665;57383;-19148;647851;185048;127665;57383;316224;316224;1,2259741787;2,1867895707;256733185165,5;209411576227,623;1,10231;73,9967801112962;81,1196562660453;79,3667287386359;75,8270379020652;87,5471656600992;-0,0295561788127208;76,4900239623166;90,0011900874639;90,0459276773414;104,90960956143;98,96533519539;120,843029560583;NA;NA;NA;NA;NA;NA;NA;NA
"147";"ES";2001;909684;240554;157427;83698;-15940;700993;195308;132750;62558;-15940;700993;195308;132750;62558;336894;336894;1,2499036219;2,312429217;266852443155,232;213498415774,445;1,14719;75,8503388222681;84,3100945898604;82,4953617492635;78,3971674294223;92,0739689559201;-0,022739171432525;80,3529102536584;90,1444091814161;91,7496027865023;105,312190696439;98,9706384731504;122,493915181591;NA;NA;NA;NA;NA;NA;NA;NA
"148";"ES";2002;934527;243976;161957;82305;-14925;749552;199036;135287;63749;-14925;749552;199036;135287;63749;358651;358651;1,2448396181;2,3640252832;270649660881,483;217417293716,834;1,15073;78,6021970157082;86,6125597095018;83,6688991999232;80,6530648831963;90,5415662849411;-0,0199118940380387;81,9879379651764;90,9050399842524;93,4743953570266;104,785806216511;99,8945584547723;117,10715579774;NA;NA;NA;NA;NA;NA;NA;NA
"149";"ES";2003;962394;252682;169791;83026;-17697;802266;205612;139943;65669;-17697;802266;205612;139943;65669;379836;379836;1,2404351106;2,5190145309;280306330559,253;225974199027,784;1,04465;80,8347099734167;89,1952910820835;86,6545266240736;84,5543233054625;91,3347194262016;-0,0220587685381158;75,7895646148829;91,386708506787;95,9754549706488;107,798037262458;103,304762412881;120,236046717454;NA;NA;NA;NA;NA;NA;NA;NA
"150";"ES";2004;992447;263558;179710;83879;-31801;859437;218400;150002;68398;-31801;859437;218400;150002;68398;405363;405363;1,1938059372;2,4207973204;292372453027,386;244907856401,697;1,04322;83,6549467677303;91,9806223319561;90,3843318003958;89,4938921451941;92,2730822965139;-0,0370021304644785;75,5475629767603;93,8698501084273;96,8724738319045;104,920773375716;102,047272155279;113,377689094341;NA;NA;NA;NA;NA;NA;NA;NA
"151";"ES";2005;1028692;268541;179866;88783;-44548;927357;231647;156808;74839;-44548;927357;231647;156808;74839;435033;435033;1,1339469109;2,2554997695;297900216956,66;262710903033,516;1,0347;86,6146716010513;95,339832099754;92,0931971179402;89,5715786800261;97,6678437455309;-0,0480375950146492;74,7182630795832;95,7003738198375;99,0870314663195;102,469705607982;97,8408563643382;115,25134920237;NA;NA;NA;NA;NA;NA;NA;NA
"152";"ES";2006;1070896;281241;186126;95304;-57163;1003823;253378;170096;83282;-57163;1003823;253378;170096;83282;471451;471451;1,0848229074;2,1601825196;311987528643,967;287593050006,916;1,02466;90,1661051336197;99,2513257965438;96,448523132954;92,6889998854622;104,841424375433;-0,0569452981252671;76,1948473349705;98,8910663814633;100,323445663937;98,790541198836;93,2378303805336;114,052833025738;NA;NA;NA;NA;NA;NA;NA;NA
"153";"ES";2007;1109499;302607;204881;97719;-62146;1075539;279476;191268;88208;-62146;1075539;279476;191268;88208;508424;508424;1,0839023883;2,2307755689;335689355678,456;309704415536,58;1,02372;93,8541322981851;102,829076511575;103,775759009866;102,028813736573;107,498102372859;-0,0577812613024725;77,5916035724918;101,305055495646;101,209424776651;100,496044022928;97,5849982672954;109,468134877565;NA;NA;NA;NA;NA;NA;NA;NA
"154";"ES";2008;1119341;299864;202876;96986;-52542;1109541;284308;193476;90832;-52542;1109541;284308;193476;90832;544126;544126;1,0439723276;2,1238508319;332645369280,317;318634278399,086;1,01644;99,5614911783087;103,74123936258;102,835077178435;101,030342567739;106,691748347139;-0,0473547169505228;78,2139936052043;103,597862872437;101,797905334926;99,1801610256724;96,8282777687462;106,275059720711;NA;NA;NA;NA;NA;NA;NA;NA
"155";"ES";2009;1077219;267365;179692;87693;-9319;1069323;246604;164687;81917;-9319;1069323;246604;164687;81917;530045;530045;1,0422140558;2,1745913299;296594542032,969;284581214761,516;1,02007;100,777417174638;99,8373454782043;91,689900787731;89,484928314252;96,4687634071483;-0,00871485977576467;77,8252008289002;100,437538854993;102,143302222476;101,243444581203;100,211185687747;101,856636497345;NA;NA;NA;NA;NA;NA;NA;NA
"156";"ES";2010;1078974;291597;200807;90903;-10994;1072709;278386;192016;86370;-10994;1072709;278386;192016;86370;526813;526813;1,029081925;1,9598984773;323475693053,27;314334248014,703;1,01742;100;100;100;100;100;-0,0102488186451312;77,7262171431888;100;100;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA
"157";"ES";2011;1070187;315431;218429;97117;2944;1063763;314182;218574;95608;2944;1063763;314182;218574;95608;513328;513328;1,0531017254;1,9512818581;349915332926,903;332271160979,675;0,980784;98,2404029951084;99,1856152233511;108,173609467861;108,775590492363;106,835858002486;0,00276753374576856;77,8886571627833;97,7513998711187;97,5894311005506;101,798445397849;102,176091535899;101,435643911717;NA;NA;NA;NA;NA;NA;NA;NA
"158";"ES";2012;1038521;318381;220446;98051;21294;1031104;324335;226839;97496;21294;1031104;324335;226839;97496;481400;481400;1,0525668469;1,8393700555;353188949494,289;335550136830,682;0,842403;94,9395469746309;96,2507901024492;109,185279683947;109,780037548492;107,863326842898;0,0206516510458693;NA;92,8442340227624;95,4285822918815;100,300046567019;101,383394972616;97,4427255833395;NA;NA;NA;NA;NA;NA;NA;NA
"159";"ES";2013;1023947;332321;234316;97979;40088;1020677;336333;238382;97951;40088;1020677;336333;238382;97951;467521;467521;1,0686216593;1,9134731072;368651823548,101;344978805479,671;0,700457;93,5453158515413;94,9000624667508;113,965850128774;116,687167280025;107,784121536143;0,0392758923733953;NA;90,2716792616684;94,1687623414865;102,762330932238;106,422134535178;93,8089409842351;NA;NA;NA;NA;NA;NA;NA;NA
"160";"ES";2014;1038239;347363;243328;104036;31987;1032608;345593;241991;103602;31987;1032608;345593;241991;103602;473531;473531;1,0733257857;1,9310662059;385337173188,922;359012313240,294;0,701443;93,454518629924;96,2246541621948;119,124339413643;121,175058638394;114,447267966954;0,0309769050791782;NA;89,6591086479568;94,2998979049792;103,307648694657;107,226895050509;93,4955060683784;NA;NA;NA;NA;NA;NA;NA;NA
"161";"ES";2015;1078092;362356;252838;109518;32758;1078092;362356;252838;109518;32758;1078092;362356;252838;109518;492892;492892;1,0731013271;1,9023072943;401970384578,753;374587538405,677;0,820536;93,6825601557598;99,9182556762258;124,266024684753;125,910949319496;120,477872017425;0,030385161934232;NA;89,2490331690458;96,1910275641491;102,18187196578;106,004545550996;91,854181594184;NA;NA;NA;NA;NA;NA;NA;NA
"162";"ES";2016;1110842;381819;263543;118276;44410;1114420;377370;259451;117919;44410;1114420;377370;259451;117919;503724;503724;1,0985692674;2,011954211;423561167110,452;385557087467,038;0,80013;92,9245441990218;102,95354661002;130,940647537526;131,241938777035;130,112317525274;0,0398503257299761;NA;87,3928083602438;97,3535423932365;104,949706707269;107,577646027571;96,7376269733873;NA;NA;NA;NA;NA;NA;NA;NA
"163";"ES";2017;1143898;402862;276920;125928;41897;1162492;408390;281231;127159;41897;1162492;408390;281231;127159;523665;523665;1,0979310609;2,0147770081;446905791659,446;407043581858,223;0,777415;93,8134860584452;106,01719781941;138,157114099253;137,903559138875;138,530081515462;0,0360406781293979;NA;87,3363182698318;97,894849893771;105,059227967498;107,417674469764;97,5297691920377;NA;NA;NA;NA;NA;NA;NA;NA
"164";"ES";2018;1170030;409822;280798;129014;32687;1203859;423097;291209;131888;32687;1203859;423097;291209;131888;545718;545718;1,0762145469;1,9923727697;454626690103,706;422431281390,216;NA;95,5766891673883;108,43912828298;140,543969931104;139,8347667163;141,924908968901;0,0271518508396747;NA;87,1044128547215;98,5149271449614;103,364850526019;105,799675610514;95,3930962955261;NA;NA;NA;NA;NA;NA;NA;NA
"165";"ES";2019;1193243;418896;283035;135908;36617;1245513;434770;294685;140085;36617;1245513;434770;294685;140085;579402;579402;1,0753938325;1,9748272205;465863037853,979;433202259283,797;NA;98,8005529814718;110,590523960726;143,655798927973;140,948771706166;149,508817090745;0,0293991311210722;NA;88,5099941198458;98,908166461645;103,321834135329;104,886030572191;96,7108991589259;NA;NA;NA;NA;NA;NA;NA;NA
"166";"ES";2020;1058103;335359;257995;77085;16286;1117989;344340;265450;78890;16286;1117989;344340;265450;78890;555675;555675;0,9561746002;1,7575456921;372006420803,194;389056999329,135;NA;104,628854154369;98,0656623792603;115,007698981814;128,479086884421;84,7991815451635;0,0145672274056364;NA;89,4564095040955;93,1409439125039;93,853676953981;104,62326341544;68,7987645855919;NA;NA;NA;NA;NA;NA;NA;NA
"167";"ES";2021;1116506;383579;285433;97878;17924;1206842;421592;320767;100825;17924;1206842;421592;320767;100825;584966;584966;1,0048454567;1,8076925304;426825909081,926;424767715494,225;NA;104,851588619381;103,478489750448;131,544220276615;142,142953183903;107,673014091944;0,0148519855954632;NA;89,3270090993946;93,0962993635789;97,0056970052637;104,730788089455;78,991101245586;NA;NA;NA;NA;NA;NA;NA;NA
"168";"ES";2022;1177375;438917;293228;148418;18705;1327108;551431;391641;159790;18705;1327108;551431;391641;159790;622703;622703;1,0724250471;1,8571359806;485382542053,682;452602765466,375;NA;107,938538669423;109,119867577903;150,521781774161;146,024789972461;163,270739139522;0,0140945574889157;NA;88,9894361028711;94,9747667868378;103,410997633722;103,256223946999;102,44890555671;NA;NA;NA;NA;NA;NA;NA;NA
"169";"FI";1995;137708;33019;25663;8044;7653,3;102643,6;36710,4;31016,3;5694,1;7348;98549;35246;29779;5467;49318,4;47351;1,2336231208;0,7624591173;36630162887,006;29693155283,579;1,87757;78,6878113767882;65,3930716812689;44,6637268693864;45,1725898153527;47,5751123728413;0,0745618930684228;114,197847774085;101,714602962434;85,9709923143002;91,0262086131669;89,1652826997378;108,054563157852;NA;NA;NA;NA;NA;NA;NA;NA
"170";"FI";1996;142758;34922;27491;7912;7203,4;104142,2;37823,9;32153,8;5670,1;7061;102083;37076;31518;5558;50344,5;49349;1,223984283;0,723992671;38739004184,6498;31649919628,196;1,93772;79,1048740769312;67,791153216041;47,2378530462071;48,3902765309535;46,7944168440975;0,0691692054504668;117,658061333532;100,542266189671;87,6601628420871;91,3992719687502;90,5758917802898;101,254847733015;NA;NA;NA;NA;NA;NA;NA;NA
"171";"FI";1997;151800;39821;31920;8087;8215,9;112033,4;42323,3;36387,3;5936;8126;110807;41860;35989;5871;52586,7;52011;1,2641940876;0,6975068983;44174733989,2024;34942999989,2984;1,90875;78,4413509186035;72,0849063323599;53,8645709338816;56,1863019485663;47,8294298556896;0,0733347171207595;117,103878270415;99,3021243895184;90,5719321364145;93,3987822432823;94,5174609567801;91,1863435228614;NA;NA;NA;NA;NA;NA;NA;NA
"172";"FI";1998;160084;43354;35057;8331;9471,4;119733,4;44826,7;38774,2;6052,6;9530;120474;45104;39014;6090;55751,1;56096;1,2925796589;0,7422779728;48094006111,5462;37207769578,8359;1,89548;80,2264518648419;76,0187097846475;58,6435450708798;61,7081199063562;49,2725337118524;0,0791042050566927;120,41158101756;101,305651039641;92,5022601278702;94,7048356316189;97,2641637124926;85,6872951585931;NA;NA;NA;NA;NA;NA;NA;NA
"173";"FI";1999;167095;48269;38903;9471;11383;126916;47726;40973;6753;11383;126916;47726;40973;6753;59464;59464;1,3816467066;0,724987175;53545266572,6834;38754673186,3695;1,89805;81,474012441238;79,3480067431204;65,291905637918;68,4779356110612;56,0149041873669;0,0896892432790192;119,690896284607;100,695665347237;93,661912917699;99,878933310188;102,61577393222;92,1094698709576;NA;NA;NA;NA;NA;NA;NA;NA
