"";"geo";"time";"EE";"B11__CP_MNAC";"B1GQ__CP_MNAC";"B1GQ__CLV10_MNAC";"nulc";"WRT";"D1__CP_MNAC";"D1_aper__CP_MNAC";"P6__CP_MNAC";"P6__CLV10_MNAC";"XGSVD";"XMKT";"XPERF";"XSHA";"gdp_ind";"exp_ind";"tbalance_gdp";"nulc_rel15";"nulc_rel";"nulc_rel_imf";"gdp_ind_rel15";"exp_ind_rel15";"eci"
"133";"FR";1991;20701725;-3,605e+09;1092613100000;1497177700000;73,9268301008927;19623,1618379628;557854900000;26947,2664717554;233622300000;240456100000;268800542360,191;212520128607,502;1,264823921;6,2307486469;72,5433963790527;43,6053778057612;-0,00329942959680787;NA;NA;NA;NA;NA;1,62708
"134";"FR";1992;20685750;7,535e+09;1130918500000;1519656700000;75,6367722717955;20278,7136071934;579327700000;28006,1249894251;241135200000;254097400000;284049849150,487;224640680335,978;1,2644630916;6,3022776616;73,6325810544621;46,079151772243;0,00666272591703116;NA;NA;NA;NA;NA;1,71048
"135";"FR";1993;20574750;19234800000;1141474100000;1509201400000;77,4013218432735;20714,4193732609;588764200000;28615,8616751115;236642400000;254403800000;284392366916,429;223901750955,431;1,2701658906;5,8037465028;73,1259858973462;46,1347157099417;0,0168508422573933;NA;NA;NA;NA;NA;1,72926
"136";"FR";1994;20790400;17703600000;1179223100000;1544951700000;77,1596474073732;20923,8590888102;600829100000;28899,3525858088;255140800000;2,75636e+11;308127372497,489;239040813876,534;1,2890157438;5,7014484256;74,8582105915626;49,985057217799;0,0150129352113268;NA;NA;NA;NA;NA;1,71064
"137";"FR";1995;21106550;19434300000;1219350500000;1,579843e+12;78,1437914042614;21403,8533062012;622234700000;29480,6446340117;276505800000;301212100000;336718327567,702;259677771398,595;1,296677516;5,7730242851;76,5488137885515;54,6231408567582;0,0159382392511423;99,6061954761063;99,4262153602145;98,9815038967297;100,492947710714;111,843946539666;1,69969
"138";"FR";1996;21313300;22272700000;1252721600000;1601320700000;79,2434431809539;21791,5949196042;639569100000;30007,980932094;289058700000;313593900000;350559667235,921;276047990574,835;1,2699229091;5,5908664451;77,5894820435023;56,868511495787;0,0177794491609309;99,4780150836736;100,257877097664;98,8099899950925;99,8112979297677;109,976864290607;1,60763
"139";"FR";1997;21552075;38968800000;1293285600000;1638654100000;79,4490347015349;22138,6711024345;656178100000;30446,1681763821;330531200000;354615500000;396416804270,427;304985020112,161;1,2997910656;5,4028955911;79,398413364332;64,3075507474293;0,0301316275384184;98,641878161489;99,2036150844354;98,9463068554067;98,9540920225135;111,887650770352;1,58323
"140";"FR";1998;22017175;37189400000;1352603600000;1697672400000;79,5949898907441;22552,6753545811;681060100000;30933,1283418513;353643300000;3,8568e+11;431143120001,856;327056707026,466;1,3182518834;5,8194238031;82,2580524910154;69,9409252338618;0,0274946776720097;97,7271944963805;98,3077014980195;97,999803390907;99,6838137103971;115,338221275337;1,54483
"141";"FR";1999;22621225;33760800000;1399985300000;1753538400000;80,611524153401;22973,8354134226;712456300000;31495,0361883585;364313800000;404021500000;451646676150,773;346035787913,076;1,305202213;5,5396585618;84,9649518671631;73,2670543569091;0,0241151103515158;97,1511076013379;97,6556246321714;97,3651230917036;99,9078102756433;115,189757757685;1,56021
"142";"FR";2000;23268225;1,9288e+10;1,480233e+12;1825709400000;81,6687063732498;23712,5135243449;751507200000;32297,5731926264;423930800000;458240900000;512257341159,662;386008385295,677;1,3270627289;5,01112698;88,461884435737;83,0994413140364;0,0130303810278517;96,6860172818835;97,1415081539489;96,785164556282;100,096460814737;116,212753114329;1,58127
"143";"FR";2001;23665500;23920400000;1539164600000;1861060800000;83,7340720845773;24447,0516152205;7,85432e+11;33188,9036783503;435795700000;472209700000;527872752938,033;393734496590,764;1,3406820015;5,159217918;90,1747810563281;85,6326055859892;0,0155411578462758;97,071233363485;97,4257295055677;97,0833976957569;100,100506068332;116,863354587313;1,58792
"144";"FR";2002;23801575;31324600000;1589312800000;1882898700000;86,1708899742204;25339,9281350079;817774100000;34357,9826124952;4,38137e+11;481590900000;538359788401,011;402901845487,433;1,336205814;5,2034099395;91,2329022371246;87,3338340857919;0,0197095247707059;98,0920434809913;98,6654154241553;98,3662543172541;100,25724044232;116,930159150202;1,60699
"145";"FR";2003;23809850;23025500000;1632592100000;1898770400000;87,9528360780067;25992,9776962056;841720900000;35351,7934804293;4,2731e+11;477464200000;533746641975,706;424363834795,76;1,2577571372;5,234290431;92,0019405578993;86,5854799679673;0,0141036453624883;98,4258363778434;98,973134736692;98,8690137499346;100,144609637929;113,844662949165;1,60873
"146";"FR";2004;23825200;17202900000;1701480200000;1947273826249,64;88,7619805658622;26932,8735960244;871163800000;36564,8053321693;449359400000;500031900000;558974573393,633;464312058593,58;1,2038769251;4,9812856574;94,3520979748645;90,6780069810357;0,0101105496261432;98,4399799102419;98,8478286150211;98,6699319219006;100,52753315571;110,530902889676;1,55541
"147";"FR";2005;23968275;1560499999,99997;1,764393e+12;1981008535516,66;90,455202024498;27769,5078181471;903162100000;37681,5644847199;476424600000;520590800000;581956911834,325;500846539563,638;1,1619465562;4,6376145985;95,9866603825797;94,4062492746222;0,000884440144570949;99,1297890631049;99,4017579126318;99,1742737542635;100,229922691541;108,832311453338;1,54456
"148";"FR";2006;24226475;-4473600000,00002;1850089800000;2033310136454,35;91,9193225821066;28700,5682832521;942011600000;38883,5602373024;517356300000;553737200000;619010537412,082;550093684380,486;1,1252820292;4,4115224735;98,5208523947115;100,417164759407;-0,00241804478896107;99,6462750175973;99,7346320133137;99,4225092453673;99,6476382441563;105,690006981145;1,50134
"149";"FR";2007;24588300;-14051400000;1,942595e+12;2081713237322,15;93,3960421962887;29436,0569864529;979930300000;39853,5197634647;541892200000;569244800000;636346139589,382;593773668545,203;1,0716981458;4,3253920432;100,86614870271;103,229381862074;-0,00723331420084989;99,4431128824528;99,4288148525747;99,1657780880911;99,1864729107521;101,682307066263;1,47143
"150";"FR";2008;24705425;-23113499999,9999;1991751300000;2084990537380,9;96,128949994222;30206,0984581322;1010192400000;40889,4969424732;5,60392e+11;570686600000;637957895839,171;608495409380,316;1,0484185846;4,1871818587;101,024945134967;103,490844281702;-0,0116046114793548;98,6433406810169;98,6961473271002;98,423455787514;99,0934055860989;100,973170294158;1,46951
"151";"FR";2009;24381425;-15100500000;1937386300000;2026907436339,56;99,1597985183312;30624,067297133;1013013800000;41548,5887309704;4,8153e+11;509226500000;569253012854,245;541065896794,099;1,0520955326;4,2474854538;98,2106196064971;92,3453966075532;-0,00779426384918692;98,1328058715869;98,1422352712603;98,0904675042429;100,736913712732;102,996758058556;1,46536
"152";"FR";2010;24341275;-25471500000;1993984500000;2063837337001,66;100;31552,0941281835;1040210600000;42734,4335906808;533221700000;551436800000;616438971260,733;601361435279,915;1,025072336;3,7576639302;100;100;-0,0127741715143724;99,9999999999999;100;100;99,9999999999999;99,9999999999999;1,45099
"153";"FR";2011;24445400;-40169200000;2057217800000;2109421437818,92;100,540113048696;32103,54095249;1068928200000;43727,1715742021;5,84335e+11;587206400000;656425013952,131;638793439749,978;1,0276013702;3,6284161724;102,208706083566;106,486618230775;-0,0195259831020323;99,8979239168849;99,8801673468626;99,9446902235894;100,358355016788;99,7797404558312;1,43611
"154";"FR";2012;24448450;-27173400000,0001;2088587800000;2117091937956,44;102,37168764521;32738,5907900092;1,092359e+12;44680,0921939837;610668600000;605309200000;676661732663,938;646929163923,498;1,045959543;3,4635716132;102,580368132701;109,769460434995;-0,0130104178526754;100,11527494836;100,071519922429;100,235595811252;100,902822463883;100,702845752281;1,36854
"155";"FR";2013;24391225;-22222200000,0001;2119379700000;2131535138215,38;103,270546241316;33236,4610633537;1,109468e+12;45486,3583112369;622960100000;618736200000;691671478236,083;665698885808,201;1,0390155264;3,5441989464;103,280190739842;112,204372287087;-0,0104852377325309;99,7491418849641;99,7095397727615;99,8670033757789;101,324638378317;101,231769917126;1,24155
"156";"FR";2014;24482925;-25101600000;2,151962e+12;2152053438583,25;103,874708605569;33495,6709625178;1,126701e+12;46019,8689494821;639490100000;639394500000;714764933732,698;692149014028,628;1,0326749287;3,5735705466;104,274372790917;115,950640218426;-0,0116645182396343;99,6157934071767;99,6157934071767;99,6577914671747;100,494092341946;100,30510102665;1,15748
"157";"FR";2015;24538900;-12163199999,9998;2199604700000;2174872638992,36;104,127704617712;33933,3140442318;1141421200000;46514,7663505699;673179600000;668040500000;746787661941,506;717798358859,566;1,0403864159;3,5338515821;105,380041343375;121,145433166593;-0,00552972086302589;99,1249617066674;99,1249617066674;99,0639868844852;99,2343591963153;100,086948008286;1,41803
"158";"FR";2016;24715950;-13732300000;2232739400000;2196192239374,59;105,092273387089;34428,4197046846;1163287200000;47066,2547868886;675333800000;6,78838e+11;758857947769,706;739082662702,809;1,0267565268;3,601837318;106,413049129405;123,103499802697;-0,0061504266910863;98,8780688502865;98,8780688502865;98,7955977335724;98,2854464935945;98,9112658075493;1,40465
"159";"FR";2017;25004450;-24714900000;2,29941e+12;2249980840338,94;105,803282261566;35170,5876354009;1199841200000;47985,1066510161;712133400000;710131300000;793840033947,766;780014826567,343;1,0177242879;3,5135565963;109,019291394723;128,77836589796;-0,0107483658851618;98,3152072275345;98,3152072275345;98,2156625851019;98,1154880600561;97,8888983786834;1,38964
"160";"FR";2018;25239700;-24146100000;2364478500000;2290996841074,3;106,653605508001;35784,0465615677;1231532400000;48793,4642646307;750661400000;742285800000;829784836509,733;809981388501,446;1,024449263;3,5342322038;111,006657356178;134,609405828556;-0,0102120192676736;96,7048009016071;96,7048009016071;96,5878286887923;98,1241297243185;99,681017343421;NA
"161";"FR";2019;25482850;-23706800000;2440013300000;2334164741848,24;105,644864558442;36564,5914801523;1,24287e+12;48772,802100236;771399100000;754334300000;843253587498,487;827187354131,861;1,019422726;3,502332587;113,098290257667;136,794334364337;-0,00971584868000515;93,2991744896059;93,2991744896059;93,1901415575657;98,4525196002844;99,4269515281803;NA
"162";"FR";2020;25206000;-44950500000,0001;2309739100000;2149746938541,9;110,43684685922;35543,5967626756;1196594900000;47472,6215980322;634151400000;626338100000;700169473682,936;751444479436,465;0,9317647449;3,2507506958;104,162614950316;113,582934617349;-0,0194612889395171;92,7436140483025;92,7436140483025;92,5931931660494;96,4410205536596;92,961261532766;NA
"163";"FR";2021;25708225;-48033099999,9998;2498822300000;2295167741149,08;110,974083911127;37413,1508495822;1,283754e+12;49935,5361951282;735083300000;680049800000;760212592119,473;822474245402,398;0,9242995709;3,1643077241;111,208751775152;123,323253000162;-0,019222295238841;92,7314659558125;92,7314659558125;92,4740027946428;98,0762317479086;92,4294811733183;NA
"164";"FR";2022;26014697,4894225;-73478847001,4875;2615309688179,9;2349376903464,67;115,596323881597;39432,1467842808;1368807978795,92;52616,7171212533;857397614431,296;732611258132,813;818969880677,936;870442112403,485;0,9408665654;3,0128129718;113,835371680883;132,854981410891;-0,0280956581675895;93,0482750567455;93,0482750567455;92,7964902275153;97,795631100871;95,6957898418357;NA
"165";"FR";2023;25987390,7723455;-85253000990,1479;2735823542585,53;2381212666675,7;119,443639539023;41414,2422750549;1433530779845,09;55162,5514236151;915562425696,452;774115986588,278;865367096300,004;902289714984,56;0,9590789764;2,9613924629;115,377923636905;140,38163332376;-0,0311617323497327;92,4644013305844;92,4644013305844;92,3041346158293;97,7466356686778;97,8949880833174;NA
"166";"DE";1991;35308000;-7,266e+09;1,590776e+12;2,225604e+12;82,3220356312365;19861,3345417469;8,53457e+11;24171,7741021865;3,77699e+11;4,25546e+11;472102034543,57;436534610187,357;1,081476757;10,2227846265;80,1427413982463;37,516441974377;-0,00456758211086916;NA;NA;NA;NA;NA;2,22515
"167";"DE";1992;34751500;-8,606e+09;1,700283e+12;2,258968e+12;88,0406974400097;21898,6230810181;9,26427e+11;26658,619052415;3,76855e+11;4,20293e+11;466274340269,726;457246052668,584;1,0197449219;9,9544000976;81,3441601699645;37,0533337094857;-0,00506151034857139;NA;NA;NA;NA;NA;2,32404
"168";"DE";1993;34192750;5,59e+08;1,748848e+12;2,23665e+12;91,0718524752712;22844,9890693203;9,48855e+11;27750,1809594139;3,54461e+11;3,95017e+11;438233068526,781;462119928670,292;0,9483102574;8,873921573;80,5405016114222;34,8249833376238;0,000319638985206261;NA;NA;NA;NA;NA;2,28213
"169";"DE";1994;34129000;2,74e+09;1,828636e+12;2,291727e+12;91,3003854357805;23288,7280611796;9,7466e+11;28558,1177297899;3,85166e+11;4,2654e+11;473204781185,147;496610389843,595;0,9528692731;8,7843447797;82,5237932338273;37,6040737305738;0,00149838458829423;NA;NA;NA;NA;NA;2,29872
"170";"DE";1995;34241250;7,715e+09;1,895045e+12;2,32872e+12;93,2353758141615;23979,6152301683;1,011383e+12;29536,9765998613;4,16787e+11;4,55967e+11;505851185029,886;541535848670,584;0,9341047066;9,0358027234;83,8558902432437;40,198379253314;0,00407114342931171;123,498759066833;121,865484255198;121,536877697849;113,825501052354;76,9129518981161;2,30351
"171";"DE";1996;34198750;1,379e+10;1,922396e+12;2,348467e+12;93,299611069865;24256,2959172484;1,020662e+12;29845,0089550057;4,40003e+11;4,83585e+11;536490678739,202;578146010071,14;0,9279501534;8,6260340932;84,566968545759;42,6332020326336;0,00717333993620461;121,510129227326;120,726745244202;119,590441426014;111,989950456728;77,3602616538651;2,33549
"172";"DE";1997;34122750;2,1427e+10;1,963564e+12;2,39212e+12;91,9627193040371;24262,2883560088;1,024737e+12;30030,9031364705;4,98852e+11;5,4347e+11;602927280983,475;639149838414,332;0,9433269708;8,1829263422;86,1388883887578;47,91270678097;0,0109123002866217;117,829853991807;117,017129071066;117,116280398889;110,154908289701;78,2485470549462;2,25612
"173";"DE";1998;34530000;2,4466e+10;2,01242e+12;2,435092e+12;92,2924909154653;24476,8896611642;1,046886e+12;30318,158123371;5,30676e+11;5,82019e+11;645693659540,952;685297811639,636;0,9422088449;8,729108858;87,6862858068814;51,311214396293;0,0121575019131195;116,762002320612;116,143575420729;116,102982317374;108,488043597525;79,6032171787383;2,20218
"174";"DE";1999;35127250;1,0577e+10;2,054688e+12;2,477684e+12;93,3221633676589;24789,0170736394;1,077081e+12;30662,263627241;5,51941e+11;6,10701e+11;677513558106,04;723465954576,212;0,936482987;8,3920168285;89,2199996399057;53,8398401822458;0,0051477401921849;115,833255355461;115,239731708564;115,205907339053;106,603100555368;79,4817676325079;2,26714
"175";"DE";2000;35958250;3,742e+09;2,109044e+12;2,555459e+12;94,1167155124759;25093,9631378057;1,120349e+12;31156,9389500323;6,50739e+11;6,99197e+11;775691291298,145;814259047643,394;0,9526345376;7,6891710237;92,0206334059524;61,6417113053782;0,00177426360000076;114,521094003358;114,08215551797;113,948890785112;105,582842816222;81,3412398845871;2,26168
"176";"DE";2001;35831750;3,6097e+10;2,175219e+12;2,601834e+12;93,9260820185518;25685,7675106575;1,13837e+12;31769,868901184;6,94559e+11;7,41617e+11;822752169100,635;831132662746,071;0,9899167798;8,2254183913;93,6905709295836;65,3814890698339;0,0165946509294007;111,130259095227;110,770601741052;110,657475327088;105,591625496217;85,3831417338467;2,23828
"177";"DE";2002;35603750;9,4235e+10;2,201595e+12;2,597521e+12;94,6357696783236;26059,8953761893;1,14507e+12;32161,499842011;7,19288e+11;7,72926e+11;857486469504,175;858703363309,845;0,9985828706;8,5433326067;93,5352622387065;68,1417130685926;0,0428030586915395;109,758203343374;109,806392373476;109,557894378319;103,969424555691;87,8467091996574;2,2377
"178";"DE";2003;35102000;83821000000,0001;2,214867e+12;2,579061e+12;95,6166239320254;26413,9365278332;1,148716e+12;32725,0868896359;7,27889e+11;7,86876e+11;872962642190,283;902955903563,296;0,966783249;8,9152450245;92,8705280783565;69,3715551198457;0,0378447103144343;108,947390888149;108,993447285845;109,138495938068;101,678134606383;88,1334553324588;2,19574
"179";"DE";2004;35100750;1,15762e+11;2,255021e+12;2,597068e+12;95,2494175826142;26575,5575023326;1,152294e+12;32828,1874318925;8,02251e+11;8,68662e+11;963696280850,218;991154066146,876;0,9722971572;8,8930062963;93,5189499648908;76,5818678082892;0,0513352203815397;107,296499213019;107,3369321354;107,360333327913;99,6405852340686;90,9716277698297;2,20445
"180";"DE";2005;34929750;1,17662e+11;2,284708e+12;2,620445e+12;94,274354551173;26690,6576771949;1,150764e+12;32945,0969445816;8,67274e+11;9,29471e+11;1031157971521,87;1072163631690,66;0,9617542892;8,4411429615;94,3607425145388;81,9428330623861;0,0514997977859753;104,273213614932;104,335799759406;104,204093391179;98,1842798211133;92,2496542411579;2,15958
"181";"DE";2006;35158000;1,29507e+11;2,385557e+12;2,725226e+12;92,2222749146577;26922,3505318846;1,170728e+12;33299,0500028443;9,88776e+11;1,048777e+12;1163516412990,61;1175414278772,15;0,9898777257;8,427244762;98,1338470679318;92,4609359847376;0,0542879503612783;99,863490620653;99,9121006905717;99,694653217172;99,2111500258673;96,180049247746;2,11126
"182";"DE";2007;35804000;1,70723e+11;2,502732e+12;2,809506e+12;92,0196507484217;27323,259970953;1,204282e+12;33635,4038654899;1,086964e+12;1,145616e+12;1270949895911,76;1268514419055,79;1,0019199442;8,6748837649;101,168722205218;100,998331999168;0,0682146550249887;97,2645003841411;97,3455543564381;97,211393367717;99,5975784822168;99,6803121711225;2,01485
"183";"DE";2008;36360500;1,53154e+11;2,542791e+12;2,828722e+12;94,9177995903293;28005,858005253;1,250707e+12;34397,4092765501;1,112306e+12;1,160348e+12;1287293621790,74;1301623421809,88;0,988990825;8,3110125361;101,860679498028;102,297115733867;0,0602306677977073;96,8224166000512;96,91447968525;96,7390305595465;100,113020047263;99,7196174802904;1,95078
"184";"DE";2009;36414000;1,21691e+11;2,443526e+12;2,669167e+12;101,091004426898;28017,7404295051;1,256915e+12;34517,3559619926;9,299e+11;9,94714e+11;1103538755361,28;1157724535037,84;0,9531963105;8,199420196;96,1151941808754;87,6947029512683;0,0498013935599621;100,344885875755;100,325693619978;100,307588531599;98,1126110192712;96,7785374359013;1,91653
"185";"DE";2010;36534250;1,32411e+11;2,558586e+12;2,77705e+12;100;28753,9500605596;1,293604e+12;35407,980182979;1,085122e+12;1,134292e+12;1258387015661,04;1290169038583,75;0,9753660009;7,6361544228;100;100;0,0517516315652474;100;100;100;100;100;1,88894
"186";"DE";2011;37018250;1,29919e+11;2,689413e+12;2,887807e+12;100,345319838368;29747,8135784377;1,349842e+12;36464,2304809114;1,208383e+12;1,231023e+12;1365700683051,73;1375858932417,89;0,9926167944;7,5043242449;103,988296933797;108,527874656614;0,0483075674877752;99,4366827000128;99,4226603786194;99,4389083324072;102,570028700704;102,477566085106;1,9408
"187";"DE";2012;37498750;1,68488e+11;2,746344e+12;2,905661e+12;103,694125685632;30602,8334277809;1,403514e+12;37428,287609587;1,274003e+12;1,274899e+12;1414376851709,48;1399887584367,89;1,0103503078;7,2252674896;104,631209376857;112,396014430147;0,061349925573781;101,326644655345;101,286573338961;101,40847685101;103,203000464722;104,114695809797;1,87347
"188";"DE";2013;37856500;1,63811e+11;2,815806e+12;2,921777e+12;106,109557781598;31274,0744654155;1,444173e+12;38148,613844386;1,281857e+12;1,289986e+12;1431114415674,74;1443908562518;0,9911392264;7,2932722134;105,211537422805;113,726095220631;0,0581755277174635;102,652435461139;102,62978817422;102,758669348844;103,305986170558;103,508657902284;1,84608
"189";"DE";2014;38264000;1,95033e+11;2,931652e+12;2,986159e+12;107,962406450592;32196,163495714;1,501769e+12;39247,5695170395;1,339226e+12;1,350366e+12;1498100172433,68;1501183906481,12;0,9979457986;7,4828427089;107,52989683297;119,049239525625;0,0665266545961117;103,871761519949;103,871761519949;103,880327385374;103,977153372114;104,277870925606;1,81367
"190";"DE";2015;38718000;2,28583e+11;3,023097e+12;3,023153e+12;110,916394742795;33126,6852626685;1,561973e+12;40342,2955731184;1,416293e+12;1,41625e+12;1571192083634,51;1557852267509,27;1,0085629532;7,4348479046;108,862029851821;124,85762043636;0,0756121950436919;106,548924884678;106,548924884678;106,416792052619;102,82015077606;104,814625856399;2,09809
"191";"DE";2016;39321500;2,28696e+11;3,128915e+12;3,087915e+12;112,813516389523;33949,0609463016;1,622722e+12;41268,0594585659;1,438101e+12;1,44873e+12;1607225495021,23;1602162221441,58;1,0031602752;7,6697340438;111,194072847086;127,721080638848;0,0730911514055192;107,186382648615;107,186382648615;107,030554144442;103,244740288486;104,621440744623;2,08459
"192";"DE";2017;39979250;2,32667e+11;3,270997e+12;3,180212e+12;114,289902192475;34820,4130892901;1,693096e+12;42349,3687350313;1,543974e+12;1,529239e+12;1696542425973,63;1693355013606,41;1,001882306;7,6175701557;114,517635620533;134,818812087187;0,0711303006392241;107,375634236177;107,375634236177;107,175419853931;103,773765809248;104,65605624484;2,07537
"193";"DE";2018;40635750;2,09581e+11;3,372343e+12;3,215316e+12;118,258181162164;35928,7573134494;1,77122e+12;43587,72755517;1,598894e+12;1,566831e+12;1738247105802,75;1761903184661,48;0,9865735648;7,5300343725;115,781710808232;138,132949892973;0,062146999875161;108,950344915328;108,950344915328;108,714797408784;102,775817553306;103,843746024688;NA
"194";"DE";2019;41117500;1,98359e+11;3,479212e+12;3,250268e+12;122,377892644034;36994,5643582416;1,852848e+12;45062,2727549097;1,625753e+12;1,584651e+12;1758016668330,81;1799918883319,31;0,9767199426;7,381297775;117,040312561891;139,703973932638;0,0570126223984052;110,697739615829;110,697739615829;110,457585535009;102,128043823659;102,860099434541;NA
"195";"DE";2020;40861750;1,9055e+11;3,360224e+12;3,090107e+12;128,374798899176;36949,8124774392;1,847868e+12;45222,4390781109;1,455214e+12;1,424662e+12;1580524382174,69;1648070229343,72;0,9590151888;7,4704879108;111,273005527448;125,599228417374;0,0567075290218747;110,205254735044;110,205254735044;110,010054305053;103,415995307765;104,947744400899;NA
"196";"DE";2021;40988250;1,88863e+11;3,561985e+12;3,178851e+12;129,519577535282;38264,600220795;1,917888e+12;46791,1657609193;1,679815e+12;1,559413e+12;1730017553904,14;1807832479176,41;0,9569567832;7,2392051267;114,468626780216;137,478973668156;0,0530218403502541;110,678623440276;110,678623440276;110,363676157226;100,534468582859;106,001881781296;NA
"197";"DE";2022;41645600,404807;85428195492,2397;3851299442642,23;3238179607452,42;134,430936605431;39981,3260574788;2027765867858,69;48690,9985244115;1860098993642,66;1581376300649,13;1754383706850,58;1902594144918,09;0,922100865;6,5368821433;116,605016382579;139,415274078379;0,022181654988019;110,534884970669;110,534884970669;110,14814170566;99,5883451238531;102,379944225069;NA
"198";"DE";2023;42062497,993875;78358364953,6218;4090480728182,94;3293534412492,18;139,649728181617;41983,4126288721;2142495660065,62;50936,0062347607;2036115480066,99;1659593113073,84;1841157677893;1965518687800,85;0,9367286556;6,5849217018;118,59831160736;146,310924618514;0,0191562728590167;110,508672724327;110,508672724327;110,230454649699;100,046803070336;104,085564213542;NA
"199";"EL";1991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,143166
"200";"EL";1992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,081695
"201";"EL";1993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,099136
"202";"EL";1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,006531
"203";"EL";1995;2382898,41715539;-8642300000;104662100000;151808500000;48,123954780094;9047,0678346144;27203966662,5601;11416,3350257436;15097800000;20185800000;22398625064,9564;19592369521,1828;1,1432320649;0,3528491503;70,2449969437271;42,2994392429361;-0,0825733479454358;62,3470264681973;61,2737587543548;60,2839272714929;90,7735862178145;82,5773034934192;0,006074
"204";"EL";1996;2381977,04512363;-10252500000;114908200000;156153500000;50,9635800662278;9745,074048686;29633741370;12440,8173582806;16416900000;21010300000;23313509110,4763;20728372898,4344;1,1247148642;0,3504191948;72,2555201471083;44,0271828872702;-0,0892233974598854;64,8229946202462;64,4883289108106;62,8313013746379;91,7022688099652;81,7628781519094;0,029853
"205";"EL";1997;2380019,12955612;-8629499999,99998;126353800000;163155700000;55,5709333636332;11192,3795137596;33761736569;14185,4895827231;20497500000;25864200000;28699507495,6179;22755259224,3338;1,2612252496;0,3721366601;75,4955858720141;54,1985532635391;-0,0682963234979872;69,9325143425574;69,4534649466151;68,8987763159345;93,027123971851;90,897978206149;0,151935
"206";"EL";1998;2493347,88946337;-12486500000;129057300000;169510500000;59,3446665201592;11830,4445723972;37458737284;15023,4700269051;21031900000;27031900000;29995214105,6284;24220096550,2876;1,2384432095;0,3597027905;78,4360859532217;56,6454741288987;-0,096751597933631;74,1860430655032;73,8762670236736;73,1533894212983;94,0013272153424;89,7908401544433;0,179631
"207";"EL";1999;2548630,21136934;-12406800000;139945100000;174718900000;62,6209690425071;12568,4700660397;40741264626;15985,5535119433;26947900000;33639800000;37327490981,7852;25205651521,0251;1,4809175216;0,4276443192;80,8461225590883;70,492359789779;-0,088654765332977;76,836178701876;76,2320901141585;75,8264273360609;94,1226620885037;107,017771928914;0,146522
"208";"EL";2000;2569936,93960394;-15697200000;1,42976e+11;181567400000;64,3121408310873;13458,0644201839;43481615979;16919,3318750074;33911600000;41102100000;45607829626,8834;27681974188,8915;1,6475641988;0,4064059831;84,0150680500794;86,1296446862191;-0,109789055505819;77,6818157992261;77,2048386485311;76,7215907912805;94,0900449116394;115,974845918333;0,159244
"209";"EL";2001;2618226,55864195;-16075400000;152193800000;189069100000;66,6249208535528;14196,5538594489;46906399474;17915,3325441516;34683100000;41151500000;45662644996,0146;28179205151,7359;1,6204376507;0,4104906696;87,4862629671806;86,2331626195486;-0,105624539238786;78,6584339673776;78,1949355007657;77,7298077130494;96,0794509828841;112,675998794251;0,205573
"210";"EL";2002;2717439,85669037;-16547600000;163460800000;1,96486e+11;73,8712698652236;15757,1584966559;54048296588;19889,4177749445;32876600000;38137300000;42318019780,7251;29152900488,6545;1,4515886609;0,3904330043;90,9182191345357;79,9168922826752;-0,101232833804802;85,232054013947;85,0116618500171;84,6260506802444;98,9521390833794;102,738359008419;0,190595
"211";"EL";2003;2770129,03699222;-1,986e+10;178904900000;207871500000;76,818497396424;16813,0876027963;59461463301;21465,2323075761;33177200000;37857300000;42007325380,791;30974068445,7673;1,3562094839;0,4063799905;96,1865302811632;79,3301509601603;-0,111008697917162;86,8446440654896;86,7403170372859;86,7388894148319;103,891254361347;100,857514831862;0,221214
"212";"EL";2004;2874779,66085457;-16431400000;193715800000;218391800000;78,8682885544752;17673,2038412631;64137729152;22310,4852261735;40114900000;44880100000;49799984780,2786;34222322842,885;1,4551900819;0,4443939744;101,054495127315;94,0464615307243;-0,0848221982925502;88,2926622394972;88,1708922475756;88,1301412621442;107,001724654375;111,564832967963;0,210503
"213";"EL";2005;2956671,65175;-16490100000;199242300000;219700300000;83,4503821759967;18103,9479356181;68270614940;23090,3607100206;4,2463e+10;46378900000;51463087518,211;37169942860,5372;1,3845350183;0,4138042391;101,659965693857;97,1872040099578;-0,0827640516095227;92,1462217760197;92,0517399839916;91,9286154244697;105,680040872934;109,324644298458;0,233397
"214";"EL";2006;3069855,616;-22880300000;217861600000;232118700000;84,5342840818921;18822,6689886773;73066422435;23801,2569888238;4,613e+10;48796500000;54145711737,0698;41097698503,3699;1,3174876869;0,393309939;107,406221470352;102,25329622893;-0,105022179218366;92,2815145787957;92,1219056938501;91,9376990218479;108,264828890056;105,366586229902;0,172724
