"";"geo";"time";"EE";"B11__CP_MNAC";"B1GQ__CP_MNAC";"B1GQ__CLV10_MNAC";"nulc";"WRT";"D1__CP_MNAC";"D1_aper__CP_MNAC";"P6__CP_MNAC";"P6__CLV10_MNAC";"XGSVD";"XMKT";"XPERF";"gdp_ind";"exp_ind";"tbalance_gdp";"year";"nulc_rel15";"nulc_rel";"nulc_rel_imf";"gdp_ind_rel15";"exp_ind_rel15";"eci"
"1";"AT";1991-01-01;3017284,7174138;-738918228,502762;143617789599,188;220957771457,235;78,2522058192439;20089,9205899081;73686672036,716;NA;50037087453,6565;62896374199,0528;69780964576,7616;59496811159,9844;1,1728521784;67,8144713549259;39,5898944141814;-0,0051450327328178;1991;NA;NA;NA;NA;NA;1,95901
"2";"AT";1991-04-01;3031989,69969307;-1233826478,97587;146220621946,555;222882658660,939;78,4860368470084;20399,8664030724;74550704613,6984;NA;50654954926,8282;63499490930,2648;70450098017,1595;59502664083,0617;1,1839822486;68,4052412892719;39,9695240512181;-0,00843811538037942;1991;NA;NA;NA;NA;NA;1,95901
"3";"AT";1991-07-01;3044482,4712396;-1810246791,21217;148831539660,246;224778450558,779;79,6057951776188;20704,2173329875;76257476766,612;NA;51342640136,1595;64218983484,4002;71248345691,5718;59566244825,1732;1,1961194784;68,9870815409322;40,4224060275282;-0,0121630589547391;1991;NA;NA;NA;NA;NA;1,95901
"4";"AT";1991-10-01;3054018,97523311;-2305786557,85915;151282131194,749;226439144073,401;80,10919470371;20999,4475390391;77306665960,0291;NA;51887618821,6587;64832641392,5404;71929174138,2905;59968285272,9347;1,1994535747;69,4967674054932;40,8086707701159;-0,015241631907544;1991;NA;NA;NA;NA;NA;1,95901
"5";"AT";1992-01-01;3059955,55001192;-2712821166,07262;153541733386,848;227783015506,258;81,1846011241663;21291,8046309385;78809409293,2426;NA;52185960015,1733;65275139745,3459;72420108031,9467;61900585406,6375;1,1699422155;69,9092169436432;41,0871997519389;-0,0176682984243618;1992;NA;NA;NA;NA;NA;2,00948
"6";"AT";1992-04-01;3063029,63187551;-2626815128,25439;155269570603,898;228479807901,838;82,1520044479193;21557,7193313983;79992461751,0476;NA;51974862224,8022;65102965237,759;72229087430,7127;61829333130,6526;1,168200978;70,1230705123081;40,9788251331635;-0,0169177715764768;1992;NA;NA;NA;NA;NA;2,00948
"7";"AT";1992-07-01;3063539,45383036;-2225324174,37118;156639351476,28;228737390079,338;82,7921001967689;21804,2032098264;80706615280,1285;NA;51457264166,4271;64559119507,4717;71625712750,953;61698623543,4017;1,1608964453;70,2021254334472;40,6365034124942;-0,0142066738236475;1992;NA;NA;NA;NA;NA;2,00948
"8";"AT";1992-10-01;3062384,76096295;-1655383993,88388;157806897409,539;228796072371,807;84,3648853098326;22030,3704205503;82260881356,9767;NA;50877789910,8207;63880602779,6561;70872926086,3577;62288191426,2461;1,1378228275;70,2201357012709;40,2094135213113;-0,0104899343505109;1992;NA;NA;NA;NA;NA;2,00948
"9";"AT";1993-01-01;3058259,99718203;-744396522,190277;158630460520,279;228504729305,863;84,9968831589273;22229,045088089;82771584003,212;NA;50148945351,8736;62927587548,7312;69815594516,4993;60452144933,2236;1,1548902788;70,1307191767033;39,6095415438262;-0,00469264553446288;1993;NA;NA;NA;NA;NA;2,0734
"10";"AT";1993-04-01;3056886,10616779;-507591537,389809;159994080977,984;228998309517,813;85,6042275587294;22423,0609303147;83543095341,0614;NA;50180040358,8454;62790789975,5388;69663823182,6078;60729190914,2776;1,1471225309;70,2822045982112;39,5234348079806;-0,00317256447417987;1993;NA;NA;NA;NA;NA;2,0734
"11";"AT";1993-07-01;3056813,56451171;-669863413,171341;161639703397,957;229916296579,599;85,5042873324908;22609,111763665;83780070200,6771;NA;50646056315,7219;63116958556,2926;70025693933,8153;61161970336,2767;1,1449221395;70,5639453439433;39,7287404370842;-0,00414417620850328;1993;NA;NA;NA;NA;NA;2,0734
"12";"AT";1993-10-01;3058672,9656675;-1202182513,54096;163550951418,903;231190915733,357;86,2992240637172;22792,8308992983;85027758254,9986;NA;51450375816,169;63840326938,0442;70828241681,0544;61839232454,6539;1,1453609443;70,9551405642829;40,1840620390174;-0,00735050761314014;1993;NA;NA;NA;NA;NA;2,0734
"13";"AT";1994-01-01;3063417,92826379;-2382371147,52496;165846594496,918;232922300841,337;86,3514376350233;22974,231863916;85716359349,0586;NA;52654584161,7069;65060312594,6029;72181766060,9344;62652862326,5069;1,1520904773;71,4865224886892;40,9519775817658;-0,0143649084550195;1994;NA;NA;NA;NA;NA;2,12007
"14";"AT";1994-04-01;3069310,9999692;-3053800282,14241;167973687736,534;234435910856,482;86,1554909684746;23162,1617218574;86077604503,0935;NA;53722256574,4805;66160523714,8524;73402405472,7728;64681406296,1656;1,1348300799;71,9510667422704;41,644501477438;-0,0181802300306241;1994;NA;NA;NA;NA;NA;2,12007
"15";"AT";1994-07-01;3076261,74881892;-3446777417,45892;170055362666,125;235919788367,055;87,1030643014563;23351,5855468229;87575147363,5082;NA;54831231348,805;67314952698,1121;74683197394,6136;65714280874,4347;1,1364835223;72,4064857495826;42,3711526101612;-0,0202685605641622;1994;NA;NA;NA;NA;NA;2,12007
"16";"AT";1994-10-01;3083072,2980944;-3462932002,42009;172051210770,249;237398360305,678;87,5746938227786;23539,2273507934;88601161585,7529;NA;56005640152,1854;68512290171,6761;76011594538,2198;67891659390,5927;1,1196013652;72,8602764160827;43,1248123363407;-0,0201273329430059;1994;NA;NA;NA;NA;NA;2,12007
"17";"AT";1995-01-01;3087731;-1565184000;173934432000;239120728000;87,9122885778805;23922,7430653771;89588008647,2322;NA;59232368000;71658672000;79502376983,2043;68705688925,3191;1,1571440186;73,3888907929337;45,1052909562341;-0,00899870130371886;1995;NA;NA;NA;92,8824510688789;98,2952565610326;2,07826
"18";"AT";1995-04-01;3091671;-2922372000;175913088000;240930084000;87,6138720930334;23955,8035534829;89959488925,2311;NA;58769180000;71187556000;78979692975,9593;70920663547,4353;1,1136344335;73,9442028773363;44,8087487002719;-0,016612589962607;1995;NA;NA;NA;93,0171552996914;96,2580551635924;2,07826
"19";"AT";1995-07-01;3094188;-1348708000;177530624000;241710352000;87,5154017140955;23988,00278199;90149394581,828;NA;59996728000;72489012000;80423605382,5282;71294652871,66;1,1280454023;74,1836760652952;45,6279454549472;-0,00759704421474911;1995;NA;NA;NA;92,9505914029506;97,7840194088937;2,07826
"20";"AT";1995-10-01;3096261;-3711452000;179170204000;244012288000;86,9633226047853;23997,7314728959;90433823844,755;NA;58761220000;70954704000;78721353169,0858;72697221933,8806;1,0828660446;74,8901665946997;44,6621808541675;-0,020714671955165;1995;NA;NA;NA;93,5989369170031;94,3787366125862;2,07826
"21";"AT";1996-01-01;3078510;-3405664000;179881280000;244791644000;86,9693331335687;24184,2870206691;90728932696,0618;NA;60389732000;72600568000;80547372219,3842;73677010662,4076;1,0932497328;75,1293598794108;45,6981639741783;-0,0189328428172181;1996;NA;NA;NA;94,0347931583891;95,2296632205736;2,03268
"22";"AT";1996-04-01;3083807;-3220252000;181849416000;246904040000;86,4656545441457;24148,4936832947;90981879164,9019;NA;61300508000;73410936000;81446442498,4304;73914403849,6732;1,1019021768;75,777678411443;46,2082471699934;-0,0177083439190148;1996;NA;NA;NA;93,9028149224253;95,7212480000105;2,03268
"23";"AT";1996-07-01;3094040;-3729436000;183301768000;247748852000;86,5556128948163;24165,566293907;91388165547,8721;NA;61868408000;74073476000;82181503634,4567;75082363960,7969;1,0945513607;76,0369608924187;46,6252805678513;-0,0203458812246699;1996;NA;NA;NA;93,7729308913239;94,8351648692285;2,03268
"24";"AT";1996-10-01;3098109;-1550528000;184583768000;248117596000;86,6294058359218;24157,2451918251;91602214591,1642;NA;64690752000;77419128000;85893368216,0193;77267805581,0854;1,1116320383;76,1501326503541;48,7311890739188;-0,00840013191192413;1996;NA;NA;NA;93,2950371863208;95,2851105286641;2,03268
"25";"AT";1997-01-01;3106817;-3197672000;186044660000;249509360000;86,4031057709527;24172,9389906132;91875405469,3638;NA;65963488000;78818144000;87445519467,6854;79634625094,6073;1,0980841482;76,577280966018;49,6117946164333;-0,0171876580601668;1997;NA;NA;NA;93,7050953895276;94,9239764936745;1,91867
"26";"AT";1997-04-01;3111259;-1584208000;186966176000;250316284000;86,6259532482766;24238,2635479721;92410262245,0972;NA;68934420000;82149372000;91141381208,9274;81829771495,4527;1,1137924443;76,8249351857484;51,7086239880627;-0,00847323314779674;1997;NA;NA;NA;92,8390874093005;95,794245903683;1,91867
"27";"AT";1997-07-01;3119758;-2140476000;189884072000;253402148000;86,1257054103478;24371,1068486722;93009253124,2446;NA;70736784000;84015584000;93211867387,5518;83705120887,1591;1,1135742521;77,7720221990409;52,8833043567697;-0,0112725410691635;1997;NA;NA;NA;93,3804547900113;94,5283232978393;1,91867
"28";"AT";1997-10-01;3129380;-619948000;192265388000;256124664000;86,0129606793514;24536,2569965936;93885467161,2944;NA;73443220000;87207140000;96752768735,4725;85422049092,7672;1,1326439691;78,6075935486146;54,8922176950341;-0,00322443891981223;1997;NA;NA;NA;93,5121352149487;96,5484809808836;1,91867
"29";"AT";1998-01-01;3135344;-1861288000;194103392000;258047660000;86,2531198303349;24795,0855727474;94854472004,4612;NA;74527588000;88505044000;98192740342,7612;88055156208,4055;1,1151276606;79,1977830508783;55,7091786562038;-0,00958915751456832;1998;NA;NA;NA;93,5499135975514;96,4222182377389;1,84365
"30";"AT";1998-04-01;3147937;335984000;195840796000;260817572000;86,2270716889104;24935,2420153262;95843697153,7641;NA;75974516000;90383368000;100276664291,904;88856461838,174;1,1285241638;80,0479007758211;56,891482879342;0,00171559760204406;1998;NA;NA;NA;94,4373757738377;97,4966125249386;1,84365
"31";"AT";1998-07-01;3155265;-331384000;197301556000;262462296000;86,4801384920265;25161,5263592757;96731154943,6229;NA;75452332000;90011460000;99864047518,6118;88927414476,9911;1,1229838189;80,5526854133977;56,6573867388365;-0,00167958128013952;1998;NA;NA;NA;94,4758743924359;97,480862479719;1,84365
"32";"AT";1998-10-01;3164612;-736492000;198026120000;263492888000;86,8993689016738;25297,2173486039;97581747898,1518;NA;75062644000;89727688000;99549214046,3801;89490560608,4045;1,1123990438;80,8689859046712;56,4787674835811;-0,00371916593629164;1998;NA;NA;NA;94,8291614016006;97,7842283137562;1,84365
"33";"AT";1999-01-01;3190238;-59412000;201164204000;265272820000;87,1712971652444;25337,4824962902;98548345137,6983;NA;76660184000;91474892000;101487665697,766;90677979564,7805;1,1192096051;81,415267426392;57,578538698709;-0,000295340815207859;1999;NA;NA;NA;94,4515708214741;99,4618436387656;1,80792
"34";"AT";1999-04-01;3201735;1083400000;201800272000;268732736000;86,6436808013555;25382,3219435712;99229440017,8995;NA;78125656000;93024236000;103206599740,595;93154103248,948;1,1079125464;82,4771552836284;58,5537676551052;0,00536867462695987;1999;NA;NA;NA;95,3841771898051;97,6313641804058;1,80792
"35";"AT";1999-07-01;3209969;1051080000;204878284000;272197048000;86,377773995796;25607,0394436831;100200177715,052;NA;80700756000;96011524000;106520874065,04;94921794471,9249;1,1221961685;83,5403923236254;60,4341052423;0,00513026553853799;1999;NA;NA;NA;95,4938401545785;98,1669886715407;1,80792
"36";"AT";1999-10-01;3218938;2126416000;206006576000;273801240000;86,7120235150344;25801,8607727145;101180729129,35;NA;84085500000;99810644000;110735842916,883;97404931754,9269;1,1368607413;84,0327372260669;62,8254475347953;0,0103220782622007;1999;NA;NA;NA;95,0444880284035;99,462296199242;1,80792
"37";"AT";2000-01-01;3230631;2744664000;211552488000;276903276000;86,738248955298;26017,9847788249;102358006091,32;NA;87514408000;103293756000;114600213767,89;100218882683,888;1,1434992159;84,984787611426;65,0178797388578;0,012973915012524;2000;NA;NA;NA;95,000222738239;98,9025563281003;1,79399
"38";"AT";2000-04-01;3243075;2698836000;211546140000;278620016000;86,6178200627295;26054,1364772631;102849606720,974;NA;91402456000;107107736000;118831669184,29;103001529253,402;1,1536883971;85,5116747844187;67,4185756044086;0,0127576707379298;2000;NA;NA;NA;94,6733069050718;99,4266413280392;1,79399
"39";"AT";2000-07-01;3247198;3194320000;213754400000;279858664000;86,9911868604406;26269,9736942435;103752145365,795;NA;94272144000;110137392000;122192949078,528;106544266539,763;1,146874938;85,891830045584;69,3255815753998;0,0149438795178017;2000;NA;NA;NA;94,8547286256737;100,000415374847;1,79399
"40";"AT";2000-10-01;3252529;2325292000;218246292000;284285844000;86,1021556457705;26376,7819060184;104316337821,911;NA;98431452000;114425688000;126950638771,795;110565245030,957;1,1481966032;87,2505823054076;72,0248339252962;0,0106544398930727;2000;NA;NA;NA;96,0915705709129;100,155862563247;1,79399
"41";"AT";2001-01-01;3259167;1987696000;218546292000;283318616000;86,3261434541795;26238,4864549745;104231868766,296;NA;98341864000;114469804000;126999583676,369;108833132175,927;1,1669202304;86,9537289516328;72,052602581347;0,00909507995679011;2001;NA;NA;NA;94,6112073078905;100,644558862176;1,73102
"42";"AT";2001-04-01;3264037;2891748000;219419532000;282622360000;87,8944476954016;26644,4331188648;105864666343,259;NA;98640828000;114791504000;127356496719,295;108366875138,351;1,1752345591;86,7400400089163;72,2550954785168;0,0131790819789006;2001;NA;NA;NA;94,3350974754446;101,436339520831;1,73102
"43";"AT";2001-07-01;3266249;5458896000;220381976000;282765928000;87,9029736640102;26632,6911585736;105928718380,123;NA;98548424000;114926676000;127506464545,96;106550668692,926;1,1966744659;86,7841026728329;72,3401790032175;0,024770156339827;2001;NA;NA;NA;94,5071420318808;102,620687303799;1,73102
"44";"AT";2001-10-01;3269335;4798588000;223901460000;284381536000;87,7283550507847;26727,9133829968;106322322510,322;NA;98708324000;115073176000;127669000327,087;105780498736,648;1,2069237889;87,2799512764562;72,4323928963956;0,0214316958897901;2001;NA;NA;NA;95,0542001022295;102,703604245125;1,73102
"45";"AT";2002-01-01;3256203;8206528000;223478904000;286805144000;87,2048405821901;26843,4290835062;106588561687,261;NA;102729948000;119499184000;132579475873,531;106409809504,626;1,2459328373;88,0237843365366;75,2183275647721;0,0367217122203177;2002;NA;NA;NA;95,9409048031068;106,149589455566;1,72614
"46";"AT";2002-04-01;3256632;8334952000;226242968000;288265464000;87,5583088361067;27156,2078982212;107565512805,391;NA;103038540000;119448800000;132523576878,335;108581205639,167;1,2205019837;88,4719732739788;75,1866135388753;0,0368407118845789;2002;NA;NA;NA;95,9418395048444;103,546208087049;1,72614
"47";"AT";2002-07-01;3258151;9004976000;228539300000;289262304000;87,2911198425473;27141,5146394381;107608103918,79;NA;102848648000;119695304000;132797063022,983;109585986264,381;1,2118069796;88,777914889789;75,3417745868204;0,0394023084869867;2002;NA;NA;NA;95,864050465004;102,714979681641;1,72614
"48";"AT";2002-10-01;3261203;8558924000;229061496000;287936824000;88,2951120794632;27339,5068752237;108347013588,558;NA;102076544000;119061116000;132093457275,806;111537403647,896;1,1842974012;88,3711098930753;74,9425872524395;0,0373651798729194;2002;NA;NA;NA;95,3487091941062;101,308326892256;1,72614
"49";"AT";2003-01-01;3269334;5986272000;231089540000;290060448000;88,1044927868996;27348,7542074319;108910472389,938;NA;102093104000;118788760000;131791289390,451;113051650306,698;1,1657617472;89,0228744269356;74,7711537569419;0,0259045563031542;2003;NA;NA;NA;96,7621832502811;102,72843642705;1,76393
"50";"AT";2003-04-01;3274658;6046720000;231072848000;290451788000;88,5266514935252;27515,1828313063;109579966850,744;NA;101298148000;117835756000;130733970280,846;112980704858,101;1,157135375;89,142981156131;74,1712888487218;0,0261680247261245;2003;NA;NA;NA;96,746540235024;102,525802350173;1,76393
"51";"AT";2003-07-01;3277958;6198111999,99998;232321436000;291379400000;88,8573137725721;27626,8597388984;110340538149,356;NA;104036020000;121027028000;134274556542,338;115196742943,301;1,1656107031;89,4276759056644;76,1800234242172;0,0266790361953513;2003;NA;NA;NA;96,3734071563788;102,870054747395;1,76393
"52";"AT";2003-10-01;3278891;7174815999,99998;233735808000;291800740000;89,1652423100226;27770,2770516007;110883022609,962;NA;106234816000;123236096000;136725427483,925;118686011837,674;1,1519927696;89,5569899785402;77,5705132574939;0,030696263706415;2003;NA;NA;NA;95,9493453153872;102,131699655561;1,76393
"53";"AT";2004-01-01;3271977;8041920000;237738504000;294617248000;88,8828476380711;27913,6425213258;111598716968,231;NA;108460592000;125439456000;139169965632,074;121280661216,632;1,1475033549;90,4214085496873;78,9574102108916;0,0338267460453104;2004;NA;NA;NA;96,6221904916234;100,976820987887;1,81965
"54";"AT";2004-04-01;3285092;8835612000,00003;239627496000;297111188000;88,5678558976193;27959,7737962894;112144559668,286;NA;112753844000;129967352000;144193481763,279;125509260385,231;1,1488672734;91,1868273062919;81,8074779109959;0,0368722794649577;2004;NA;NA;NA;96,905331063802;101,102771225269;1,81965
"55";"AT";2004-07-01;3296572;7153788000;243331328000;299998408000;88,3557542377285;28033,242642357;112963167520,892;NA;114749476000;132027516000;146479149783,686;127617845254,04;1,1477951966;92,0729482003165;83,1042406620215;0,0293993710501592;2004;NA;NA;NA;97,7489995207908;103,119948284602;1,81965
"56";"AT";2004-10-01;3306756;4786123999,99998;246719432000;301010296000;88,7821863950668;28221,9295926279;113891223842,591;NA;115430064000;131378968000;145759612201,582;129456371288,479;1,1259361803;92,3835082197167;82,6960144777701;0,0193990556852448;2004;NA;NA;NA;97,8815537035213;101,49226966169;1,81965
"57";"AT";2005-01-01;3309436;9470692000;249104344000;300897340000;89,1868932439589;28345,0042206587;114367455119,049;NA;118061532000;133573396000;148194240659,649;129795336250,935;1,1417532012;92,3488407292915;84,0772892161926;0,0380189756947795;2005;NA;NA;NA;97,6363715558975;101,956303701568;1,74605
"58";"AT";2005-04-01;3321958;7749496000,00002;252615984000;304273180000;89,1820285108744;28595,3821908645;115644263037,965;NA;121445404000;137291128000;152318912841,496;134808466844,148;1,1298912925;93,3849246989523;86,4174021275413;0,0306769820234337;2005;NA;NA;NA;98,1790831174586;102,792231857261;1,74605
"59";"AT";2005-07-01;3335383;6640228000;255495508000;306563608000;89,528548407899;28788,8743199806;116967501909,851;NA;124530468000;140664760000;156061820093,065;137517160464,892;1,1348534217;94,0878832913211;88,5409225430363;0,0259896076137667;2005;NA;NA;NA;98,1361046581816;102,336294139423;1,74605
"60";"AT";2005-10-01;3347480;8475992000;258284756000;309292708000;89,7401981219191;29040,2262824573;118287751933,136;NA;129902308000;145289652000;161192949334,347;142111699676,608;1,134269379;94,9254753459212;91,4520440232273;0,0328164624628486;2005;NA;NA;NA;98,4899096022072;103,634206375404;1,74605
"61";"AT";2006-01-01;3350664;10590532000;262993012000;312704064000;89,743649393596;29346,9930377979;119597010643,233;NA;131505288000;146399424000;162424196152,728;145975048773,196;1,1126846507;95,9724595828537;92,1505859799507;0,0402692524773244;2006;NA;NA;NA;98,714904038758;100,988107669804;1,7452
"62";"AT";2006-04-01;3378421;9098060000;265223268000;313832012000;90,656732280898;29492,5111346395;121249616881,744;NA;135140860000;149296760000;165638672398,101;149030384044,011;1,1114422972;96,3186397458386;93,9743036072879;0,0343034005598634;2006;NA;NA;NA;97,8751420543132;100,615334192286;1,7452
"63";"AT";2006-07-01;3396724;8798012000;269759900000;317473360000;90,7951356601781;29690,1703523748;122843715424,773;NA;137212528000;150107736000;166538417228,376;151278345188,659;1,1008741338;97,436211162362;94,4847695064958;0,0326142321375416;2006;NA;NA;NA;98,4413388831134;99,8507055332908;1,7452
"64";"AT";2006-10-01;3413392;11095572000;273596744000;320812740000;90,915605883071;29931,6958931175;124300569050,25;NA;143280828000;156051388000;173132656959,206;156205201825,628;1,1083667825;98,4611051403366;98,2259796813453;0,0405544738500251;2006;NA;NA;NA;98,2572040151869;99,6961493979055;1,7452
"65";"AT";2007-01-01;3428467;11694024000;278123680000;323768620000;91,4084369797864;30322,9189780739;126125851150,018;NA;145739292000;157822816000;175097984151,631;159464168179,7;1,0980396797;99,3682985749309;99,3409986053357;0,0420461285425247;2007;NA;NA;NA;98,7895395104566;100,458112565747;1,70293
"66";"AT";2007-04-01;3442850;13978868000;282543208000;327572700000;91,2533745355687;30472,256312067;127391281657,441;NA;148484468000;159969772000;177479944359,857;161551547241,137;1,0985963761;100,535814306514;100,69239226569;0,0494751514253353;2007;NA;NA;NA;99,3072785085657;99,8949345678386;1,70293
"67";"AT";2007-07-01;3460377;12106432000;284957292000;328649083999,999;92,1383657500606;30698,9568015277;129049404298,273;NA;149533632000;161325016000;178983532360,933;165436393710,267;1,0818872942;100,866168887181;101,545445681705;0,0424850752722622;2007;NA;NA;NA;99,1645824618245;98,9831104673323;1,70293
"68";"AT";2007-10-01;3481526;14913188000;289756132000;331500391999,999;92,3450866611868;30896,2175666647;130461062894,268;NA;154661828000;166780088000;185035712488,057;167421373366,116;1,1052096203;101,741267976997;104,97912094919;0,0514680669467247;2007;NA;NA;NA;99,4500501340722;101,437483551611;1,70293
"69";"AT";2008-01-01;3511578;15349452000;292164856000;333672827999,999;94,2936092329764;31586,7305148853;134086845739,655;NA;158769284000;169807728000;188394755712,434;171613722536,686;1,097783749;102,408013472848;106,8848579563;0,0525369553687867;2008;NA;NA;NA;99,628138708658;102,017142228058;1,68159
"70";"AT";2008-04-01;3517269;14967700000;296074656000;336416427999,999;93,8083269315412;31586,9160681199;134493612428,939;NA;159711636000;167414752000;185739846337,84;170406002255,944;1,0899841783;103,25005574356;105,378607900043;0,0505538035650036;2008;NA;NA;NA;100,701056969883;100,70727218395;1,68159
"71";"AT";2008-07-01;3523841;14878432000;296087880000;334246699999,999;95,0273503186195;31690,0224817181;135362641604,987;NA;157760464000;163528884000;181428634114,385;169968689043,378;1,0674238599;102,584141363932;102,932662393859;0,0502500541393319;2008;NA;NA;NA;100,721717935171;99,3597017996778;1,68159
"72";"AT";2008-10-01;3523851;10443904000;290214384000;326779399999,999;97,4606808299045;31792,5802186301;135727292226,419;NA;146974576000;154894996000;171849687150,272;161191068202,82;1,0661241288;100,29234144846;97,498092934861;0,0359868585976083;2008;NA;NA;NA;100,294191285362;100,199499308846;1,68159
"73";"AT";2009-01-01;3513841;9847723999,99997;286575772000;321184387999,999;99,7051443941587;32118,9263987756;136475617152,159;NA;130611116000;140663432000;156060346731,172;148325424635,916;1,0521483226;98,5751681691399;88,5400866382572;0,0343634213432389;2009;NA;NA;NA;102,158031601363;101,477115623929;1,69369
"74";"AT";2009-04-01;3489724;6903771999,99998;285827780000;318642535999,999;100,115802954745;32135,2383065251;135953207354,658;NA;126387320000;137335044000;152367635854,22;144283594760,729;1,0560288306;97,795044670855;86,4450448943182;0,0241536074625076;2009;NA;NA;NA;101,274795302166;99,5578983085386;1,69369
"75";"AT";2009-07-01;3481529;9317568000,00003;288766012000;320076107999,999;99,6527627580957;32149,7188057316;135933241741,177;NA;129666488000;140772972000;156181876898,166;149663801092,914;1,0435514517;98,2350243406719;88,6090361936069;0,0322668444789134;2009;NA;NA;NA;101,250990083061;98,9076002029712;1,69369
"76";"AT";2009-10-01;3494265;10181408000;290660032000;321541663999,999;99,5283362216826;32174,1454079756;136385145752,006;NA;134521888000;145280004000;161182245271,437;152566977337,71;1,0564687594;98,6848202664978;91,4459711246513;0,0350285793679401;2009;NA;NA;NA;101,034275929665;99,3374638388578;1,69369
"77";"AT";2010-01-01;3503659;10013536000;289570412000;320211815999,999;100,349238712492;32298,3619387617;136941319668,516;NA;139817660000;149964088000;166379045625,049;158073508031,146;1,0525422488;98,2766746805442;94,3943507943645;0,0345806601262839;2010;NA;NA;NA;99,9602256755118;99,7004278282673;1,68617
"78";"AT";2010-04-01;3516713;10362060000;293871852000;324566599999,999;99,9402064879028;32438,2488363424;138237904383,413;NA;150440644000;157526100000;174768789838,778;166147563645,028;1,0518889715;99,6132077785984;99,1542317962694;0,0352604712886895;2010;NA;NA;NA;99,7677270465777;99,2748794553315;1,68617
"79";"AT";2010-07-01;3530388;11136520000;296794140000;327350011999,999;100,010883015486;32573,1631492063;139522000924,92;NA;155450812000;162894364000;180724660026,735;169091217927,718;1,0687998007;100,467468808197;102,533266083283;0,0375227085009158;2010;NA;NA;NA;99,8924449655971;100,843665486238;1,68617
"80";"AT";2010-10-01;3550134;11746732000;301478828000;331179063999,999;99,6996717841199;32708,5284656861;140714767023,152;NA;158821408000;165094528000;183165652343,099;172340677335,342;1,0628114916;101,64264873266;103,918151326083;0,0389637046088026;2010;NA;NA;NA;100,378689733818;100,161002728067;1,68617
"81";"AT";2011-01-01;3565452;7937520000;307436036000;334208320000;99,5789167433222;32827,4864236007;141829877520,681;NA;164992936000;167352068000;185670300993,784;176495479018,149;1,0519833257;102,572362102251;105,339151683797;0,0258184437428799;2011;NA;NA;NA;100,144144988071;99,4132989648289;1,7891
"82";"AT";2011-04-01;3581003;1,0461e+10;308839508000;334868684000;100,659184116242;33087,4703573273;143651780871,209;NA;166948360000;168885672000;187371772147,91;178274243281,004;1,0510310895;102,775035378988;106,304473154333;0,0338719617439618;2011;NA;NA;NA;100,246316237257;99,4744858730312;1,7891
"83";"AT";2011-07-01;3598635;6653884000;312181264000;337168079999,999;101,06152104017;33260,9774828511;145216296382,413;NA;167429680000;169237596000;187762217487,414;179113005557,982;1,048289134;103,480746353294;106,525990438584;0,021314168296788;2011;NA;NA;NA;100,415682613196;98,4791103881652;1,7891
"84";"AT";2011-10-01;3614358;10925531999,9999;311884868000;337004912000;101,976863667977;33443,0330343591;146460649225,697;NA;171175628000;171439456000;190205091446,678;178992597137,442;1,0626422237;103,43066822484;107,911943222427;0,0350306575309704;2011;NA;NA;NA;100,580375443136;100,116665939564;1,7891
"85";"AT";2012-01-01;3627979;8537680000,00006;317680020000;339714699999,999;103,131143191085;33930,2429468307;149309432489,147;NA;170495864000;170524372000;189189843032,092;179638148607,494;1,0531718596;104,262333205401;107,33594692055;0,0268750927426914;2012;NA;NA;NA;101,266705476144;97,9039364919885;1,71686
"86";"AT";2012-04-01;3637918;8888704000,00003;317956564000;338371544000;103,78523883455;33945,9852201177;149662327580,156;NA;172361604000;171390652000;190150945397,107;180027965506,612;1,056230041;103,850103241792;107,881223721794;0,0279557178759802;2012;NA;NA;NA;100,83934669617;97,8008480505336;1,71686
"87";"AT";2012-07-01;3647026;9917044000;318842596000;337765708000;104,654612193785;34079,5331286369;150645790619,4;NA;173482788000;172180080000;191026783599,315;180830040489,916;1,0563885463;103,664165232928;108,378126310625;0,0311032594904603;2012;NA;NA;NA;100,542651488745;97,4652902656083;1,71686
"88";"AT";2012-10-01;3652541;9471775999,99982;320504176000;337635496000;105,313972055913;34265,7858197896;151536469311,297;NA;173447236000;172961300000;191893515359,943;179575997478,364;1,0685922287;103,624201678417;108,869862403653;0,0295527381833547;2012;NA;NA;NA;100,888112111618;99,0546618097742;1,71686
"89";"AT";2013-01-01;3651519;12892428000,0001;320001404000;336872496000;106,226246737977;34420,6823527414;152503729428,745;NA;171460844000;170159760000;188785320873,538;181905951181,36;1,0378182772;103,390028237481;107,106443220759;0,0402886607335013;2013;NA;NA;NA;100,86225455967;97,2302690350731;1,72767
"90";"AT";2013-04-01;3658936;10950919999,9998;322259684000;337164604000;107,155000308854;34693,939368166;153970489476,586;NA;173539404000;172941124000;191871130909,977;186220609794,649;1,0303431565;103,479679529073;108,857162693696;0,0339816630615197;2013;NA;NA;NA;100,226330446091;98,088523449736;1,72767
"91";"AT";2013-07-01;3666679;8475908000,00003;325295916000;338827120000;107,447842787194;34876,3466722885;155152557211,876;NA;174885044000;174313628000;193393868177,826;187568933527,799;1,0310549009;103,989924735275;109,721080354054;0,026055992661156;2013;NA;NA;NA;100,201052837342;97,5900304293753;1,72767
