"";"geo";"time";"B1G__CLV15_MNAC";"B1G__CP_MEUR";"B1G__CP_MNAC";"D1__CP_MEUR";"D1__CP_MNAC";"D1_D4_MD5__I16";"D11__CP_MEUR";"D11__CP_MNAC";"D12__CP_MEUR";"D12__CP_MNAC";"EMP_DC__THS_HW";"EMP_DC__THS_PER";"SAL_DC__THS_HW";"SAL_DC__THS_PER";"nace0";"nulc_va";"nulc_va_eur";"nulc_aper_va";"nulc_aper_va_eur";"nulc_hw_va";"nulc_hw_va_eur";"rulc_aper_va";"rulc_hw_va";"emp_ind";"lp_ind";"d1_per_ind";"va_ind";"nulc_va_rel_ecfin13";"nulc_va_eur_rel_ecfin13";"nulc_aper_va_rel_ecfin13";"nulc_aper_va_eur_rel_ecfin13";"nulc_hw_va_rel_ecfin13";"nulc_hw_va_eur_rel_ecfin13";"rulc_aper_va_rel_ecfin13";"rulc_hw_va_rel_ecfin13";"emp_ind_rel_ecfin13";"lp_ind_rel_ecfin13";"d1_per_ind_rel_ecfin13";"va_ind_rel_ecfin13"
"911";"EL";2008-10-01;54038,4;52688,6;52688,6;20444,5;20444,5;117,6;15753,9;15753,9;4690,7;4690,7;2567719;4869,75;1651759;3220,89;"total";87,7725619102928;87,7725619102928;88,4877463918984;88,4877463918984;85,8262318912057;85,8262318912057;96,4954046513839;93,5928603043871;103,465144850672;111,861708607239;98,975721908797;115,724140515624;88,9506600355251;89,1702844403628;89,7858977672531;90,0075232903667;NA;NA;96,8124550925367;NA;101,915157331857;112,980542685424;101,430852902536;115,131518317872
"912";"EL";2008-10-01;4856,2;4896,2;4896,2;2227,2;2227,2;NA;1774,6;1774,6;452,6;452,6;267015;493,13;195687;371,15;"manu";100,215067136009;100,215067136009;104,222127474936;104,222127474936;103,19380132134;103,19380132134;94,2293911296441;93,2939557471843;121,043943568628;83,120103290994;86,6440052683073;100,628383453778;95,9160255642311;96,1508329327839;99,8650172886195;100,109494907847;NA;NA;90,6226451689198;NA;112,012603262721;88,8898090818;88,7507706778626;99,5797203387629
"913";"EL";2009-01-01;52559,2;52930;52930;20032,5;20032,5;115,7;15902,7;15902,7;4129,7;4129,7;2532945;4853,49;1644564;3206,68;"total";88,4242058230652;88,4242058230652;89,2407621325206;89,2407621325206;85,6656286983012;85,6656286983012;94,2210190747322;90,4461969158209;103,119676755744;109,16420095406;97,4109111694568;112,556408890507;87,3822439575366;87,7703783193582;88,3560921064071;88,748496396663;NA;NA;92,6925286926158;NA;102,191631469283;113,177685555111;99,9896822365368;115,645245031429
"914";"EL";2009-01-01;4815,9;4495,8;4495,8;2097,5;2097,5;NA;1731,1;1731,1;366,5;366,5;260387;490,78;192996;369,41;"manu";95,1688622952534;95,1688622952534;98,9664607729482;98,9664607729482;96,8975447028196;96,8975447028196;96,6379152652365;94,6118930389508;120,467111359299;82,8250177770416;81,9826757763328;99,7933017328464;84,4270146022699;84,8003406425921;87,9161277270134;88,3048846087718;NA;NA;88,1674472904298;NA;113,260141560102;97,6707349102502;85,8492292972859;110,635340853291
"915";"EL";2009-04-01;53119,8;53231,4;53231,4;21476,4;21476,4;121,7;16821,8;16821,8;4654,7;4654,7;2519991;4839,65;1626455;3198,09;"total";93,7971873643454;93,7971873643454;94,6469614253464;94,6469614253464;91,4128420676238;91,4128420676238;100,422931042566;96,9912610650775;102,82562519155;110,644061513029;104,71258479419;113,756943198944;92,9568259847451;93,3241879204178;93,9152853063083;94,2863758522251;NA;NA;98,9740639330625;NA;102,506163852422;114,186166220351;107,227863908841;117,034825601922
"916";"EL";2009-04-01;4804;4597,7;4597,7;2250,4;2250,4;NA;1858;1858;392,4;392,4;254693;478,07;189626;361,25;"manu";102,359248533147;102,359248533147;106,029247188253;106,029247188253;103,751197673047;103,751197673047;100,989700031042;98,813883868124;117,347308218632;84,816908897075;89,9457464782938;99,5467143264175;92,8523590969659;93,2174653744158;96,2498940714614;96,6283624838904;NA;NA;93,8236546723093;NA;112,613792077366;98,3337809671083;94,625108901285;110,750741773602
"917";"EL";2009-07-01;53089,5;53340,3;53340,3;21398,7;21398,7;120,7;17029,5;17029,5;4369,2;4369,2;2510243;4824,43;1611268;3190,53;"total";93,5111757899225;93,5111757899225;94,2844954200593;94,2844954200593;91,6372311826825;91,6372311826825;99,7771596508014;96,9754919259408;102,502253456938;110,92980738623;104,580962621324;113,692055240425;92,7791883857564;93,0444061570103;93,6531148198516;93,9207718334954;NA;NA;98,6668262105365;NA;102,446361526968;113,734803449274;106,50585621364;116,504193974251
"918";"EL";2009-07-01;4753,5;4518,5;4518,5;2338,6;2338,6;NA;1929,6;1929,6;409;409;249310;473,78;184029;357,97;"manu";107,50107707123;107,50107707123;111,367343580571;111,367343580571;109,903912452864;109,903912452864;106,798734845497;105,388894003219;116,294282610964;84,6852371947564;94,3274470821447;98,5002719714041;99,5051360775676;99,7875949291301;103,123987813451;103,416722084615;NA;NA;100,982744043686;NA;113,443286822557;94,8902601362483;97,8328555601109;107,659599716875
"919";"EL";2009-10-01;52932,5;53214,6;53214,6;21898,9;21898,9;125,6;17216,5;17216,5;4682,3;4682,3;2480295;4798,41;1603758;3168,6;"total";95,9808644239505;95,9808644239505;96,9188336828465;96,9188336828465;93,3704855115832;93,3704855115832;102,503208042954;98,750220227039;101,949419519054;111,201510329059;107,766296948385;113,355837105526;95,2568304415206;95,5069768982449;96,2861530281224;96,5389419082849;NA;NA;101,592572168992;NA;102,037101350577;113,399698976526;109,177618708699;115,696881729133
"920";"EL";2009-10-01;4447;4472,5;4472,5;2228,1;2228,1;NA;1847,7;1847,7;380,4;380,4;243488;459;180159;347,27;"manu";109,480788755643;109,480788755643;113,265667664294;113,265667664294;111,66226230614;111,66226230614;102,660672596963;101,201205282577;112,666376205058;81,775908476406;92,6394949333452;92,1490921335509;102,614372363794;102,881834746723;106,153096316925;106,429785214826;NA;NA;98,2431632989028;NA;110,961956898918;89,426873412605;94,9082809539855;99,2417643799988
"921";"EL";2010-01-01;48288,9;51583,6;51583,6;20976,9;20976,9;130,3;16362,9;16362,9;4614;4614;2410156;4773,89;1514072;3164,32;"total";100,781021997395;100,781021997395;101,382817482437;101,382817482437;100,910844768199;100,910844768199;100,91081065385;100,440845019358;101,428455331623;101,967210336849;103,368684433231;103,411489772919;100,66790670842;100,812152642147;101,291083906962;101,436154884786;NA;NA;100,546645424425;NA;101,582265031219;103,054279876456;104,37476545681;104,673277149262
"922";"EL";2010-01-01;4975,5;4514,6;4514,6;2308,4;2308,4;NA;1819,5;1819,5;488,9;488,9;217186;421,22;162830;326,05;"manu";101,378229780248;101,378229780248;102,514296566176;102,514296566176;102,04436146896;102,04436146896;102,989019866985;102,5106407126;103,392877963169;99,7008085653456;102,22464902672;103,100474007304;99,563613452845;99,7042257647497;100,616751002842;100,758853554306;NA;NA;101,288116198559;NA;102,92884235923;103,227613290408;103,841982458725;106,263809217711
"923";"EL";2010-04-01;47047,5;50315,8;50315,8;20286,4;20286,4;122,7;15754,6;15754,6;4531,8;4531,8;2423068;4712,9;1527792;3150,94;"total";100,03528097488;100,03528097488;99,7688288745757;99,7688288745757;99,7964344484189;99,7964344484189;99,1892753461245;99,2165326013165;100,132631278142;100,631503002152;100,390571933961;100,753010838752;100,001227674086;100,033822136497;99,680434023259;99,7128571798939;NA;NA;98,8533614270206;NA;100,24126268556;100,786492026734;100,454757805339;101,018462503619
"924";"EL";2010-04-01;4900,7;4485,1;4485,1;2231,9;2231,9;NA;1765,2;1765,2;466,7;466,7;221448;416,51;167934;326,42;"manu";99,5146415374786;99,5146415374786;99,3918120853195;99,3918120853195;99,0300544430463;99,0300544430463;98,9978200499051;98,6314657313387;102,236758939365;99,3124322883088;98,7249082490878;101,550496024037;99,4397550701095;99,4700851474271;99,3016592326285;99,3319500561996;NA;NA;98,8374219523857;NA;102,182687088042;99,9049488169511;99,1859830014727;102,097880434151
"925";"EL";2010-07-01;45686,3;48648,9;48648,9;19835,5;19835,5;118,6;15399,4;15399,4;4436,2;4436,2;2380999;4682,05;1492925;3127,2;"total";100,726078885475;100,726078885475;100,557832648641;100,557832648641;101,047042836212;101,047042836212;100,407589492828;100,895877612655;99,4771767437932;98,3638622922925;98,9043908149134;97,8379781940054;100,804811175037;100,748921563344;100,631566588807;100,575705706127;NA;NA;100,645057304621;NA;99,4693950072251;98,0051214037301;98,6146109818617;97,4743041990225
"926";"EL";2010-07-01;4679,4;4123,3;4123,3;2180,1;2180,1;NA;1730,8;1730,8;449,3;449,3;203886;397,96;153566;313,3;"manu";101,802070886282;101,802070886282;101,2163316304;101,2163316304;101,998985242157;101,998985242157;104,709205808599;105,512416591216;97,6834663933873;99,247981340288;100,471939769363;96,9647991296915;102,362943917802;102,304028817389;101,731407850562;101,672859165766;NA;NA;105,161606426511;NA;97,8697810639357;98,2460033102082;99,925594748208;96,1647516475071
"927";"EL";2010-10-01;45760,8;48067,7;48067,7;19420,4;19420,4;118,5;15048,8;15048,8;4371,7;4371,7;2383288;4657,79;1502356;3111,08;"total";98,4576181422503;98,4576181422503;98,2905209943461;98,2905209943461;98,24567794717;98,24567794717;99,4923245071975;99,4467447666704;98,9617366464418;99,0374243687067;97,3363528178949;97,9975211943239;98,528055028694;98,4144135710722;98,3985825818682;98,2850246663861;NA;NA;99,9615300550437;NA;98,715109151423;98,21213847316;96,6300648951775;96,9394817981386
"928";"EL";2010-10-01;4747,9;4493,8;4493,8;2114,3;2114,3;NA;1685,1;1685,1;429,2;429,2;202792;393,9;153635;309,68;"manu";97,3050577959914;97,3050577959914;96,8775597181046;96,8775597181046;96,9265988458369;96,9265988458369;93,3039542745108;93,3454769648456;96,6868967040789;101,738777806058;98,5785029548296;98,384230838967;98,6616952363063;98,5458460960577;98,3484438356855;98,2329653521543;NA;NA;94,6686840931571;NA;96,995949401638;98,803351869413;97,1507070341936;95,8468141275621
"929";"EL";2011-01-01;43956,8;46539;46539;19027,9;19027,9;118,2;14797,3;14797,3;4230,6;4230,6;2357784;4611,13;1484316;3077,71;"total";100,426783748627;100,426783748627;100,32815171497;100,32815171497;100,343133667968;100,343133667968;100,755672829557;100,770527721266;97,9703749423025;96,0957842906056;96,4031538362916;94,1342249181539;100,67374841494;100,405991565696;100,559042909116;100,291519047436;NA;NA;101,395429608695;NA;97,5828920506838;94,5155320479813;95,0347830338506;92,22075456697
"930";"EL";2011-01-01;4475,6;4294,9;4294,9;2060,6;2060,6;NA;1661,3;1661,3;399,3;399,3;207375;392,64;156114;302,91;"manu";100,603432509372;100,603432509372;102,072483606753;102,072483606753;100,849616561093;100,849616561093;96,9607411573579;95,7932575683948;96,3776164556729;96,2116489009676;98,2220177661466;92,7417307742119;102,723115142981;102,447602963596;104,316485411809;104,03670288692;NA;NA;98,5976935482968;NA;96,5964283304373;91,899058041184;95,8458421879627;88,781877649758
"931";"EL";2011-04-01;43042,5;45253,9;45253,9;18864,3;18864,3;118,8;14615,9;14615,9;4248,4;4248,4;2344059;4553,09;1473604;3040,05;"total";101,67822801838;101,67822801838;101,542315865633;101,542315865633;101,736355085207;101,736355085207;102,689541254723;102,88557782036;96,7372280647147;95,2964859321049;96,7582589761722;92,1762361236405;101,349683607629;101,143682653534;101,216873514436;101,011069900932;NA;NA;103,098988264048;NA;96,1734022724899;93,8320174570363;94,9647097644477;90,2314293503861
"932";"EL";2011-04-01;4273,4;4121,5;4121,5;1985,4;1985,4;NA;1605,5;1605,5;380;380;199922;376,25;152977;294,6;"manu";101,518417753919;101,518417753919;101,485398092194;101,485398092194;100,121233916377;100,121233916377;95,9203681292089;94,6252232090113;92,3545186212483;95,8667425397424;97,3069907541882;88,5518170280001;103,093439841991;102,881542079432;103,081024015719;102,869154946385;NA;NA;97,2683422808341;NA;92,3706847780445;91,6884529292062;94,4936534122761;84,7034315932174
"933";"EL";2011-07-01;42285,6;44386,7;44386,7;18567,6;18567,6;112,6;14370,1;14370,1;4197,5;4197,5;2316328;4474,28;1460456;2990,9;"total";101,870406005386;101,870406005386;101,61618583875;101,61618583875;101,629566916214;101,629566916214;102,929580637959;102,942939648298;95,0627913758331;95,2697381819213;96,8014708485063;90,5553220707396;101,475975941653;101,321015790745;101,29321529815;101,138461536543;NA;NA;103,670039057558;NA;94,5093350659976;93,5693434354797;94,7702905188072;88,4219508709697
"934";"EL";2011-07-01;4185,9;4014,6;4014,6;1958;1958;NA;1587,6;1587,6;370,4;370,4;200357;380,38;152509;298,45;"manu";102,210192672251;102,210192672251;101,965969070749;101,965969070749;101,332826996999;101,332826996999;96,914967726025;96,3073004857865;93,3682705465792;92,8842563699229;94,7261466982856;86,73867433367;103,682181217298;103,521549373839;103,530395567699;103,370002070661;NA;NA;98,8807192027578;NA;93,3428778980723;88,7752054838754;91,8901225937172;82,875291710645
"935";"EL";2011-10-01;40349,1;42716,6;42716,6;17922,3;17922,3;112,3;13846,3;13846,3;4076;4076;2265240;4386,96;1409588;2902,74;"total";103,049206820368;103,049206820368;103,846957450764;103,846957450764;104,166276295913;104,166276295913;104,29623362383;104,616735758392;93,2075469693726;92,7162399296934;96,2750344039164;86,4082748208487;101,979934022263;101,798779252434;102,836532100276;102,653781902841;NA;NA;104,73703858932;NA;92,6556955566505;91,3834100069321;93,9665010176663;84,6625379650523
"936";"EL";2011-10-01;3932,3;3791,1;3791,1;1857,6;1857,6;NA;1507,2;1507,2;350,4;350,4;187829;361,14;140817;280,35;"manu";103,222869421104;103,222869421104;104,079671799005;104,079671799005;103,903551221387;103,903551221387;98,4093476393722;98,2368156547696;88,6456102455219;91,9056018096413;95,6710210521452;81,4836687647318;103,423703212593;103,237643605464;104,372196969927;104,184434233556;NA;NA;99,1346188861517;NA;88,7295583613412;88,5377525839329;92,3894943750047;78,5685993193863
"937";"EL";2012-01-01;40658,7;42489,1;42489,1;17457,5;17457,5;108,6;13346,6;13346,6;4110,9;4110,9;2318420;4430,43;1428959;2931,27;"total";99,6123818754941;99,6123818754941;100,391505567467;100,391505567467;101,659069317374;101,659069317374;102,143467833285;103,432956271676;94,1311323375453;92,5109716887622;92,8654793627606;87,0712884168034;98,0627416534954;97,7914492903655;98,7891526409117;98,5157797516889;NA;NA;102,219215359404;NA;93,6005516631609;91,3656619114864;90,2507144728324;85,50929346062
"938";"EL";2012-01-01;3959,8;3796,8;3796,8;1855,8;1855,8;NA;1498,2;1498,2;357,6;357,6;187293;359,89;149314;287,74;"manu";102,406680207004;102,406680207004;100,256555811951;100,256555811951;96,9384806601274;96,9384806601274;95,3141429331112;92,1540064598714;88,3387846022619;92,8697776052318;93,1235874457075;82,0535136115212;101,932869718266;101,648573388625;99,7943703082613;99,5160414391193;NA;NA;96,0713247792279;NA;88,75933489591;89,9790529411776;89,7757399821904;79,8744764544651
"939";"EL";2012-04-01;39991,9;41815,5;41815,5;16980,3;16980,3;108,6;12956,5;12956,5;4023,8;4023,8;2265952;4334,87;1386899;2852,66;"total";98,5049565624618;98,5049565624618;99,810845786897;99,810845786897;101,233537439014;101,233537439014;101,496286732011;102,942807436258;92,1008167685879;92,9997097519649;92,816123032796;85,6433250260328;96,4563568142872;96,2135691999187;97,7069952480872;97,4609895487137;NA;NA;101,378673657845;NA;91,5394667721873;92,0386965737144;89,9196278814539;84,2424022561019
"940";"EL";2012-04-01;3863;3670,3;3670,3;1774,8;1774,8;NA;1433,1;1433,1;341,7;341,7;179615;346,52;141088;275,23;"manu";100,391069361249;100,391069361249;98,9333167699582;98,9333167699582;96,448285274554;96,448285274554;94,9193486411557;92,529483392743;85,0569775219534;94,095171046419;93,107017898777;80,0476597508224;98,8564869454261;98,6053915303733;97,5069331744454;97,2592686246111;NA;NA;94,9890892282057;NA;85,8352732626822;91,2983941685772;89,0041320751493;78,3757122360192
"941";"EL";2012-07-01;39488,5;41091,2;41091,2;16323,9;16323,9;102,6;12399;12399;3924,9;3924,9;2257405;4278,3;1375943;2805,63;"total";95,9042937105926;95,9042937105926;97,5152359277179;97,5152359277179;98,9709066885551;98,9709066885551;99,6395971358024;101,126787983944;90,8989022464456;93,0432850723345;90,7238780857824;84,5652854775716;93,7398821671667;93,3172114567089;95,2361249273629;94,8066394693311;NA;NA;99,541630925529;NA;90,4674338420377;92,0332229147336;87,6404765548091;83,2508750527656
"942";"EL";2012-07-01;3843,1;3660,5;3660,5;1677,5;1677,5;NA;1355,8;1355,8;321,7;321,7;178879;344,94;139669;273,34;"manu";95,3786589942503;95,3786589942503;94,2120674271206;94,2120674271206;92,1844039009474;92,1844039009474;90,1647626931549;88,2188125830375;84,6691499088728;94,0392290072963;88,6110955060446;79,6352992980548;94,2834418227998;93,8562026790312;93,1953236183898;92,7730180709974;NA;NA;90,6211804914366;NA;85,7508138536875;90,7346321882438;84,5432107742713;77,8151038129335
"943";"EL";2012-10-01;39398,4;41033,1;41033,1;16981,1;16981,1;106,1;12905,8;12905,8;4075,3;4075,3;2242707;4260,3;1369070;2812,1;"total";99,9935523009386;99,9935523009386;101,012473413881;101,012473413881;103,033710416967;103,033710416967;103,123331845264;105,186607384737;90,5164652409911;93,2232063543673;94,1592816346274;84,3723348154414;97,2697560566951;96,9132891043046;98,189638479379;97,8297300073122;NA;NA;102,881338661216;NA;90,2340277892116;92,5305095374606;90,8466669534935;83,4847597865768
"944";"EL";2012-10-01;3732,4;3556,4;3556,4;1647,2;1647,2;NA;1332,5;1332,5;314,7;314,7;179811;348,36;139219;274,21;"manu";96,4336314012598;96,4336314012598;95,8933448847084;95,8933448847084;93,9924938668258;93,9924938668258;91,7392282938211;89,9152247260769;85,508624868832;90,4338109053395;86,734486548805;77,3414147693424;93,3964696540482;93,052076203963;92,9310735704629;92,5883990938134;NA;NA;90,6809948441177;NA;86,9842125223659;88,5045941093529;82,2315170807715;76,9943431566501
"945";"EL";2013-01-01;38757,1;40373,3;40373,3;15628,6;15628,6;97,3;11838,5;11838,5;3790,1;3790,1;2250941;4274,89;1369915;2820,72;"total";93,5521052655767;93,5521052655767;94,5392424664094;94,5392424664094;96,6906576132147;96,6906576132147;96,4954458309802;98,6911910362676;90,8264516804123;91,392795698043;86,3949137644453;82,9989801026322;90,5053114429466;90,1549261023668;91,409285454992;91,0553401328376;NA;NA;96,2180361722418;NA;90,7712377325673;90,6731691375552;82,8757829000026;82,2960210115984
"946";"EL";2013-01-01;3580,9;3474,6;3474,6;1556,5;1556,5;NA;1255,5;1255,5;301;301;171914;333,06;134848;269,16;"manu";94,9789360580817;94,9789360580817;91,9928792074611;91,9928792074611;91,377851199037;91,377851199037;86,4232561664973;85,8402158654203;81,7530789953301;90,7487494508651;83,496327217294;74,2020877043023;91,6820567160522;91,3251810224959;88,8452324062315;88,4994016723146;NA;NA;85,563496583651;NA;83,4857312734676;88,4984461789448;78,6106029540593;73,8923384468451
"947";"EL";2013-04-01;38958,7;40201,3;40201,3;15672,9;15672,9;98,8;11926,1;11926,1;3746,8;3746,8;2257920;4272,84;1379440;2829,09;"total";93,3318058029735;93,3318058029735;93,9924829672807;93,9924829672807;96,0939093746553;96,0939093746553;96,8490034071723;99,0141065748617;90,782896354791;91,91226300457;86,3834761376948;83,4307098860445;90,4292481640147;90,1029075798831;90,967010435939;90,6386691483327;NA;NA;96,8340448220849;NA;90,7999922530258;90,7439988731854;82,5392219522862;82,3863970070493
"948";"EL";2013-04-01;3534,4;3465,6;3465,6;1531,7;1531,7;NA;1236,8;1236,8;294,9;294,9;175536;335,84;136667;269,96;"manu";94,6952908461585;94,6952908461585;92,2096422942778;92,2096422942778;91,7862916330804;91,7862916330804;85,7240412453423;85,3252500148628;82,4354592259403;88,8288850295689;81,9224741368972;73,2385318724584;91,7137465871157;91,3808512351561;89,3129020610017;88,9887236390951;NA;NA;85,0266449800875;NA;84,6472003077856;85,5726820482166;76,4118473236618;72,4434712379412
"949";"EL";2013-07-01;39036,5;39632,2;39632,2;15486,8;15486,8;100,2;11795;11795;3691,8;3691,8;2271188;4311,37;1399818;2854,29;"total";92,0397818212265;92,0397818212265;92,701415705464;92,701415705464;93,9328608993944;93,9328608993944;97,0837922198749;98,3732665225725;91,6015240114667;91,2727655440755;84,6041509121929;83,5973198917463;89,0600100688406;88,7792059744629;89,5458974397125;89,2635022348958;NA;NA;97,1554193502212;NA;91,5599754085909;89,8647605269702;80,4625236096234;82,271018509478
"950";"EL";2013-07-01;3461;3392;3392;1543,2;1543,2;NA;1247,3;1247,3;296;296;174594;337,39;137503;271,27;"manu";97,4296144114609;97,4296144114609;94,8497904833974;94,8497904833974;93,3587504140139;93,3587504140139;88,2208356733108;86,8286938399919;82,8159230235826;86,5845345502843;82,1389627519862;71,7175641723004;94,5470581633499;94,2470313054941;91,9837672742047;91,6918771358758;NA;NA;87,6522537156204;NA;85,2851846532962;82,7977487819587;76,1449446472048;70,6225886401476
"951";"EL";2013-10-01;39041,7;39214,1;39214,1;15369,2;15369,2;98,9;11729;11729;3640,2;3640,2;2274848;4343,32;1407418;2904,86;"total";91,3287061138589;91,3287061138589;91,0536821210551;91,0536821210551;92,8532363265299;92,8532363265299;96,3877084256215;98,2924963162124;92,2803496961485;90,6134206582407;82,5000350685324;83,6084557790169;88,3567557191803;88,1390172915005;87,9165522327553;87,6998405193851;NA;NA;96,5547285287734;NA;92,112005635675;89,0624816760188;78,2931876677383;82,0281309772407
"952";"EL";2013-10-01;3465,7;3361,7;3361,7;1549,8;1549,8;NA;1254,5;1254,5;295,3;295,3;175943;344,01;136109;274,57;"manu";97,7136100435955;97,7136100435955;95,8270227818829;95,8270227818829;95,3206759295768;95,3206759295768;90,0552514768162;89,5739255927246;84,4408716302874;85,0336522600488;81,4988235919747;71,8149558370244;95,6497414973096;95,4120309129623;93,7436204039685;93,5106496105015;NA;NA;89,8925417536527;NA;87,1164188201773;80,3442115723611;75,3022008463685;70,0013018704176
"953";"EL";2014-01-01;39113;39319,7;39319,7;15517,5;15517,5;97,3;11922,3;11922,3;3595,2;3595,2;2275106;4394,29;1409212;2920,51;"total";92,0418605123968;92,0418605123968;92,3440658813977;92,3440658813977;93,4697648243242;93,4697648243242;97,6691929695844;98,8596193579526;93,3632838165938;89,7259461149987;82,8497369438589;83,7611459256305;88,8902187205089;88,6722276712127;89,0507191715114;88,8322758612808;NA;NA;98,2065832843595;NA;93,0702904803127;87,8870117233855;78,2565176663745;81,787613599378
"954";"EL";2014-01-01;3499,7;3300,3;3300,3;1502,2;1502,2;NA;1213,4;1213,4;288,7;288,7;176637;343,26;134614;268,75;"manu";93,7923264983016;93,7923264983016;93,7685039546975;93,7685039546975;92,8764622436741;92,8764622436741;90,6407354865595;89,7729599164037;84,2567762443314;86,0554842899975;80,7064141650296;72,519491283964;92,2650372357998;92,0368759158682;92,190204711784;91,9622310459737;NA;NA;91,219929681396;NA;87,0473260192361;80,2639904067761;73,9802787972366;69,876050027796
"955";"EL";2014-04-01;39037,4;39247,1;39247,1;15620,6;15620,6;97,3;12010,1;12010,1;3610,5;3610,5;2293660;4442,82;1442568;2993,25;"total";92,832829869782;92,832829869782;91,8778667742799;91,8778667742799;92,8442033789488;92,8442033789488;97,1676927105066;98,1894796877026;94,3943764762998;88,5743144462555;81,3734628292482;83,5992472568508;89,4076300100017;89,2540277795723;88,4105910589091;88,2586434636677;NA;NA;97,5433515935037;NA;93,8620448445629;86,7748537346159;76,7108108511483;81,4396072704677
"956";"EL";2014-04-01;3579,5;3366,2;3366,2;1551,8;1551,8;NA;1256,9;1256,9;294,9;294,9;182826;349,22;139111;274,14;"manu";94,7291737319599;94,7291737319599;94,4550977984203;94,4550977984203;93,9522400622937;93,9522400622937;91,5581246988813;91,0651217374426;85,7197209113949;86,5155538543719;81,7319962007437;74,173077421193;92,9039721427366;92,7424704146635;92,6154134651325;92,4544159750026;NA;NA;91,9568278912651;NA;88,5865358825693;80,5166063371663;74,5554109789042;71,3354402700557
"957";"EL";2014-07-01;39053,7;39163,6;39163,6;15644,4;15644,4;102,5;12037,8;12037,8;3606,5;3606,5;2279899;4494,91;1431321;3033,75;"total";92,9354676200321;92,9354676200321;91,81555975043;91,81555975043;93,1151852256217;93,1151852256217;97,3494585039424;98,7272278512272;95,5011066770845;87,5844119692518;80,4094700107604;83,6341539804105;89,3001234135857;89,1949337266955;88,1549048454566;88,0510060111494;NA;NA;97,7226308749055;NA;94,7370712977686;85,6421741457499;75,4905438223818;81,1258775691836
"958";"EL";2014-07-01;3632,5;3403,5;3403,5;1476;1476;NA;1196,8;1196,8;279,2;279,2;178215;342,19;134560;268,01;"manu";88,7873518377318;88,7873518377318;88,7324292003505;88,7324292003505;88,7414017437576;88,7414017437576;86,3279195829338;86,3313703638886;83,9941334937009;89,6002544182782;79,5177578436074;75,2713238531872;86,6602380859177;86,5563991773427;86,7015486283923;86,5976626700188;NA;NA;87,1835062731052;NA;86,8664601919021;83,239208418927;72,1548009973602;72,3156394800984
"959";"EL";2014-10-01;38734;39032,6;39032,6;15613,3;15613,3;99,4;12031,8;12031,8;3581,5;3581,5;2302145;4478,82;1457013;3043,12;"total";93,5162576889525;93,5162576889525;91,7751781440932;91,7751781440932;92,9430295354898;92,9430295354898;96,8339789819898;98,0660185099633;95,1592504872088;87,1794997216321;80,0025267269769;82,9495110649495;89,6932819329184;89,6071633522201;87,94575563026;87,8612569142131;NA;NA;97,3524904243771;NA;94,2301038578542;85,0346895027972;74,7772352750264;80,1193780054339
"960";"EL";2014-10-01;3646,3;3457,6;3457,6;1471,1;1471,1;NA;1197;1197;274,1;274,1;180624;348,44;135436;274,19;"manu";88,157682826202;88,157682826202;87,6902913914577;87,6902913914577;88,7254904068149;88,7254904068149;84,2981797184451;85,2881194380383;85,5282617100007;88,3273754433435;77,4674661360659;75,5572823581216;86,1278898198059;86,0433992122897;85,6891934896653;85,6051356605681;NA;NA;85,457771024437;NA;88,3956537755551;81,5134217661839;69,8337906326537;72,0629773733019
"961";"EL";2015-01-01;39164,7;39140,9;39140,9;15377,9;15377,9;97,2;11816,1;11816,1;3561,8;3561,8;2193619;4304,92;1401688;2935,52;"total";91,0934165335215;91,0934165335215;89,0759820668972;89,0759820668972;89,6720901644914;89,6720901644914;94,7681254460811;95,402145377294;91,4644840845122;91,7097167600757;81,6845773385724;83,8718623433012;87,5150044349502;87,4716470116029;85,5783753797681;85,5359263213553;NA;NA;96,2490883507866;NA;90,3470575512218;89,0427580981818;76,1939403819574;80,438488005777
"962";"EL";2015-01-01;3712,2;3616,8;3616,8;1454,6;1454,6;NA;1199;1199;255,6;255,6;160790;317,81;126323;254,82;"manu";85,6214513668777;85,6214513668777;83,5856233188296;83,5856233188296;82,244354144551;82,244354144551;78,2037346651988;76,9441221207128;78,0098061475586;98,59042567467;82,4211820895334;76,922837827337;84,874353443714;84,8307272370945;82,9367238193897;82,8940957068466;NA;NA;82,0411463847732;NA;80,7734276081456;89,4350086408151;74,1580548744234;72,2483182209873
"963";"EL";2015-04-01;38952,4;38976,3;38976,3;15203,4;15203,4;94,3;11697,8;11697,8;3505,6;3505,6;2203118;4313,14;1421164;2955,68;"total";90,5505856088894;90,5505856088894;88,1091460675614;88,1091460675614;88,2968646735387;88,2968646735387;93,6250965228119;93,8243892470159;91,6391303170031;91,0387527847422;80,2068363296083;83,4172183303129;86,4827199463105;86,4198238176218;84,2425327366885;84,181215537885;NA;NA;94,9723282462894;NA;90,2507020008242;88,3153740174022;74,3918776212449;79,6963043879838
